都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,介護サービス事業所名称,介護サービス事業所名称_カナ,実施サービス,住所,方書,緯度,経度,電話番号,内線番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,備考
132209,0000000001,東京都,東大和市,東大和市高齢者ほっと支援センターいもくぼ,ヒガシヤマトシコウレイシャホットシエンセンターイモクボ,介護予防支援,東京都東大和市芋窪3-1611-1,,35.752773,139.413635,042-563-8777,,042-590-3287,,社会福祉法人　向会,1304600024,月火水木金土,,,http://www.mukoukai.org/,
132209,0000000002,東京都,東大和市,東大和市高齢者ほっと支援センターきよはら,ヒガシヤマトシコウレイシャホットシエンセンターキヨハラ,介護予防支援,東京都東大和市清原1-1,34号棟1階,35.745159,139.447495,042-590-1138,,042-590-1186,,社会福祉法人　多摩大和園,1304600016,月火水木金土,,,,
132209,0000000003,東京都,東大和市,東大和市高齢者ほっと支援センターなんがい,ヒガシヤマトシコウレイシャホットシエンセンターナンガイ,介護予防支援,東京都東大和市南街2-49-3,,35.740234,139.431412,042-566-8133,,042-566-8134,,社会医療法人財団　大和会,1304600032,月火水木金土,,,http://www.yamatokai.or.jp/supportcenter/,
132209,0000000004,東京都,東大和市,ケアプランニング向台,ケアプランニングムコウダイ,居宅介護支援,東京都東大和市芋窪3-1611-1,,35.752773,139.413635,042-563-8776,,042-590-3287,,社会福祉法人　向会,1374600185,月火水木金土祝,,,http://www.mukoukai.org/,
132209,0000000005,東京都,東大和市,風の樹居宅介護支援事業所,カゼノキキョタクカイゴシエンジギョウショ,居宅介護支援,東京都東大和市蔵敷3-873-1,,35.746834,139.420135,042-561-3899,,042-561-3901,,社会福祉法人　一石会,1374600763,月火水木金祝,,,http://www.kazenoki.net/,
132209,0000000006,東京都,東大和市,ケアサポートあすなろ,ケアサポートアスナロ,居宅介護支援,東京都東大和市奈良橋5-812-1,,35.7481,139.428009,042-590-7220,,042-565-3030,,有限会社　あすなろ,1374600623,月火水木金土,,,https://asunaro2006-kaigo.jimdo.com,
132209,0000000007,東京都,東大和市,フラワーハウスケアプランセンター,フラワーハウスケアプランセンター,居宅介護支援,東京都東大和市仲原2-2-16,ドエル狭山102,35.7459011,139.4406132,042-569-8402,,042-564-1528,,有限会社　フラワーハウス,1374600854,月火水木金,,,,
132209,0000000008,東京都,東大和市,ケアマネジメントセンターやまと苑,ケアマネジメントセンターヤマトエン,居宅介護支援,東京都東大和市狭山2-1264-5,,35.757317,139.438324,042-563-8162,,042-590-7747,,社会福祉法人　多摩大和園,1374600045,月火水木金土,,,http://www.tamayamatoen.net/,
132209,0000000009,東京都,東大和市,けやき,ケヤキ,居宅介護支援,東京都東大和市狭山4-1400-1,シティハイムイルミナ202,35.752155,139.439056,042-843-9396,,042-843-9396,,有限会社さかのケアサービス,1374601043,月火水木金,,,,
132209,0000000010,東京都,東大和市,ケアセンター藍,ケアセンターアイ,居宅介護支援,東京都東大和市清水6-1192-1,202,35.7465034,139.4505006,042-511-8655,,042-511-8655,,合同会社　藍,1374601233,月火水木金祝,,,https://kissa-ai.jimdofree.com,
132209,0000000011,東京都,東大和市,訪問看護ステーション桜街道,ホウモンカンゴステーションサクラカイドウ,居宅介護支援,東京都東大和市上北台3-429-2,,35.73938,139.415619,042-564-2214,,042-516-8853,,株式会社　ピーデーメディカルケア,1374601084,月火水木金,,,http://www.pdm-office.com,
132209,0000000012,東京都,東大和市,ケアマネジメントセンターさくら苑,ケアマネジメントセンターサクラエン,居宅介護支援,東京都東大和市桜が丘2-122-4,,35.73476,139.426178,042-567-3919,,042-567-3967,,社会福祉法人　多摩大和園,1374600052,月火水木金土祝,,,http://www.tamayamatoen.net/,
132209,0000000013,東京都,東大和市,イーライフ,イーライフ,居宅介護支援,東京都東大和市立野3-576-3,立野尾又ビル205号,35.7388,139.422714,042-562-0324,,042-562-0674,,有限会社　イーライフ,1374600268,月火水木金土,,,http://www.ee-life.net,
132209,0000000014,東京都,東大和市,東大和社協ケアマネジメントセンター,ヒガシヤマトシャキョウケアマネジメントセンター,居宅介護支援,東京都東大和市中央3-912-3,,35.746235,139.426559,042-564-0054,,042-564-3680,,東大和市社会福祉協議会,1374600029,月火水木金,,,http://www.higashiyamatoshakyou.or.jp,
132209,0000000015,東京都,東大和市,東大和病院ケアサポート,ヒガシヤマトビョウインケアサポート,居宅介護支援,東京都東大和市南街2-49-3,,35.740234,139.431412,042-567-8308,,042-567-8552,,社会医療法人財団　大和会,1374600011,月火水木金土,,,http://www.yamatokai.or.jp/,
132209,0000000016,東京都,東大和市,ニチイケアセンター東大和,ニチイケアセンターヒガシヤマト,居宅介護支援,東京都東大和市南街5-44-7,シャリオ１階,35.736298,139.43306,042-590-2151,,042-590-2153,,株式会社　ニチイ学館,1374600144,月火水木金,,,http://www.nichiigakkan.co.jp,
132209,0000000017,東京都,東大和市,イコールケアマネセンター,イコールケアマネセンター,居宅介護支援,東京都東大和市仲原1-6-2,,35.743244,139.444351,042-567-8215,,042-567-5847,,株式会社　イコール,1374600680,月火水木金土,,,http://www.e-equal.jp,
132209,0000000018,東京都,東大和市,ケアマネジメントセンター・赤い糸,ケアマネジメントセンター・アカイイト,居宅介護支援,東京都東大和市仲原3-14-13,,35.744064,139.438965,042-843-5903,,042-590-1906,,株式会社　ピュア・ハート,1374601100,月火水木金,,,,
132209,0000000019,東京都,東大和市,ヘルパーステーション向台,ヘルパーステーションムコウダイ,訪問介護;訪問サービス（現行相当・緩和型）,東京都東大和市芋窪3-1611-1,,35.752773,139.413635,042-563-8775,,042-590-3287,,社会福祉法人　向会,1374600177,月火水木金土祝,,,http://www.mukoukai.org/,
132209,0000000020,東京都,東大和市,ねこの手まごの手,ネコノテマゴノテ,訪問介護,東京都東大和市奈良橋1-292,,35.7557441,139.424184,042-516-8373,,042-569-8893,,株式会社ケアアプローチ,1374601092,月火水木金土日祝,,,http://www.day-vegetable.jp,
132209,0000000021,東京都,東大和市,ヘルパーステーションあすなろ,ヘルパーステーションアスナロ,訪問介護;訪問サービス（現行相当・緩和型）,東京都東大和市奈良橋5-812-1,,35.7481,139.428009,042-590-7330,,042-565-3030,,有限会社　あすなろ,1374600631,月火水木金土日祝,,,https://asunaro2006-kaigo.jimdo.com,
132209,0000000022,東京都,東大和市,おひさまヘルパーステーション,オヒサマヘルパーステーション,訪問介護;訪問サービス（現行相当・緩和型）,東京都東大和市奈良橋6-706-12-101,,35.749203,139.423218,042-561-3006,,042-849-4719,,有限会社　トーヤジャパン,1374600862,月火水木金土祝,,,http://www.tohya-eve.jp,
132209,0000000023,東京都,東大和市,ホームヘルパーステーションやまと苑,ホームヘルパーステーションヤマトエン,訪問介護;訪問サービス（現行相当・緩和型）,東京都東大和市狭山2-1264-5,,35.757317,139.438324,042-563-8162,,042-590-7747,,社会福祉法人　多摩大和園,1374600102,月火水木金土日祝,,,http://www.tamayamatoen.net/,
132209,0000000024,東京都,東大和市,ケアセンター藍,ケアセンターアイ,訪問介護;訪問サービス（現行相当・緩和型）,東京都東大和市清水6-1192-1,202,35.7465034,139.4505006,042-511-8655,,042-511-8655,,合同会社　藍,1374601217,月火水木金土祝,,,https://kissa-ai.jimdofree.com,
132209,0000000025,東京都,東大和市,アースサポート東大和,アースサポートヒガシヤマト,訪問介護;訪問サービス（現行相当）,東京都東大和市上北台2-892-4,,35.743191,139.410919,042-562-7500,,042-562-7506,,アースサポート　株式会社,1374600912,月火水木金土日祝,,,https://www.earthsupport.co.jp,
