都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,種別,住所,方書,緯度,経度,アクセス方法,駐車場情報,電話番号,内線番号,FAX番号,法人番号,団体名,認可等年月日,収容定員,受入年齢,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,一時預かりの有無,URL,備考
132209,0000000001,東京都,東大和市,狭山保育園,サヤマホイクエン,認定公立保育所,東京都東大和市狭山1-849-1,,35.760244,139.436606,"西武多摩湖線武蔵大和駅から徒歩15分。
西武バス貯水池入口から徒歩10分。
ちょこバス多摩湖堤防下（狭山保育園入口）から徒歩１分。",有,042-564-2296,,042-564-2296,,,1974-06-01,105,産休明けから,月火水木金土,07:00,18:00,"祝日・年末年始はお休み。延長時間　保育標準時間利用者18：00～19：00　保育短時間利用者7：00～8：30,16：30～19：00",有,"https://www.city.higashiyamato.lg.jp/index.cfm/33,49614,345,598,html/",障害児等保育　受入可能　注1　障害の程度が比較的軽く集団生活が可能な程度の障害児等　注2　一般児童との混合保育
132209,0000000002,東京都,東大和市,高木保育園,タカギホイクエン,認定私立保育所,東京都東大和市向原6-1,向原アパート20号棟1階,35.739202,139.437802,,有,042-562-1260,,042-562-4076,,"社会福祉法人
大龍会",1968-04-01,100,産休明けから,月火水木金土,07:00,18:00,"延長時間　保育標準時間利用者18：00～19：00　保育短時間利用者7：00～8：30,16：30～19：00",無,https://www.mrnjp.or.jp/takagihoikuen/,障害児等保育　受入可能　注1　障害の程度が比較的軽く集団生活が可能な程度の障害児等　注2　一般児童との混合保育
132209,0000000003,東京都,東大和市,向原保育園,ムコウハラホイクエン,認定私立保育所,東京都東大和市向原1-4-2,,35.743024,139.440098,"西武拝島線東大和市駅から徒歩20分。
西武バス梅の原住宅から徒歩10分。
ちょこバス仲原四丁目から徒歩7分。",有,042-563-3833,,042-565-4582,,"社会福祉法人
大龍会",1971-05-01,162,産休明けから,月火水木金土,07:00,18:00,"延長時間　保育標準時間利用者18：00～19：00　保育短時間利用者7：00～8：30,16：30～19：00",有,http://www.mukouharahoikuen.com/,障害児等保育　受入可能　注1　障害の程度が比較的軽く集団生活が可能な程度の障害児等　注2　一般児童との混合保育
132209,0000000004,東京都,東大和市,れんげ桜が丘保育園,レンゲサクラガオカホイクエン,認定私立保育所,東京都東大和市桜が丘3-44-18,17-1,35.7354,139.418114,"西武拝島線・多摩モノレール玉川上水駅から徒歩２分。
立川バス玉川上水駅入口から徒歩１分。",無,042-567-4381,,042-590-7014,,"社会福祉法人
蓮花苑",2002-04-01,99,産休明けから,月火水木金土,07:00,18:00,"祝日・年末年始（12/29～1/3）はお休み。延長時間　保育標準時間利用者18：00～19：00　保育短時間利用者7：00～8：30,16：30～19：00",無,http://www.kosodate-web.com/sakuragaoka/index.php,障害児等保育　受入可能　注1　障害の程度が比較的軽く集団生活が可能な程度の障害児等　注2　一般児童との混合保育
132209,0000000005,東京都,東大和市,れんげ保育園,レンゲホイクエン,認定私立保育所,東京都東大和市芋窪3-1615,,35.753792,139.413804,"多摩モノレール上北台駅から徒歩10分。
西武バス・都バス貯水池下から徒歩5分。
立川バス四街道から徒歩１分。",有,042-565-3342,,042-533-5611,,"社会福祉法人
蓮花苑",1953-12-01,149,産休明けから,月火水木金土,07:30,18:30,"祝日・年末年始はお休み。延長時間　保育短時間利用者7：30～8：30,16：30～18：30",無,http://www.lenge.ed.jp/,障害児等保育　受入可能　注1　障害の程度が比較的軽く集団生活が可能な程度の障害児等　注2　一般児童との混合保育
132209,0000000006,東京都,東大和市,れんげ南街保育園,レンゲナンガイホイクエン,認定私立保育所,東京都東大和市南街4-3-1,,35.739188,139.433095,西武拝島線東大和市駅から徒歩10分。,無,042-561-2341,,042-561-2342,,"社会福祉法人
蓮花苑",1954-07-01,124,産休明けから,月火水木金土,07:00,18:00,"祝日・年末年始（12/29～1/3）はお休み。延長時間　保育標準時間利用者18：00～19：00　保育短時間利用者7：00～8：30,16：30～19：00",無,http://www.kosodate-web.com/nangai/index.php,障害児等保育　受入可能　注1　障害の程度が比較的軽く集団生活が可能な程度の障害児等　注2　一般児童との混合保育
132209,0000000007,東京都,東大和市,大和南保育園,ヤマトミナミホイクエン,認定私立保育所,東京都東大和市清原3-1,,35.742446,139.448426,,無,042-565-3450,,042-566-5750,,"社会福祉法人
大龍会",1965-06-01,100,産休明けから,月火水木金土,07:00,18:00,"延長時間　保育標準時間利用者18：00～19：00　保育短時間利用者7：00～8：30,16：30～19：00",無,http://www.yamatominami.ed.jp/,障害児等保育　受入可能　注1　障害の程度が比較的軽く集団生活が可能な程度の障害児等　注2　一般児童との混合保育
132209,0000000008,東京都,東大和市,大和東保育園,ヤマトヒガシホイクエン,認定私立保育所,東京都東大和市清原2-2-2,,35.745571,139.444358,"西武多摩湖線武蔵大和駅から徒歩10分。
西武新宿線久米川駅からバス10分。西武多摩湖線八坂駅からバス7分。西武拝島線東大和市駅からバス10分。
JR中央線・南武線・青梅線立川駅からバス30分。",有,042-561-2958,,042-563-9657,,"社会福祉法人
東京児童協会",1966-05-01,101,産休明けから,月火水木金土,07:00,18:00,"延長時間　保育標準時間利用者18：00～19：00　保育短時間利用者7：00～8：30,16：30～19：00",有,http://www.yamatohigashi.com/,障害児等保育　受入可能　注1　障害の程度が比較的軽く集団生活が可能な程度の障害児等　注2　一般児童との混合保育
132209,0000000009,東京都,東大和市,紫水保育園,シスイホイクエン,認定私立保育所,東京都東大和市清水3-859-7,,35.753787,139.443494,,有,042-561-1478,,042-561-1478,,"社会福祉法人
紫水会",1967-04-01,81,産休明けから,月火水木金土,07:00,18:00,"祝日・年末年始（12/29～1/3）はお休み。延長時間　保育標準時間利用者18：00～19：00　保育短時間利用者7：00～8：30,16：30～19：00",無,http://www.sisui.jp/,障害児等保育　受入可能　注1　障害の程度が比較的軽く集団生活が可能な程度の障害児等　注2　一般児童との混合保育
132209,0000000010,東京都,東大和市,"れんげ上北台保育園
（旧誠愛保育園）",セイアイ（レンゲカミキタダイ）ホイクエン,認定私立保育所,東京都東大和市蔵敷3-691-2,,35.751184,139.418716,,有,042-563-3990,,042-561-5487,,"社会福祉法人
蓮花苑",1971-05-01,146,産休明けから,月火水木金土,07:00,18:00,"延長時間　保育標準時間利用者18：00～20：00　保育短時間利用者7：00～8：30,16：30～20：00",無,http://www.lenge.ed.jp/kamikitadai/,障害児等保育　受入可能　注1　障害の程度が比較的軽く集団生活が可能な程度の障害児等　注2　一般児童との混合保育
132209,0000000011,東京都,東大和市,上北台こひつじ保育園,カミキタダイコヒツジホイクエン,認定私立保育所,東京都東大和市上北台2-886-36,,35.74469,139.411342,"多摩モノレール上北台駅から徒歩7分。
立川バス店舗前から徒歩１分。",有,042-564-4958,,042-565-4387,,"社会福祉法人
ナオミの会",1973-04-01,121,産休明けから,月火水木金土,07:00,18:00,"祝日・年末年始（12/29～1/3）はお休み。延長時間　保育標準時間利用者18：00～19：00　保育短時間利用者7：00～8：30,16：30～19：00",無,http://www.naominokai.net/kohitsuji/,障害児等保育　受入可能　注1　障害の程度が比較的軽く集団生活が可能な程度の障害児等　注2　一般児童との混合保育
132209,0000000012,東京都,東大和市,"のぞみ保育園
（旧テマリ保育園）",ノゾミホイクエン,認定私立保育所,東京都東大和市中央2-858-1,,35.746388,139.42899,,駐車スペース６台,042-564-1961,,042-566-0568,,"社会福祉法人
慶祥会",1974-07-01,148,産休明けから,月火水木金土,07:00,18:00,"延長時間　保育標準時間利用者18：00～19：00　保育短時間利用者7：00～8：30,16：30～19：00",無,http://hp-kodomo-kosodate.org/nozomi/,障害児等保育　受入可能　注1　障害の程度が比較的軽く集団生活が可能な程度の障害児等　注2　一般児童との混合保育
132209,0000000013,東京都,東大和市,明徳保育園,メイトクホイクエン,認定私立保育所,東京都東大和市立野2-3-7,,35.746341,139.416022,多摩モノレール上北台から徒歩１分。,停車スペース10台,042-562-1336,,,,"社会福祉法人
明徳福祉会",1977-05-01,120,産休明けから,月火水木金土,07:00,18:00,"祝日・12/29～1/3はお休み。延長時間　保育標準時間利用者18：00～19：00　保育短時間利用者7：00～8：30,16：30～19：00",無,http://www.meitoku.tokyo/index.htm/,障害児等保育　受入可能　注1　障害の程度が比較的軽く集団生活が可能な程度の障害児等　注2　一般児童との混合保育
132209,0000000014,東京都,東大和市,立野みどり保育園,タテノミドリホイクエン,認定私立保育所,東京都東大和市立野3-580-2,,35.74016,139.422171,,有,042-565-3549,,042-565-3565,,"社会福祉法人
立野みどり福祉会",1975-06-01,131,産休明けから,月火水木金土,07:00,18:00,"延長時間　保育標準時間利用者18：00～19：00　保育短時間利用者7：00～8：30,16：30～19：00",無,http://www.tatenomidori.jp/,障害児等保育　受入可能　注1　障害の程度が比較的軽く集団生活が可能な程度の障害児等　注2　一般児童との混合保育
132209,0000000015,東京都,東大和市,谷里保育園,ヤツリホイクエン,認定私立保育所,東京都東大和市狭山3-1349-4,,35.7564,139.437017,,有,042-566-0321,,042-566-0330,,"社会福祉法人
立野みどり福祉会",1982-07-01,188,産休明けから,月火水木金土,07:00,18:00,"祝日・年末年始（12/29～1/3）はお休み。延長時間　保育標準時間利用者18：00～19：00　保育短時間利用者7：00～8：30,16：30～19：00",無,http://yatsuri.com/,障害児等保育　受入可能　注1　障害の程度が比較的軽く集団生活が可能な程度の障害児等　注2　一般児童との混合保育
132209,0000000016,東京都,東大和市,玉川上水保育園,タマガワジョウスイホイクエン,認定私立保育所,東京都東大和市桜が丘4-29-18,,35.736211,139.416318,,有,042-566-8670,,042-566-8671,,"社会福祉法人
立野みどり福祉会",2014-04-01,101,産休明けから,月火水木金土,07:00,18:00,"祝日・年末年始（12/29～1/3）・その他理事長が必要と認めた日はお休み。延長時間　保育標準時間利用者18：00～19：00　保育短時間利用者7：00～8：30,16：30～19：00",有,http://tamagawajousui.pupu.jp/,障害児等保育　受入可能　注1　障害の程度が比較的軽く集団生活が可能な程度の障害児等　注2　一般児童との混合保育
132209,0000000017,東京都,東大和市,のぞみ保育園分園,ノゾミホイクエンブンエン,認定私立保育所,東京都東大和市中央4-1023-4,,35.743206,139.427475,,駐車スペース2台,042-569-8331,,042-569-8332,,"社会福祉法人
慶祥会",2015-04-01,20,1歳から,月火水木金土,07:00,18:00,"延長時間　保育標準時間利用者18：00～19：00　保育短時間利用者7：00～8：30,16：30～19：00",無,"https://www.city.higashiyamato.lg.jp/index.cfm/33,62476,345,598.html/",障害児等保育　受入可能　注1　障害の程度が比較的軽く集団生活が可能な程度の障害児等　注2　一般児童との混合保育
132209,0000000018,東京都,東大和市,東大和保育園,ヒガシヤマトホイクエン,認可外保育所,東京都東大和市新堀1-1435-33,,35.741073,139.449081,,無,042-562-1758,,042-562-2100,,,2011-06-01,18,産休明けから,月火水木金土,08:00,18:00,"延長時間　7：00～8：00,18：00～20：00",無,http://higashiyamato-hoikuen2525.jimdo.com/,障害児等保育　直接、園へ問い合わせ
132209,0000000019,東京都,東大和市,東大和早樹保育園,ヒガシヤマトサキホイクエン,小規模保育所,東京都東大和市向原6-1201-119,,35.73537,139.435443,"西武拝島線東大和市駅から徒歩4分。
西武バス東大和市から徒歩1分。",無,042-516-8625,,042-516-8626,,,2016-04-01,15,産休明けから,月火水木金土,07:00,18:00,"祝日はお休み。延長時間　保育標準時間利用者18：00～20：00　保育短時間利用者7：00～8：30,16：30～20：00",無,http://www.saki-hoikuen.jp/,障害児等保育　受入不可
132209,0000000020,東京都,東大和市,れんげ第二桜が丘保育園,レンゲダイニサクラガオカホイクエン,小規模保育所,"東京都東大和市桜が丘3-44-32
東京都東大和市桜が丘3-44-17","コーシャハイム玉川上水３号棟103
グリーンコープ玉川上水５号棟103",35.73332,139.418694,,無,042-516-8155,,042-569-8398,,"社会福祉法人
蓮花苑",2016-10-01,19,生後6か月から,月火水木金土,07:00,18:00,"延長時間　保育標準時間利用者18：00～19：00　保育短時間利用者7：00～8：30,16：30～19：00",無,"https://www.city.higashiyamato.lg.jp/index.cfm/33,62476,345,598,html/",障害児等保育　受入可能　注1　障害の程度が比較的軽く集団生活が可能な程度の障害児等　注2　一般児童との混合保育
132209,0000000021,東京都,東大和市,ふたば保育園,フタバホイクエン,小規模保育所,東京都東大和市立野2-4-13,,35.746313,139.417341,,有,042-590-8622,,042-567-0081,,,2017-04-01,19,1歳から2歳,月火水木金土,07:30,18:30,"延長時間　保育短時間利用者7：30～8：30,16：30～18：30",無,"https://www.city.higashiyamato.lg.jp/index.cfm/33,62476,345,598,html/",障害児等保育　受入可能　注1　障害の程度が比較的軽く集団生活が可能な程度の障害児等　注2　一般児童との混合保育
132209,0000000022,東京都,東大和市,みつば保育園,ミツバホイクエン,小規模保育所,東京都東大和市立野3-1293-10,,35.7388,139.422714,,無,042-590-1675,,,,,2018-03-01,16,産休明けから1歳,月火水木金土,07:30,18:30,"延長時間　保育短時間利用者7：30～8：30,16：30～18：30",無,"https://www.city.higashiyamato.lg.jp/index.cfm/33,62476,345,598,html/",障害児等保育　受入可能　注1　障害の程度が比較的軽く集団生活が可能な程度の障害児等　注2　一般児童との混合保育
132209,0000000023,東京都,東大和市,向原第二保育園,ムコウハラダイニホイクエン,小規模保育所,東京都東大和市向原1-4-1,,35.741966,139.440063,,有,042-843-9619,,,,,2019-04-01,11,1歳から2歳,月火水木金土,07:00,18:00,"延長時間　保育標準時間利用者18：00～19：00　保育短時間利用者7：00～8：30,16：30～19：00",無,"https://www.city.higashiyamato.lg.jp/index.cfm/33,62476,345,598,html/",障害児等保育　受入不可
132209,0000000024,東京都,東大和市,ひが保育ママ,ヒガホイクママ,家庭的保育所,東京都東大和市中央2-1101-12,成安中央マンション107号室,35.743881,139.430359,,無,090-6532-0321,,,,,2015-04-01,5,産休明けから2歳,月火水木金土,08:00,18:00,"延長時間　保育短時間利用者8：00～8：30,16：30～18：00",無,"https://www.city.higashiyamato.lg.jp/index.cfm/33,62476,345,598,html/",障害児等保育　受入不可
132209,0000000025,東京都,東大和市,木村保育ママ,キムラホイクママ,家庭的保育所,東大和市南街2-20-3,ピースアベニュー102号室,35.741596,139.427917,,無,090-5557-0853,,,,,2015-04-01,5,産休明けから2歳,月火水木金土,08:00,18:00,"延長時間　保育短時間利用者8：00～8：30,16：30～18：00",無,"https://www.city.higashiyamato.lg.jp/index.cfm/33,62476,345,598,html/",障害児等保育　受入不可
132209,0000000026,東京都,東大和市,"東大和こども園
（大和富士幼稚園）",ヒガシヤマトコドモエン,認定こども園（幼稚園型）,東京都東大和市向原4-16-17,,35.738316,139.440887,"西武拝島線東大和市駅から徒歩10分。
西武バス梅の原住宅から徒歩3分。",有,042-561-2379,,042-561-2441,,"学校法人
大和学園",,519,1歳から,月火水木金,07:30,18:30,"延長時間　保育短時間利用者7：30～8：30,16：30～18：30",,"https://www.city.higashiyamato.lg.jp/index.cfm/33,62476,345,598,html/",障害児等保育　受入不可
132209,0000000027,東京都,東大和市,狭山ヶ丘幼稚園,サヤマガオカヨウチエン,私立幼稚園,東京都東大和市高木1-87-1,,35.753197,139.431671,"西武多摩湖線武蔵大和駅から徒歩15分。
西武バス塩釜神社前から徒歩1分。",有,042-562-0661,,042-565-0120,,"学校法人
敷島学園",,,3歳から,,,,,有,http://www.sayamagaoka.ed.jp/,
132209,0000000028,東京都,東大和市,大和八幡幼稚園,ヤマトハチマンヨウチエン,私立幼稚園,東京都東大和市奈良橋1-258,,35.756416,139.422241,"多摩モノレール上北台駅から徒歩15分。
西武・都営バス八幡神社前から徒歩4分",有,042-561-4433,,042-561-4433,,"宗教法人
八幡神社",,,3歳から,,,,,,http://yamato-hachiman.ed.jp/,
132209,0000000029,東京都,東大和市,こども学園,コドモガクエン,認定こども園（地方裁量型）,東京都東大和市奈良橋2-409,,35.754368,139.426514,,有,042-564-3549,,042-564-3515,,,,188,産休明けから,,07:30,18:30,"延長時間　保育標準時間利用者18：30～20：30　保育短時間利用者7：30～8：30,16：30～20：30",,http://www.kodomogakuen.com/,障害児等保育　受入可能　注1　障害の程度が比較的軽く集団生活が可能な程度の障害児等　注2　一般児童との混合保育
