"全国地方公共団体コード","ID","地方公共団体名","分別区分","ゴミ区分","ゴミ分類区分","回収区分","指定ゴミ袋","ゴミ区分別説明URL"
"132292","132292GMKB000001","西東京市","可燃ごみ","","可燃ごみ","分別回収","",""
"132292","132292GMKB000002","西東京市","不燃ごみ","","不燃ごみ","分別回収","",""
"132292","132292GMKB000003","西東京市","粗大ごみ","","粗大ごみ","分別回収","",""
"132292","132292GMKB000004","西東京市","古紙・古布類（衣類等）","新聞紙","資源ごみ","分別回収","",""
"132292","132292GMKB000005","西東京市","古紙・古布類（衣類等）","雑誌","資源ごみ","分別回収","",""
"132292","132292GMKB000006","西東京市","古紙・古布類（衣類等）","段ボール","資源ごみ","分別回収","",""
"132292","132292GMKB000007","西東京市","古紙・古布類（衣類等）","衣類・古布","資源ごみ","分別回収","",""
"132292","132292GMKB000008","西東京市","缶","缶","資源ごみ","分別回収","",""
"132292","132292GMKB000009","西東京市","金属類","金属類","資源ごみ","分別回収","",""
"132292","132292GMKB000010","西東京市","びん・スプレー缶・ライター","びん","資源ごみ","分別回収","",""
"132292","132292GMKB000011","西東京市","ペットボトル","ペットボトル","資源ごみ","分別回収","",""
"132292","132292GMKB000012","西東京市","プラスチック容器包装類","プラスチック類","資源ごみ","分別回収","",""
"132292","132292GMKB000013","西東京市","小型家電","小型家電","資源ごみ","分別回収","",""
"132292","132292GMKB000014","西東京市","小型家電","小型家電","資源ごみ","拠点回収","",""
"132292","132292GMKB000015","西東京市","有害ごみ・危険物","蛍光管","有害ごみ","分別回収","",""
"132292","132292GMKB000016","西東京市","有害ごみ・危険物","乾電池","有害ごみ","分別回収","",""
"132292","132292GMKB000017","西東京市","びん・スプレー缶・ライター","スプレー缶","有害ごみ","分別回収","",""
"132292","132292GMKB000018","西東京市","びん・スプレー缶・ライター","カセットボンベ","有害ごみ","分別回収","",""
"132292","132292GMKB000019","西東京市","有害ごみ・危険物","水銀体温計","有害ごみ","分別回収","",""
"132292","132292GMKB000020","西東京市","びん・スプレー缶・ライター","ライター","有害ごみ","分別回収","",""
