"年月[西暦]","調査項目","設問","基本政策","政策","調査回答者の属性種別","調査回答者の属性","調査数[人]","十分[人]","まあ十分[人]","やや不十分[人]","不十分[人]","わからない[人]","無回答[人]"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策(10)豊かな国際性を生かした多文化共生社会をつくる","全体",,"558","55","175","84","50","190","4"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策(10)豊かな国際性を生かした多文化共生社会をつくる","性・年代別","男性（計）","231","24","68","37","26","74","2"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策(10)豊かな国際性を生かした多文化共生社会をつくる","性・年代別","男性 18～29歳","13","5","3","1","1","3","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策(10)豊かな国際性を生かした多文化共生社会をつくる","性・年代別","男性 30～39歳","38","4","12","4","4","14","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策(10)豊かな国際性を生かした多文化共生社会をつくる","性・年代別","男性 40～49歳","50","7","17","6","7","13","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策(10)豊かな国際性を生かした多文化共生社会をつくる","性・年代別","男性 50～59歳","47","4","13","8","4","17","1"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策(10)豊かな国際性を生かした多文化共生社会をつくる","性・年代別","男性 60～69歳","42","3","10","9","5","14","1"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策(10)豊かな国際性を生かした多文化共生社会をつくる","性・年代別","男性 70歳以上","40","1","12","9","5","13","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策(10)豊かな国際性を生かした多文化共生社会をつくる","性・年代別","男性 無回答","1","0","1","0","0","0","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策(10)豊かな国際性を生かした多文化共生社会をつくる","性・年代別","女性（計）","313","31","104","46","23","109","0"
