"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","就労状況について","Q9-4. 【問９-１で「１．仕事をしている」と回答された方のみ】仕事上で困っていることは何ですか。（あてはまるものすべてに○）","仕事が難しい","6","5.9","6.7"
"202003","就労状況について","Q9-4. 【問９-１で「１．仕事をしている」と回答された方のみ】仕事上で困っていることは何ですか。（あてはまるものすべてに○）","休みが少ない","6","5.9","6.7"
"202003","就労状況について","Q9-4. 【問９-１で「１．仕事をしている」と回答された方のみ】仕事上で困っていることは何ですか。（あてはまるものすべてに○）","障害について理解や協力をしてもらえない","4","3.9","4.5"
"202003","就労状況について","Q9-4. 【問９-１で「１．仕事をしている」と回答された方のみ】仕事上で困っていることは何ですか。（あてはまるものすべてに○）","職場までの通勤が大変","7","6.9","7.9"
"202003","就労状況について","Q9-4. 【問９-１で「１．仕事をしている」と回答された方のみ】仕事上で困っていることは何ですか。（あてはまるものすべてに○）","職場の建物や机等の設備が障害者に配慮されていない","1","1.0","1.1"
"202003","就労状況について","Q9-4. 【問９-１で「１．仕事をしている」と回答された方のみ】仕事上で困っていることは何ですか。（あてはまるものすべてに○）","職場でのコミュニケーションがうまく取れない","21","20.6","23.6"
"202003","就労状況について","Q9-4. 【問９-１で「１．仕事をしている」と回答された方のみ】仕事上で困っていることは何ですか。（あてはまるものすべてに○）","障害がない人と比べて仕事の内容や昇進等に差がある","12","11.8","13.5"
"202003","就労状況について","Q9-4. 【問９-１で「１．仕事をしている」と回答された方のみ】仕事上で困っていることは何ですか。（あてはまるものすべてに○）","職場や仕事について相談するところがない","5","4.9","5.6"
"202003","就労状況について","Q9-4. 【問９-１で「１．仕事をしている」と回答された方のみ】仕事上で困っていることは何ですか。（あてはまるものすべてに○）","その他","6","5.9","6.7"
"202003","就労状況について","Q9-4. 【問９-１で「１．仕事をしている」と回答された方のみ】仕事上で困っていることは何ですか。（あてはまるものすべてに○）","特にない","45","44.1","50.6"
"202003","就労状況について","Q9-4. 【問９-１で「１．仕事をしている」と回答された方のみ】仕事上で困っていることは何ですか。（あてはまるものすべてに○）","無回答","13","12.7",

"港区保健福祉基礎調査（知的障害者）・単純集計表・就労状況についてQ9-4","Ver202003",,,,,
