事業所規模,産業,和暦年,西暦年,年平均・月,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
５人以上,TL 調査産業計,平成26,2014,年平均,412977,508464,272426,329759,400917,225018,305545,24214,83218,107547,47408
５人以上,TL 調査産業計,平成27,2015,年平均,406806,497268,273714,326216,393912,226620,303724,22492,80590,103356,47094
５人以上,TL 調査産業計,平成28,2016,年平均,408611,501351,274902,326130,395143,226630,304022,22108,82481,106208,48272
５人以上,TL 調査産業計,平成29,2017,年平均,411953,504879,279725,327748,396619,229749,305943,21805,84205,108260,49976
５人以上,TL 調査産業計,平成30,2018,年平均,413275,508281,284286,327195,396642,232907,305852,21343,86080,111639,51379
５人以上,TL 調査産業計,平成31・令和元,2019,年平均,414622,512436,283337,328799,400237,232916,306124,22675,85823,112199,50421
５人以上,TL 調査産業計,平成31,2019,1月,343167,421103,238456,321921,394008,225069,300826,21095,21246,27095,13387
５人以上,TL 調査産業計,平成31,2019,2月,333150,408743,231966,324927,397838,227333,303003,21924,8223,10905,4633
５人以上,TL 調査産業計,平成31,2019,3月,372493,458485,255685,329048,400714,231700,306057,22991,43445,57771,23985
５人以上,TL 調査産業計,平成31,2019,4月,351386,427855,248106,333273,404257,237401,309424,23849,18113,23598,10705
５人以上,TL 調査産業計,令和元,2019,5月,356791,434294,252785,327230,397121,233438,304131,23099,29561,37173,19347
５人以上,TL 調査産業計,令和元,2019,6月,624777,789982,407075,328321,400579,233101,305750,22571,296456,389403,173974
５人以上,TL 調査産業計,令和元,2019,7月,460570,576756,304418,329969,400444,235252,307253,22716,130601,176312,69166
５人以上,TL 調査産業計,令和元,2019,8月,341771,417493,240611,330139,401925,234236,307461,22678,11632,15568,6375
５人以上,TL 調査産業計,令和元,2019,9月,343938,419098,242964,329868,400770,234614,308002,21866,14070,18328,8350
５人以上,TL 調査産業計,令和元,2019,10月,345112,421400,243433,331861,404491,235058,309014,22847,13251,16909,8375
５人以上,TL 調査産業計,令和元,2019,11月,369543,450158,260558,329535,400072,234174,306007,23528,40008,50086,26384
５人以上,TL 調査産業計,令和元,2019,12月,726625,917485,469311,329330,400501,233379,306411,22919,397295,516984,235932
５人以上,"C 鉱業,採石業,砂利採取業",平成26,2014,年平均,728865,794186,486760,509908,551163,357000,479598,30310,218957,243023,129760
５人以上,"C 鉱業,採石業,砂利採取業",平成27,2015,年平均,－,－,－,－,－,－,－,－,－,－,－
５人以上,"C 鉱業,採石業,砂利採取業",平成28,2016,年平均,－,－,－,－,－,－,－,－,－,－,－
５人以上,"C 鉱業,採石業,砂利採取業",平成29,2017,年平均,－,－,－,－,－,－,－,－,－,－,－
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,年平均,727494,801759,515086,546027,598271,396602,518096,27931,181467,203488,118484
５人以上,"C 鉱業,採石業,砂利採取業",平成31・令和元,2019,年平均,802882,863788,591888,577972,621460,427321,545840,32132,224910,242328,164567
５人以上,"C 鉱業,採石業,砂利採取業",平成31,2019,1月,571690,614919,422411,571582,614779,422411,542864,28718,108,140,－
５人以上,"C 鉱業,採石業,砂利採取業",平成31,2019,2月,600611,640095,445952,600505,640095,445433,567623,32882,106,－,519
５人以上,"C 鉱業,採石業,砂利採取業",平成31,2019,3月,607513,649212,462295,574145,615041,431724,540354,33791,33368,34171,30571
５人以上,"C 鉱業,採石業,砂利採取業",平成31,2019,4月,595249,631709,456590,593117,629162,456034,559851,33266,2132,2547,556
５人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,5月,583576,622169,442048,583576,622169,442048,549962,33614,－,－,－
５人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,6月,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
５人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,7月,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
５人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,8月,573751,619807,422101,573544,619537,422101,538785,34759,207,270,－
５人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,9月,610074,657652,452717,576086,622015,424183,548009,28077,33988,35637,28534
５人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,10月,567546,613196,416387,567224,612779,416381,536333,30891,322,417,6
５人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,11月,1023259,1103341,732507,584316,629275,421085,550716,33600,438943,474066,311422
５人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,12月,1630213,1776827,1151217,579132,630840,410200,547213,31919,1051081,1145987,741017
５人以上,D 建設業,平成26,2014,年平均,501012,532976,317793,410086,436104,260950,379520,30566,90926,96872,56843
５人以上,D 建設業,平成27,2015,年平均,481224,511016,315443,390656,414511,257910,357648,33008,90568,96505,57533
５人以上,D 建設業,平成28,2016,年平均,488863,518735,323683,394649,418225,264284,359904,34745,94214,100510,59399
５人以上,D 建設業,平成29,2017,年平均,501419,536570,327484,396588,424321,259362,357035,39553,104831,112249,68122
５人以上,D 建設業,平成30,2018,年平均,512704,549362,349100,391144,420164,261627,349934,41210,121560,129198,87473
５人以上,D 建設業,平成31・令和元,2019,年平均,551867,592798,358185,417931,447292,278996,379122,38809,133936,145506,79189
５人以上,D 建設業,平成31,2019,1月,431306,464303,282871,410539,442026,268896,376363,34176,20767,22277,13975
５人以上,D 建設業,平成31,2019,2月,435560,471495,280356,408760,442225,264222,372974,35786,26800,29270,16134
５人以上,D 建設業,平成31,2019,3月,501919,541272,325144,425006,457240,280210,383708,41298,76913,84032,44934
５人以上,D 建設業,平成31,2019,4月,483918,522971,308810,442416,476300,290486,395831,46585,41502,46671,18324
５人以上,D 建設業,令和元,2019,5月,445459,479059,297216,423315,455413,281698,384647,38668,22144,23646,15518
５人以上,D 建設業,令和元,2019,6月,849386,920684,520102,411933,442382,271308,374729,37204,437453,478302,248794
