規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,473979,461145,421998,39147,12834,151072,147852,140440,7412,3220
100～499人,426569,415441,387110,28331,11128,132725,131970,126716,5254,755
100人以上,450838,438837,404969,33868,12001,140853,139006,132796,6210,1847
30～99人,406355,383809,353272,30537,22546,101575,100923,97568,3355,652
５～29人,375372,358920,341066,17854,16452,95617,95062,92177,2885,555
30人以上,438148,423139,390221,32918,15009,121796,120529,115704,4825,1267
５人以上,422739,407375,378155,29220,15364,109692,108754,104826,3928,938
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和元年８月分,,,,,,,,,,
第10表  規模、就業形態別常用労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
