規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,17.4,18.3,16.3,138.6,151.2,121.3,126.9,136.5,113.7,11.7,14.7,7.6
５人以上,"鉱業,採石業,砂利採取業",19,19.2,18.6,170.8,174.7,157.1,149.7,151.9,142,21.1,22.8,15.1
５人以上,建設業,20.1,20.4,18.7,170.8,175.3,150.4,148.9,150.9,139.9,21.9,24.4,10.5
５人以上,製造業,18.7,19.1,17.6,155.9,161.9,141,142.1,146.9,130.3,13.8,15,10.7
５人以上,電気・ガス・熱供給・水道業,18.2,18.4,16.7,160.4,163.7,139,137.5,140.1,120.9,22.9,23.6,18.1
５人以上,情報通信業,18.5,18.8,17.7,157.2,161.3,145,140.9,144.1,131.3,16.3,17.2,13.7
５人以上,"運輸業,郵便業",18.5,19,16.8,159.8,168.4,129.3,138.6,144,119.7,21.2,24.4,9.6
５人以上,"卸売業,小売業",17.6,18.4,16.6,137.3,150,121.1,128.5,139,115.1,8.8,11,6
５人以上,"金融業,保険業",18.2,18.6,17.8,147.4,153.2,140.7,131.1,134.8,126.8,16.3,18.4,13.9
５人以上,"不動産業,物品賃貸業",18.9,19.4,17.9,154.3,162.7,139.5,139.5,145.8,128.3,14.8,16.9,11.2
５人以上,"学術研究,専門・技術サービス業",18.7,19.1,18,153.4,157.8,145.4,138.4,142,131.7,15,15.8,13.7
５人以上,"宿泊業,飲食サービス業",13.3,14.1,12.6,92,105.2,81.6,85.5,96,77.2,6.5,9.2,4.4
５人以上,"生活関連サービス業,娯楽業",16.5,17.5,15.7,123,137.8,111.4,115.5,127.5,106.1,7.5,10.3,5.3
５人以上,"教育,学習支援業",15.1,15.6,14.6,114.5,118.9,110.2,106.7,110.2,103.4,7.8,8.7,6.8
５人以上,"医療,福祉",16,16.1,15.9,118.4,125.9,115.8,113.4,119.9,111.1,5,6,4.7
５人以上,複合サービス事業,18.5,19,17.8,149.7,161.1,132.5,135.9,143.7,124.1,13.8,17.4,8.4
５人以上,サービス業（他に分類されないもの）,17.9,18.6,17.1,141.8,151.5,129.1,131.1,138.8,121.1,10.7,12.7,8
30人以上,調査産業計,17.7,18.4,16.7,143.8,154.2,127.9,130.4,137.9,118.9,13.4,16.3,9
30人以上,"鉱業,採石業,砂利採取業",19,19.2,18.6,170.8,174.7,157.1,149.7,151.9,142,21.1,22.8,15.1
30人以上,建設業,19.8,20,18.7,171.1,174,155.3,144.2,144.7,141.7,26.9,29.3,13.6
30人以上,製造業,18.5,18.9,17.5,157.1,161.7,145.3,141.7,145.4,132.4,15.4,16.3,12.9
30人以上,電気・ガス・熱供給・水道業,18.1,18.3,16.9,161.2,164.4,140.2,136.9,139.3,121,24.3,25.1,19.2
30人以上,情報通信業,18.6,18.9,17.8,159.2,163,147.3,142,145,132.4,17.2,18,14.9
30人以上,"運輸業,郵便業",18.3,18.8,16.5,159,168,128.5,137,142.4,118.7,22,25.6,9.8
30人以上,"卸売業,小売業",17.8,18.4,16.9,140.7,152,124.8,131,140.3,117.9,9.7,11.7,6.9
30人以上,"金融業,保険業",18.1,18.5,17.6,146.8,152.1,140.4,129.4,133.3,124.7,17.4,18.8,15.7
30人以上,"不動産業,物品賃貸業",18.6,19,17.9,151.9,158.7,139.6,136.6,141.6,127.4,15.3,17.1,12.2
30人以上,"学術研究,専門・技術サービス業",18.6,18.9,17.9,154.3,158.1,146,137.2,140.1,130.9,17.1,18,15.1
30人以上,"宿泊業,飲食サービス業",14.4,15,13.9,103.2,115.5,92.8,95.3,104.4,87.6,7.9,11.1,5.2
30人以上,"生活関連サービス業,娯楽業",15.9,16.8,15.2,115,132.8,102.5,107,120.8,97.3,8,12,5.2
30人以上,"教育,学習支援業",15.3,15.9,14.7,119.5,124.4,114.4,111.5,115.5,107.3,8,8.9,7.1
30人以上,"医療,福祉",16.5,16.2,16.6,125.4,127.4,124.5,119.9,121.6,119.1,5.5,5.8,5.4
30人以上,複合サービス事業,19,19.2,18.3,153.8,162.8,130.2,137.3,144.1,119.3,16.5,18.7,10.9
30人以上,サービス業（他に分類されないもの）,17.8,18.5,17,141.1,151.6,128.8,129.8,137.8,120.4,11.3,13.8,8.4
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３１年３月分,,,,,,,,,,,,,
第２表  規模、産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
