事業所規模,和暦年,西暦年,年平均・月・前年比・前年同月比,調査産業計,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,令和元,2019,11月,98.3,104.1,98.8,109.3,102,96.8,105.5,99.7,94.1,104.6,86.4,89,91.7,96.2,101.7,97.9
５人以上,令和元,2019,12月,98.2,103.6,99.4,102.9,101.2,97,105.3,98,91.7,104.7,87.5,93,93.5,96.7,101.9,96.6
５人以上,平成27,2015,年平均（前年比（％））,-0.5,-0.4,-1.3,1.5,-0.5,-2,0.5,-0.1,-0.6,-1.9,2.8,-6.3,-1,-2,-0.7,1.4
５人以上,平成28,2016,年平均（前年比（％））,0.1,1.2,0.6,6.5,0.9,1.1,0.4,-0.8,0.5,2.5,-4.9,-8,4.9,-1.1,1.6,-2.1
５人以上,平成29,2017,年平均（前年比（％））,0.3,0.3,1.1,-1.9,0,0,2.3,1.8,-0.2,-1.6,0.2,-0.8,-1.7,2.3,-2.7,-2.7
５人以上,平成30,2018,年平均（前年比（％））,-1.4,-2.6,-2.3,9.6,0.1,-3.9,5,-0.4,0.6,1.3,-2.1,1.3,-4.5,-2.9,12,-1.8
５人以上,平成31・令和元,2019,年平均（前年比（％））,-0.4,6,-1.1,0.8,1,0,-2.8,-0.1,-5.8,3.7,-7.4,3,-4.4,-1.8,-7.4,3.7
５人以上,平成31,2019,1月（前年同月比（％））,0.1,10.9,-1.5,1.6,0.1,3.3,-3.5,-1.7,-1.8,4.9,-7,12.2,-3.6,-1.6,-10.4,3.5
５人以上,平成31,2019,2月（前年同月比（％））,0.6,6.9,-2.6,8,0.5,7.1,-2.1,-2.6,-5.7,9.6,-8.4,12.8,-1.5,-1.3,-11.5,4.8
５人以上,平成31,2019,3月（前年同月比（％））,-0.1,11.5,-1.3,6,-0.2,-0.3,-3.2,-1.4,-7.3,8,-9.8,5,-0.4,-3.9,-11.9,4.6
５人以上,平成31,2019,4月（前年同月比（％））,-0.6,10.6,-3.5,2.5,-1,-0.6,-2.1,-5.2,-6.1,5,-10.4,8.7,1.1,-2,-2.6,3
５人以上,令和元,2019,5月（前年同月比（％））,-1.1,5.6,-2.1,2.7,-0.1,3.8,-2.9,-4.3,-8.8,4.9,-11.7,2.8,-3.2,-4.4,-7.1,2.9
５人以上,令和元,2019,6月（前年同月比（％））,-1.1,3.6,-0.3,ｘ,0.6,-2.1,-2.8,0.3,-4.4,2.8,-12,-1.7,-4,-3,-8.4,2.9
５人以上,令和元,2019,7月（前年同月比（％））,-0.5,4.4,-0.1,ｘ,1.4,-1.8,-3.7,2.4,-6.7,2.4,-4.7,3.1,-5.1,-1.1,-8.4,4.3
５人以上,令和元,2019,8月（前年同月比（％））,0.3,6.5,-1.1,1.1,3.6,-2.9,-2,2.2,-6.5,2.3,-4,-1.2,-3.5,0.2,-8.3,5.5
５人以上,令和元,2019,9月（前年同月比（％））,0.4,4.1,-0.3,2.9,3.3,-3,-2.2,6.1,-4,1.6,-5.6,1,-4.8,-1.8,0.2,5.9
５人以上,令和元,2019,10月（前年同月比（％））,0,3.9,0.5,-0.2,4.1,0.9,-2.1,3.6,-5.1,2.5,-4.7,1,-10.4,-1.1,-5.9,3
５人以上,令和元,2019,11月（前年同月比（％））,-1.5,1.6,-1.7,-3.6,0.3,-1.3,-2.9,0.3,-5.5,1.8,-5.9,-4.5,-9.3,-1.2,-6.5,3.6
５人以上,令和元,2019,12月（前年同月比（％））,-1.1,3,0.8,-6.5,-1.1,-2,-2.7,0.1,-6.7,0.5,-3.2,-0.5,-6.5,0.4,-5.7,1
30人以上,平成26,2014,年平均,100.8,100.6,100.8,100.4,101.4,101.6,99.7,100.3,98.1,100,104.1,109.3,99.4,102.4,97.8,100.9
30人以上,平成27,2015,年平均,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
30人以上,平成28,2016,年平均,99.8,99.7,99.9,107,100.5,101.2,99,99.2,100.7,101.6,102.2,86.8,102,97.3,104.1,98.6
30人以上,平成29,2017,年平均,100,101,100.8,107.8,101.2,101,102.3,98,103.4,98.2,98.9,84.5,101.9,98.3,99.5,95.9
30人以上,平成30,2018,年平均,99.3,94.5,99.7,114.8,101.3,95.8,108.3,100.6,103.6,98.3,103.9,90.8,97.8,100.1,112.5,94.7
30人以上,平成31・令和元,2019,年平均,98.5,103.2,99.5,116,102.5,93.9,102.8,101.8,99.3,102.8,94.7,90.1,93.4,97.9,100.2,96.5
30人以上,平成31,2019,1月,97.3,101.3,97.2,127.2,101.2,98.6,98.8,101,97.8,98.8,95.9,99.5,91.1,99,102.9,94.4
30人以上,平成31,2019,2月,97.8,100.6,97.6,130.7,101.2,98.6,99.2,100.8,97.2,104.9,91.3,92.1,94.8,98.3,101.9,95.2
30人以上,平成31,2019,3月,99.4,105.3,99.5,131.3,103.4,94.1,102.2,103.7,97.9,104.9,95.5,91.2,98.7,96.7,102.6,96.9
30人以上,平成31,2019,4月,100.3,111.4,99.5,114.4,102.7,94.8,104.2,102.3,100.5,104.4,95.7,96.7,100.1,101.3,102.7,96
30人以上,令和元,2019,5月,98.3,106.8,97.7,119.5,102,92.1,102.1,101.4,99,104.9,98.4,92.2,92.9,97.3,101.3,95.2
30人以上,令和元,2019,6月,98.5,101.7,100,ｘ,101.9,92.4,104.1,101.8,99.7,103,96.8,89.7,90.7,97.9,98.9,96.9
30人以上,令和元,2019,7月,98.8,101.7,100.4,ｘ,103.5,92,103.6,102.5,100.9,102.7,94.8,89.7,93.6,97.5,97.9,97.9
30人以上,令和元,2019,8月,98.8,103.9,99.8,109.5,103.5,91.8,103.8,102.4,99.2,101.5,93.9,87.9,94.2,98.4,98.1,97.9
30人以上,令和元,2019,9月,99,101.6,100.2,112.7,103.8,91,104.3,104.2,101.3,100.8,94.6,87.2,95.2,96.9,100.9,97.7
30人以上,令和元,2019,10月,98.8,101.5,100.9,116.2,104.4,95.3,104.4,102.7,100.3,102.9,93.1,89.3,88.1,98,99,96.6
30人以上,令和元,2019,11月,98.1,102.3,100.4,110,102.4,93.6,104.2,100.6,99.7,102.7,93.6,80.3,90.1,96.8,98,97.6
30人以上,令和元,2019,12月,97.7,101.7,100.8,102.2,101,94,103.1,98.3,98.2,102.4,93.7,86.5,91.7,97.6,98.5,96.1
30人以上,平成27,2015,年平均（前年比（％））,-0.8,-0.6,-0.8,-0.2,-1.4,-1.6,0.3,-0.4,2,0.2,-4,-8.6,0.7,-2.2,2.3,-1
30人以上,平成28,2016,年平均（前年比（％））,-0.1,-0.2,0,7,0.5,1.4,-0.8,-0.6,0.8,1.7,2.3,-13.1,2,-2.7,4.2,-1.3
30人以上,平成29,2017,年平均（前年比（％））,0.2,1.3,0.9,0.7,0.7,-0.2,3.3,-1.2,2.7,-3.3,-3.2,-2.6,-0.1,1,-4.4,-2.7
30人以上,平成30,2018,年平均（前年比（％））,-0.7,-6.4,-1.1,6.5,0.1,-5.1,5.9,2.7,0.2,0.1,5.1,7.5,-4,1.8,13.1,-1.3
30人以上,平成31・令和元,2019,年平均（前年比（％））,-0.8,9.2,-0.2,1,1.2,-2,-5.1,1.2,-4.2,4.6,-8.9,-0.8,-4.5,-2.2,-10.9,1.9
30人以上,平成31,2019,1月（前年同月比（％））,0.2,13.8,-0.1,3.8,1,1.6,-6.5,2.3,-1.9,3.3,-4.8,18.7,-3.8,1.9,-18.4,1
30人以上,平成31,2019,2月（前年同月比（％））,0.3,9.8,-2,10.5,1.3,5.1,-5.7,1.1,-8.6,10,-9.7,14.8,-0.7,-1.1,-20.5,2.7
30人以上,平成31,2019,3月（前年同月比（％））,-0.2,17.1,0.3,7.6,0.4,-2.6,-5.8,2.6,-8.8,8.4,-7.6,3.9,0.7,-5.4,-21.6,2.6
30人以上,平成31,2019,4月（前年同月比（％））,-0.6,15.2,-2.6,4.4,-0.4,-3.8,-4.7,-2.4,-5.2,4.6,-6.8,9.6,2.2,-0.4,-1,1.6
30人以上,令和元,2019,5月（前年同月比（％））,-1,8.9,-0.4,4.5,0.9,2.1,-5.8,-1.6,-7.2,5.9,-6.7,-1.9,-3.6,-4.6,-8.3,1.4
30人以上,令和元,2019,6月（前年同月比（％））,-1.4,6.7,1,ｘ,1.3,-5.3,-4.9,0.1,-5.3,3.3,-10.3,-8.7,-5,-1.9,-9.3,1.3
30人以上,令和元,2019,7月（前年同月比（％））,-1.2,7.6,-0.6,ｘ,1.8,-4.1,-5.2,2,-1.7,3.2,-8.8,-7,-5.5,-2.8,-11.2,2.3
30人以上,令和元,2019,8月（前年同月比（％））,-0.1,10.9,-1.4,-0.1,3.8,-3.9,-3.7,2,-3.2,3.9,-9.5,-6.6,-3.4,-2.1,-11.1,4.1
30人以上,令和元,2019,9月（前年同月比（％））,0.1,7.1,0.4,1.9,3.3,-4.5,-4.1,6.5,-0.8,3.6,-9.6,-5,-4.8,-4.6,2,4.8
30人以上,令和元,2019,10月（前年同月比（％））,-0.6,6.8,1.5,-2,4.2,-0.2,-4,3.2,-1.4,4.1,-12.5,-2.6,-11.1,-1.7,-8.1,0.8
30人以上,令和元,2019,11月（前年同月比（％））,-2,3.6,-0.7,-4.7,0,-2.6,-4.3,-0.1,-1.8,3.9,-10.4,-12.4,-10.6,-2.4,-9.8,2.4
30人以上,令和元,2019,12月（前年同月比（％））,-2.1,6.2,2.1,-8.3,-1.8,-3,-5.1,-0.5,-2.6,1.2,-9.4,-6.3,-7.7,-0.4,-7.3,-0.9
,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成31年・令和元年年報,,,,,,,,,,,,,,,,,,,
第17表　実質賃金指数（きまって支給する給与）,,,,,,,,,,,,,,,,,,,
（平成27年平均=100）,,,,,,,,,,,,,,,,,,,
実質賃金指数（きまって支給する給与）＝ 名目賃金指数（きまって支給する給与）÷ 東京都区部消費者物価指数※ ×１００　　※東京都区部消費者物価指数は「帰属家賃を除く総合」である。,,,,,,,,,,,,,,,,,,,
