事業所規模,産業,和暦年,西暦年,年平均・月,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
30人以上,TL 調査産業計,平成26,2014,年平均,5051564,3127988,1923576,94820,51394,43426,89561,50469,39092,5056823,3128913,1927910,17.6,9.1,31.4
30人以上,TL 調査産業計,平成27,2015,年平均,5039024,3097411,1941613,104235,55782,48453,101392,54982,46410,5041867,3098211,1943656,18.7,10.2,32.3
30人以上,TL 調査産業計,平成28,2016,年平均,5083165,3106100,1977064,107253,56371,50882,103105,54982,48123,5087313,3107489,1979823,19.3,10.4,33.4
30人以上,TL 調査産業計,平成29,2017,年平均,5148390,3126096,2022294,110612,58174,52438,102837,55057,47779,5156165,3129213,2026953,19.3,10.4,33.1
30人以上,TL 調査産業計,平成30,2018,年平均,5538582,3312961,2225621,112995,59322,53673,111153,59920,51233,5540424,3312363,2228061,20,11,33.4
30人以上,TL 調査産業計,平成31・令和元,2019,年平均,5652820,3374907,2277913,129406,68685,60721,118853,64053,54800,5663373,3379539,2283834,20,11.4,32.7
30人以上,TL 調査産業計,平成31,2019,1月,5564295,3325201,2239094,89278,48988,40290,99208,51017,48191,5554365,3323172,2231193,20.1,11.6,32.8
30人以上,TL 調査産業計,平成31,2019,2月,5551605,3311543,2240062,88857,43373,45484,93906,46717,47189,5546556,3308199,2238357,20.2,11.5,33.1
30人以上,TL 調査産業計,平成31,2019,3月,5549988,3344172,2205816,105940,62086,43854,130533,76749,53784,5525395,3329509,2195886,19.9,11.2,33
30人以上,TL 調査産業計,平成31,2019,4月,5525397,3321676,2203721,387267,214050,173217,254001,151309,102692,5658663,3384417,2274246,19.4,11,31.8
30人以上,TL 調査産業計,令和元,2019,5月,5658662,3385239,2273423,143187,60820,82367,115576,57685,57891,5686273,3388374,2297899,19.8,11.1,32.5
30人以上,TL 調査産業計,令和元,2019,6月,5705966,3377473,2328493,100380,54419,45961,100640,54482,46158,5705706,3377410,2328296,20.2,11.3,33
30人以上,TL 調査産業計,令和元,2019,7月,5712919,3396301,2316618,115661,64920,50741,125093,69665,55428,5703487,3391556,2311931,19.9,11.4,32.4
30人以上,TL 調査産業計,令和元,2019,8月,5704165,3397991,2306174,109888,65655,44233,96351,49247,47104,5717702,3414399,2303303,19.8,11.3,32.5
30人以上,TL 調査産業計,令和元,2019,9月,5710385,3407377,2303008,101660,55106,46554,95484,49944,45540,5716561,3412539,2304022,19.9,11.5,32.5
30人以上,TL 調査産業計,令和元,2019,10月,5708537,3401244,2307293,137888,71621,66267,128168,72694,55474,5718257,3400171,2318086,20.2,11.6,32.9
30人以上,TL 調査産業計,令和元,2019,11月,5718257,3410665,2307592,94667,45790,48877,96506,46916,49590,5716418,3409539,2306879,20.3,11.7,33
30人以上,TL 調査産業計,令和元,2019,12月,5723667,3420001,2303666,78197,37394,40803,90767,42212,48555,5711097,3415183,2295914,20,11.4,32.8
30人以上,"C 鉱業,採石業,砂利採取業",平成26,2014,年平均,1906,1501,405,36,30,7,29,25,4,1913,1506,408,2.7,2.6,3
30人以上,"C 鉱業,採石業,砂利採取業",平成27,2015,年平均,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,"C 鉱業,採石業,砂利採取業",平成28,2016,年平均,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,"C 鉱業,採石業,砂利採取業",平成29,2017,年平均,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,年平均,1393,1032,360,31,24,7,35,27,8,1389,1029,359,0.1,－,0.3
30人以上,"C 鉱業,採石業,砂利採取業",平成31・令和元,2019,年平均,1381,1073,309,26,21,5,29,25,4,1378,1069,310,0.9,1.1,－
30人以上,"C 鉱業,採石業,砂利採取業",平成31,2019,1月,1435,1113,322,29,22,7,40,31,9,1424,1104,320,1,1.3,－
30人以上,"C 鉱業,採石業,砂利採取業",平成31,2019,2月,1424,1134,290,16,12,4,22,16,6,1418,1130,288,0.9,1.2,－
30人以上,"C 鉱業,採石業,砂利採取業",平成31,2019,3月,1418,1102,316,11,7,4,23,17,6,1406,1092,314,0.8,1,－
30人以上,"C 鉱業,採石業,砂利採取業",平成31,2019,4月,1406,1120,286,101,77,24,60,58,2,1447,1139,308,0.8,1,－
30人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,5月,1447,1139,308,23,16,7,14,13,1,1456,1142,314,0.8,1,－
30人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,6月,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
30人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,7月,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
30人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,8月,1449,1111,338,14,11,3,23,17,6,1440,1105,335,0.8,1,－
30人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,9月,1440,1105,335,22,21,1,29,25,4,1433,1101,332,0.8,1,－
30人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,10月,1433,1101,332,26,22,4,38,32,6,1421,1091,330,0.8,1,－
30人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,11月,1421,1116,305,15,11,4,23,21,2,1413,1106,307,0.8,1.1,－
30人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,12月,1413,1081,332,15,13,2,29,22,7,1399,1072,327,0.9,1.1,－
30人以上,D 建設業,平成26,2014,年平均,211632,181700,29932,2689,2093,596,2438,2016,422,211883,181777,30106,2.2,1.4,6.8
30人以上,D 建設業,平成27,2015,年平均,213193,184305,28888,2374,1966,408,2061,1681,380,213506,184590,28916,0.8,0.5,2.4
30人以上,D 建設業,平成28,2016,年平均,216002,187206,28796,2024,1694,330,2085,1830,255,215941,187070,28871,0.7,0.4,2.2
30人以上,D 建設業,平成29,2017,年平均,215859,185080,30780,2086,1733,354,1733,1483,251,216212,185330,30883,0.5,0.3,1.6
30人以上,D 建設業,平成30,2018,年平均,221120,185202,35918,2412,1866,546,2327,1955,372,221205,185113,36092,3.1,1.9,8.9
30人以上,D 建設業,平成31・令和元,2019,年平均,234149,197576,36573,4565,3750,815,2505,2045,460,236209,199281,36928,2.6,1.8,6.7
30人以上,D 建設業,平成31,2019,1月,223455,186895,36560,1507,1047,460,1145,785,360,223817,187157,36660,3.3,2.2,9.3
30人以上,D 建設業,平成31,2019,2月,223817,186574,37243,3560,1253,2307,1373,868,505,226004,186959,39045,3.6,2.2,10
30人以上,D 建設業,平成31,2019,3月,226004,190444,35560,1231,1077,154,2214,1927,287,225021,189594,35427,2.7,2.1,6
30人以上,D 建設業,平成31,2019,4月,225021,188278,36743,11935,9785,2150,9410,7838,1572,227546,190225,37321,2.3,1.7,5.1
30人以上,D 建設業,令和元,2019,5月,227546,189148,38398,2561,1357,1204,1177,828,349,228930,189677,39253,2.6,1.5,8
30人以上,D 建設業,令和元,2019,6月,228930,191368,37562,3401,3162,239,2961,2669,292,229370,191861,37509,2.5,1.7,6.4
30人以上,D 建設業,令和元,2019,7月,229370,191766,37604,2836,2531,305,3364,2717,647,228842,191580,37262,2.4,1.7,6
30人以上,D 建設業,令和元,2019,8月,228842,189394,39448,21572,19742,1830,1273,1055,218,249141,208081,41060,2.7,1.7,7.4
30人以上,D 建設業,令和元,2019,9月,249141,213265,35876,1102,971,131,1526,1191,335,248717,213045,35672,2.3,1.8,5.5
30人以上,D 建設業,令和元,2019,10月,248717,214710,34007,3140,2461,679,2197,1802,395,249660,215369,34291,2.4,1.8,6
30人以上,D 建設業,令和元,2019,11月,249660,214383,35277,995,774,221,1368,1018,350,249287,214139,35148,2.3,1.8,5.8
30人以上,D 建設業,令和元,2019,12月,249287,214685,34602,936,839,97,2046,1842,204,248177,213682,34495,2.2,1.7,5.3
30人以上,E 製造業,平成26,2014,年平均,540614,406949,133665,6264,4424,1840,6560,4853,1707,540318,406520,133798,5.4,2.1,15.3
30人以上,E 製造業,平成27,2015,年平均,494790,364674,130115,6745,4490,2255,7031,4957,2074,494504,364207,130296,5.9,1.8,17.7
30人以上,E 製造業,平成28,2016,年平均,502308,365101,137207,6526,4526,2001,5995,4246,1749,502839,365381,137459,6.3,1.9,18
30人以上,E 製造業,平成29,2017,年平均,497246,361559,135687,6169,4096,2073,6004,4388,1616,497411,361267,136144,5.3,1.5,15.5
30人以上,E 製造業,平成30,2018,年平均,420178,293307,126871,5525,3755,1770,5521,3662,1859,420182,293400,126782,7.3,2.3,18.9
30人以上,E 製造業,平成31・令和元,2019,年平均,432100,311826,120274,5941,3981,1960,5819,4078,1741,432222,311729,120493,5,1.9,13.2
30人以上,E 製造業,平成31,2019,1月,430121,313247,116874,5238,3516,1722,5654,3954,1700,429705,312809,116896,5.2,2,13.6
30人以上,E 製造業,平成31,2019,2月,426945,306149,120796,3262,2319,943,3440,2178,1262,426767,306290,120477,5.4,1.9,14.4
30人以上,E 製造業,平成31,2019,3月,430199,309232,120967,4989,3575,1414,4383,3262,1121,430805,309545,121260,5.4,1.9,14.1
30人以上,E 製造業,平成31,2019,4月,430807,311041,119766,24092,15901,8191,10225,8358,1867,444674,318584,126090,5,1.8,13.1
30人以上,E 製造業,令和元,2019,5月,444673,320021,124652,5501,3436,2065,6509,4471,2038,443665,318986,124679,5.6,1.9,15.1
30人以上,E 製造業,令和元,2019,6月,443988,316695,127293,4062,2499,1563,6359,4167,2192,441691,315027,126664,5.6,1.9,14.8
30人以上,E 製造業,令和元,2019,7月,440690,316370,124320,3624,2668,956,7773,5102,2671,436541,313936,122605,4.9,1.8,12.8
30人以上,E 製造業,令和元,2019,8月,437219,315463,121756,3170,2075,1095,4912,3111,1801,435477,314427,121050,5.2,2,13.4
30人以上,E 製造業,令和元,2019,9月,435477,314809,120668,4039,2866,1173,6374,4719,1655,433142,312956,120186,4.4,1.8,11.2
30人以上,E 製造業,令和元,2019,10月,417801,303978,113823,6038,4440,1598,6970,4984,1986,416869,303434,113435,4,1.8,10.2
30人以上,E 製造業,令和元,2019,11月,416869,302859,114010,3166,2083,1083,4288,2772,1516,415747,302170,113577,4.7,1.8,12.5
30人以上,E 製造業,令和元,2019,12月,430409,312043,118366,4112,2393,1719,2935,1858,1077,431586,312578,119008,4.8,1.7,12.9
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,年平均,19147,16756,2391,267,240,27,334,308,26,19080,16688,2392,7.5,6.7,13.1
30人以上,F 電気・ガス・熱供給・水道業,平成27,2015,年平均,17000,13650,3350,234,172,61,252,198,54,16982,13624,3357,1.3,1.5,0.9
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,年平均,13729,10991,2738,166,135,31,151,119,32,13744,11007,2737,1.8,2.1,0.9
30人以上,F 電気・ガス・熱供給・水道業,平成29,2017,年平均,15478,12536,2942,231,195,36,110,78,31,15599,12653,2947,2.4,2.8,1.1
30人以上,F 電気・ガス・熱供給・水道業,平成30,2018,年平均,29282,24501,4781,369,268,102,466,348,118,29185,24421,4765,2.1,1.3,6.6
30人以上,F 電気・ガス・熱供給・水道業,平成31・令和元,2019,年平均,25775,21704,4071,461,363,98,780,683,97,25456,21384,4072,2.6,1.8,6.4
30人以上,F 電気・ガス・熱供給・水道業,平成31,2019,1月,28347,24393,3954,448,418,30,151,146,5,28644,24665,3979,2.3,1.5,7.1
30人以上,F 電気・ガス・熱供給・水道業,平成31,2019,2月,28644,24698,3946,540,524,16,303,247,56,28881,24975,3906,2.4,1.7,6.8
30人以上,F 電気・ガス・熱供給・水道業,平成31,2019,3月,28881,24975,3906,399,271,128,1250,967,283,28030,24279,3751,2.3,1.6,7.1
30人以上,F 電気・ガス・熱供給・水道業,平成31,2019,4月,28030,24279,3751,2733,2191,542,6194,5594,600,24569,20876,3693,2.6,1.8,7.3
30人以上,F 電気・ガス・熱供給・水道業,令和元,2019,5月,24569,20876,3693,341,224,117,180,119,61,24730,20981,3749,2.6,1.8,7.2
30人以上,F 電気・ガス・熱供給・水道業,令和元,2019,6月,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
30人以上,F 電気・ガス・熱供給・水道業,令和元,2019,7月,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
30人以上,F 電気・ガス・熱供給・水道業,令和元,2019,8月,24142,19895,4247,142,129,13,158,115,43,24126,19909,4217,2.6,1.9,5.7
30人以上,F 電気・ガス・熱供給・水道業,令和元,2019,9月,24126,19909,4217,124,108,16,53,46,7,24197,19971,4226,2.6,1.9,5.6
30人以上,F 電気・ガス・熱供給・水道業,令和元,2019,10月,24197,19971,4226,450,261,189,84,69,15,24563,20163,4400,2.5,1.8,5.8
30人以上,F 電気・ガス・熱供給・水道業,令和元,2019,11月,24563,20230,4333,35,28,7,57,28,29,24541,20230,4311,2.6,1.8,6.2
30人以上,F 電気・ガス・熱供給・水道業,令和元,2019,12月,24541,20370,4171,81,53,28,103,103,0,24519,20320,4199,2.8,2,6.6
30人以上,G 情報通信業,平成26,2014,年平均,642792,491754,151038,8049,4875,3174,6444,4201,2243,644397,492428,151969,2.3,1.2,5.9
30人以上,G 情報通信業,平成27,2015,年平均,646928,487747,159180,9895,6545,3351,10136,6769,3367,646687,487523,159164,3.7,1.3,10.8
30人以上,G 情報通信業,平成28,2016,年平均,652135,497881,154254,10296,6950,3346,9690,6772,2918,652741,498059,154682,2.6,0.9,8
30人以上,G 情報通信業,平成29,2017,年平均,670196,506109,164087,11327,7807,3520,9420,6856,2563,672103,507060,165044,2.8,1.1,8.3
30人以上,G 情報通信業,平成30,2018,年平均,706266,518228,188037,11171,7225,3946,10875,7663,3212,706562,517790,188771,3.2,1.3,8.5
30人以上,G 情報通信業,平成31・令和元,2019,年平均,721787,538961,182826,11334,7578,3756,8718,6256,2462,724403,540283,184120,2.3,0.9,6.4
30人以上,G 情報通信業,平成31,2019,1月,701970,532134,169836,8044,5534,2510,7105,5042,2063,702909,532626,170283,2.3,0.9,6.6
30人以上,G 情報通信業,平成31,2019,2月,702909,535815,167094,8112,5568,2544,6912,5165,1747,704109,536218,167891,2.2,0.8,6.6
30人以上,G 情報通信業,平成31,2019,3月,704109,536228,167881,10335,6060,4275,10385,7914,2471,704059,534374,169685,2.2,0.9,6.4
30人以上,G 情報通信業,平成31,2019,4月,704059,534999,169060,41681,27324,14357,14850,11436,3414,730890,550887,180003,2,0.8,5.8
30人以上,G 情報通信業,令和元,2019,5月,730890,550982,179908,9021,5621,3400,8222,5186,3036,731689,551417,180272,1.8,0.6,5.4
30人以上,G 情報通信業,令和元,2019,6月,731689,537649,194040,8074,5709,2365,7741,5356,2385,732022,538002,194020,2.4,0.9,6.5
30人以上,G 情報通信業,令和元,2019,7月,732022,538261,193761,9483,6626,2857,11764,8327,3437,729741,536560,193181,2.4,0.9,6.5
30人以上,G 情報通信業,令和元,2019,8月,729741,536993,192748,5370,3623,1747,5894,3988,1906,729217,536628,192589,2.4,0.9,6.5
30人以上,G 情報通信業,令和元,2019,9月,729217,535817,193400,8385,6107,2278,7830,5601,2229,729772,536323,193449,2.4,0.9,6.6
30人以上,G 情報通信業,令和元,2019,10月,729772,540107,189665,14104,10888,3216,11638,8767,2871,732238,542228,190010,2.3,0.9,6.4
30人以上,G 情報通信業,令和元,2019,11月,732238,542997,189241,7069,4661,2408,6479,4465,2014,732828,543193,189635,2.5,0.9,7.1
30人以上,G 情報通信業,令和元,2019,12月,732828,545549,187279,6324,3211,3113,5800,3830,1970,733352,544930,188422,2.4,0.9,6.8
30人以上,"H 運輸業,郵便業",平成26,2014,年平均,364712,294562,70150,6417,4215,2203,6015,4421,1594,365114,294356,70759,17.5,13.8,33.2
30人以上,"H 運輸業,郵便業",平成27,2015,年平均,371995,295008,76986,7311,5038,2273,6880,5099,1782,372426,294947,77477,10.4,8.6,17.3
30人以上,"H 運輸業,郵便業",平成28,2016,年平均,372950,294944,78007,7153,5113,2041,7553,5691,1862,372550,294366,78186,10.2,8.5,16.4
30人以上,"H 運輸業,郵便業",平成29,2017,年平均,372578,293934,78644,6953,5079,1874,6609,4937,1672,372922,294076,78846,10.2,8.9,15.1
30人以上,"H 運輸業,郵便業",平成30,2018,年平均,390564,309123,81441,7412,5176,2236,7272,5411,1861,390704,308888,81816,14.7,12.1,24.2
30人以上,"H 運輸業,郵便業",平成31・令和元,2019,年平均,394398,298416,95983,10147,7252,2895,9632,7110,2522,394913,298558,96356,13.4,12.4,16.6
30人以上,"H 運輸業,郵便業",平成31,2019,1月,387963,285715,102248,5175,2858,2317,5781,2620,3161,387357,285953,101404,12.9,12,15.5
30人以上,"H 運輸業,郵便業",平成31,2019,2月,387357,293058,94299,8252,5934,2318,7163,4684,2479,388446,294308,94138,12.1,11.5,13.9
30人以上,"H 運輸業,郵便業",平成31,2019,3月,388446,299646,88800,11262,8601,2661,11237,9164,2073,388471,299083,89388,13.5,12.9,15.3
30人以上,"H 運輸業,郵便業",平成31,2019,4月,388471,293665,94806,24975,17811,7164,17441,13893,3548,396005,297583,98422,12.8,12,15
