規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,971752,1186577,640429,417986,492329,303328,383492,34494,553766,694248,337101
100～499人,726567,878290,495461,365626,426377,273089,341137,24489,360941,451913,222372
100人以上,849505,1033247,567876,391880,459527,288194,362374,29506,457625,573720,279682
30～99人,511369,633872,352720,295696,363555,207814,272818,22878,215673,270317,144906
５～29人,357226,469343,238523,253064,322216,179849,241614,11450,104162,147127,58674
30人以上,739994,909945,493473,360729,429897,260398,333370,27359,379265,480048,233075
５人以上,624777,789982,407075,328321,400579,233101,305750,22571,296456,389403,173974
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和元年６月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
