規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,8170563,4667399,3503164,173651,96182,77469,160980,78147,82833,8183234,4685434,3497800,25.8,15.4,39.7
５人以上,"鉱業,採石業,砂利採取業",1449,1111,338,14,11,3,23,17,6,1440,1105,335,0.8,1,－
５人以上,建設業,359096,293260,65836,22005,20175,1830,2578,2169,409,378523,311266,67257,3.8,2.2,11.5
５人以上,製造業,587981,413440,174541,5183,3043,2140,5822,3661,2161,587342,412822,174520,8.5,3,21.5
５人以上,電気・ガス・熱供給・水道業,27021,22243,4778,142,129,13,158,115,43,27005,22257,4748,2.5,2,5.1
５人以上,情報通信業,834083,605442,228641,7280,4707,2573,7959,4923,3036,833404,605226,228178,3.7,1.7,9
５人以上,"運輸業,郵便業",473714,362090,111624,10480,8414,2066,9861,7946,1915,474333,362558,111775,15.4,12.8,23.8
５人以上,"卸売業,小売業",1689034,957597,731437,21811,10801,11010,21506,10090,11416,1689339,958308,731031,28.3,15.4,45.3
５人以上,"金融業,保険業",403024,213582,189442,4493,1976,2517,5635,2844,2791,401882,212714,189168,5.1,1.1,9.7
５人以上,"不動産業,物品賃貸業",217941,135363,82578,2236,1252,984,3611,2088,1523,216566,134527,82039,19.1,14.1,27.2
５人以上,"学術研究,専門・技術サービス業",392366,256339,136027,5681,3627,2054,5168,2938,2230,392879,257028,135851,9.2,4.7,17.8
５人以上,"宿泊業,飲食サービス業",702945,316808,386137,36438,18256,18182,39134,18313,20821,700249,316751,383498,78.6,67.8,87.5
５人以上,"生活関連サービス業,娯楽業",244584,100481,144103,7345,2388,4957,4539,2042,2497,247390,100827,146563,44.1,38.6,48
５人以上,"教育,学習支援業",418610,211386,207224,9396,3258,6138,14415,5143,9272,413591,209501,204090,39.1,30.5,47.9
５人以上,"医療,福祉",790864,201735,589129,13342,3860,9482,15741,3748,11993,788465,201847,586618,36.1,27.5,39.1
５人以上,複合サービス事業,38660,24824,13836,249,111,138,157,79,78,38752,24856,13896,21.9,11.1,41.3
５人以上,サービス業（他に分類されないもの）,989191,551698,437493,27556,14174,13382,24673,12031,12642,992074,553841,438233,25.5,16.6,36.8
30人以上,調査産業計,5704165,3397991,2306174,109888,65655,44233,96351,49247,47104,5717702,3414399,2303303,19.8,11.3,32.5
30人以上,"鉱業,採石業,砂利採取業",1449,1111,338,14,11,3,23,17,6,1440,1105,335,0.8,1,－
30人以上,建設業,228842,189394,39448,21572,19742,1830,1273,1055,218,249141,208081,41060,2.7,1.7,7.4
30人以上,製造業,437219,315463,121756,3170,2075,1095,4912,3111,1801,435477,314427,121050,5.2,2,13.4
30人以上,電気・ガス・熱供給・水道業,24142,19895,4247,142,129,13,158,115,43,24126,19909,4217,2.6,1.9,5.7
30人以上,情報通信業,729741,536993,192748,5370,3623,1747,5894,3988,1906,729217,536628,192589,2.4,0.9,6.5
30人以上,"運輸業,郵便業",398417,304983,93434,8918,6852,2066,8711,6919,1792,398624,304916,93708,14.8,13.4,19.4
30人以上,"卸売業,小売業",1050078,613932,436146,10676,5816,4860,9643,4858,4785,1051111,614890,436221,22.2,10.1,39.4
30人以上,"金融業,保険業",330705,173030,157675,3561,1782,1779,4423,2431,1992,329843,172381,157462,4.8,1,8.9
30人以上,"不動産業,物品賃貸業",144870,92851,52019,1366,843,523,2233,1125,1108,144003,92569,51434,14.3,11.8,18.7
30人以上,"学術研究,専門・技術サービス業",280501,189941,90560,2758,1637,1121,4296,2482,1814,278963,189096,89867,6.6,2.3,15.7
30人以上,"宿泊業,飲食サービス業",232687,103891,128796,8853,3550,5303,8181,3664,4517,233359,103777,129582,71.6,58.5,82.2
30人以上,"生活関連サービス業,娯楽業",132811,56031,76780,2634,707,1927,2224,1048,1176,133221,55690,77531,50.8,38.9,59.5
30人以上,"教育,学習支援業",330733,172410,158323,7819,2627,5192,11729,4215,7514,326823,170822,156001,35.1,25.9,45.2
30人以上,"医療,福祉",519325,155358,363967,8234,3237,4997,10189,3152,7037,517370,155443,361927,29.8,24.6,32.1
30人以上,複合サービス事業,24792,18046,6746,183,111,72,157,79,78,24818,18078,6740,21.4,14.1,41.2
30人以上,サービス業（他に分類されないもの）,837853,454662,383191,24618,12913,11705,22305,10988,11317,840166,456587,383579,27.5,18.6,38
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和元年８月分,,,,,,,,,,,,,,,,
第３表  規模、産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
