規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,17.5,18.4,16.4,139,152.1,121.3,127.6,137.6,114.1,11.4,14.5,7.2
５人以上,"鉱業,採石業,砂利採取業",18.5,18.7,17.9,150.2,153.6,139.2,133.2,134.7,128.2,17,18.9,11
５人以上,建設業,20.1,20.3,19.1,170.8,174.3,152.8,151.5,153,143.8,19.3,21.3,9
５人以上,製造業,19,19.4,18.1,157.2,162.9,143.3,145,149.5,134,12.2,13.4,9.3
５人以上,電気・ガス・熱供給・水道業,18.2,18.3,17.5,148.2,151,134.7,135.6,137.6,126.1,12.6,13.4,8.6
５人以上,情報通信業,18.8,19,18.2,159.6,163.3,149.4,143.1,145.7,135.9,16.5,17.6,13.5
５人以上,"運輸業,郵便業",18.9,19.5,17,162.8,172.5,133.2,141,147.1,122.3,21.8,25.4,10.9
５人以上,"卸売業,小売業",17.8,18.7,16.7,139.8,153,122.1,131.1,142.2,116.2,8.7,10.8,5.9
５人以上,"金融業,保険業",18.7,18.9,18.3,151.7,160.1,142.3,134.8,139.7,129.3,16.9,20.4,13
５人以上,"不動産業,物品賃貸業",17.9,18.5,17,144.2,152.3,130.9,131.4,137,122.2,12.8,15.3,8.7
５人以上,"学術研究,専門・技術サービス業",18.1,18.5,17.3,148.9,154.4,138.6,134.1,138.3,126.3,14.8,16.1,12.3
５人以上,"宿泊業,飲食サービス業",13.7,14.8,12.7,94.4,110.5,80.8,87.6,100.6,76.6,6.8,9.9,4.2
５人以上,"生活関連サービス業,娯楽業",16.2,16.8,15.7,121.1,133.9,111.7,113.8,123.9,106.3,7.3,10,5.4
５人以上,"教育,学習支援業",14.5,15,14,106.7,111.6,101.8,100.5,104.6,96.5,6.2,7,5.3
５人以上,"医療,福祉",16.5,16.7,16.4,121,130.4,117.8,115.9,124,113.1,5.1,6.4,4.7
５人以上,複合サービス事業,19.2,19.8,18.1,152.5,163.9,131,139.6,148.5,122.9,12.9,15.4,8.1
５人以上,サービス業（他に分類されないもの）,17.9,18.7,16.9,138.5,149.9,124.4,128,136.6,117.5,10.5,13.3,6.9
30人以上,調査産業計,17.8,18.4,16.8,143,153.6,127.1,130.2,137.9,118.6,12.8,15.7,8.5
30人以上,"鉱業,採石業,砂利採取業",18.5,18.7,17.9,150.2,153.6,139.2,133.2,134.7,128.2,17,18.9,11
30人以上,建設業,19.5,19.6,18.6,168.7,171.2,153.1,145.4,146.1,140.8,23.3,25.1,12.3
30人以上,製造業,18.8,19.1,18,158.8,162.8,148.1,145,148.1,136.6,13.8,14.7,11.5
30人以上,電気・ガス・熱供給・水道業,17.8,17.9,17.4,145.1,147.7,132.6,132.9,134.6,124.6,12.2,13.1,8
30人以上,情報通信業,18.8,19,18.2,160,163.6,149.6,143.1,145.8,135.3,16.9,17.8,14.3
30人以上,"運輸業,郵便業",18.7,19.3,16.8,161.6,170.9,133.2,139.6,145.4,122,22,25.5,11.2
30人以上,"卸売業,小売業",18,18.5,17.2,142,152.9,126.7,132.4,141.4,119.7,9.6,11.5,7
30人以上,"金融業,保険業",18.6,18.9,18.3,151.8,160,142.8,133.7,138.4,128.6,18.1,21.6,14.2
30人以上,"不動産業,物品賃貸業",18.3,18.7,17.6,147,152.6,137.4,133.2,136.9,126.9,13.8,15.7,10.5
30人以上,"学術研究,専門・技術サービス業",18,18.5,17,150.2,155.7,138.6,133.1,137.3,124.3,17.1,18.4,14.3
30人以上,"宿泊業,飲食サービス業",14.2,15,13.6,102.5,117.6,89.9,94.6,106.3,84.8,7.9,11.3,5.1
30人以上,"生活関連サービス業,娯楽業",15.5,16.1,15.1,111.8,126.2,101.7,103.2,114.1,95.6,8.6,12.1,6.1
30人以上,"教育,学習支援業",14.7,15.2,14.1,109.2,114.7,103.4,103.1,107.7,98.2,6.1,7,5.2
30人以上,"医療,福祉",17.1,17,17.1,127.9,132.1,126,122,125.4,120.5,5.9,6.7,5.5
30人以上,複合サービス事業,19.6,19.9,18.8,157.4,167.6,129.2,140.9,149,118.6,16.5,18.6,10.6
30人以上,サービス業（他に分類されないもの）,17.7,18.5,16.7,136.5,147.6,123.7,125.9,134.1,116.4,10.6,13.5,7.3
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和元年１２月分,,,,,,,,,,,,,
第２表  規模、産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
