規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,8175917,4687863,3488054,166605,83186,83419,159135,80461,78674,8183387,4690588,3492799,25.9,15.7,39.6
５人以上,"鉱業,採石業,砂利採取業",1440,1105,335,22,21,1,29,25,4,1433,1101,332,0.8,1,－
５人以上,建設業,378523,317539,60984,2265,2015,250,2570,2035,535,378218,317519,60699,3.3,2.1,9.7
５人以上,製造業,587342,412451,174891,5893,4081,1812,7858,5521,2337,585377,411011,174366,8,2.9,20.3
５人以上,電気・ガス・熱供給・水道業,27005,22257,4748,124,108,16,53,46,7,27076,22319,4757,2.5,1.9,5
５人以上,情報通信業,833404,603773,229631,10056,6993,3063,10805,6741,4064,832655,604025,228630,3.5,1.5,8.9
５人以上,"運輸業,郵便業",474333,360757,113576,10840,7857,2983,9390,6335,3055,475783,362279,113504,14.7,12.3,22.3
５人以上,"卸売業,小売業",1689339,960736,728603,24150,11879,12271,24264,12387,11877,1689225,960228,728997,28.4,15.4,45.5
５人以上,"金融業,保険業",401882,210018,191864,4312,2896,1416,4163,2201,1962,402031,210713,191318,5.3,1.2,9.8
５人以上,"不動産業,物品賃貸業",216566,134019,82547,2919,1304,1615,3729,1826,1903,215756,133497,82259,19,15,25.5
５人以上,"学術研究,専門・技術サービス業",392879,256440,136439,4571,2328,2243,3871,2391,1480,393579,256377,137202,8.8,4.7,16.4
５人以上,"宿泊業,飲食サービス業",692932,320020,372912,33543,16098,17445,33320,16548,16772,693155,319570,373585,79,69.1,87.5
５人以上,"生活関連サービス業,娯楽業",247390,100885,146505,9381,3942,5439,6902,3960,2942,249869,100867,149002,44.4,38.9,48.2
５人以上,"教育,学習支援業",413591,207952,205639,14514,5190,9324,12244,5835,6409,415861,207307,208554,39.1,30.3,47.8
５人以上,"医療,福祉",788465,205792,582673,15709,5043,10666,16507,2996,13511,787667,207839,579828,36.6,28.9,39.4
５人以上,複合サービス事業,38752,24915,13837,119,39,80,406,178,228,38465,24776,13689,17.8,7.5,36.4
５人以上,サービス業（他に分類されないもの）,992074,549204,442870,28187,13392,14795,23024,11436,11588,997237,551160,446077,26.9,17.6,38.4
30人以上,調査産業計,5710385,3407377,2303008,101660,55106,46554,95484,49944,45540,5716561,3412539,2304022,19.9,11.5,32.5
30人以上,"鉱業,採石業,砂利採取業",1440,1105,335,22,21,1,29,25,4,1433,1101,332,0.8,1,－
30人以上,建設業,249141,213265,35876,1102,971,131,1526,1191,335,248717,213045,35672,2.3,1.8,5.5
30人以上,製造業,435477,314809,120668,4039,2866,1173,6374,4719,1655,433142,312956,120186,4.4,1.8,11.2
30人以上,電気・ガス・熱供給・水道業,24126,19909,4217,124,108,16,53,46,7,24197,19971,4226,2.6,1.9,5.6
30人以上,情報通信業,729217,535817,193400,8385,6107,2278,7830,5601,2229,729772,536323,193449,2.4,0.9,6.6
30人以上,"運輸業,郵便業",398624,303300,95324,9558,7146,2412,8433,5945,2488,399749,304501,95248,14.1,13,17.7
30人以上,"卸売業,小売業",1051111,614271,436840,10119,5753,4366,10964,5335,5629,1050266,614689,435577,22.3,10,39.7
30人以上,"金融業,保険業",329843,170324,159519,3755,2594,1161,3410,1778,1632,330188,171140,159048,5,1.2,9.1
30人以上,"不動産業,物品賃貸業",144003,91795,52208,1525,718,807,1697,815,882,143831,91698,52133,13.5,11.2,17.6
30人以上,"学術研究,専門・技術サービス業",278963,188152,90811,2756,1596,1160,2746,1796,950,278973,187952,91021,6.6,2.7,14.6
30人以上,"宿泊業,飲食サービス業",226042,103082,122960,7525,3998,3527,7974,4378,3596,225593,102702,122891,70.7,58.4,81.1
30人以上,"生活関連サービス業,娯楽業",133221,55435,77786,4190,1950,2240,2975,1252,1723,134436,56133,78303,50.9,39.7,59
30人以上,"教育,学習支援業",326823,169364,157459,11459,4982,6477,11026,5158,5868,327256,169188,158068,35.4,25.9,45.6
30人以上,"医療,福祉",517370,157344,360026,10995,4316,6679,10519,2555,7964,517846,159105,358741,30.6,25.9,32.7
30人以上,複合サービス事業,24818,18137,6681,75,39,36,169,84,85,24724,18092,6632,15.4,9,32.8
30人以上,サービス業（他に分類されないもの）,840166,451268,388898,26031,11941,14090,19759,9266,10493,846438,453943,392495,29.1,20,39.6
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和元年９月分,,,,,,,,,,,,,,,,
第３表  規模、産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
