規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,19.5,162.8,148.6,14.2,13,78.2,75.3,2.9
５人以上,"鉱業,採石業,砂利採取業",ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
５人以上,建設業,20.8,176.7,156.4,20.3,14.2,94.2,91.8,2.4
５人以上,製造業,19.6,164.8,151.8,13,17.2,116.8,113.1,3.7
５人以上,電気・ガス・熱供給・水道業,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
５人以上,情報通信業,18.9,160.8,143.8,17,12.4,78.9,76.8,2.1
５人以上,"運輸業,郵便業",19.8,171.9,150.4,21.5,14.9,101.4,93.1,8.3
５人以上,"卸売業,小売業",19.7,162.3,151.8,10.5,14.6,90.9,87,3.9
５人以上,"金融業,保険業",18.5,153.6,135.6,18,15.7,97.5,95.1,2.4
５人以上,"不動産業,物品賃貸業",19.8,167.6,151.3,16.3,14.6,81.8,79.8,2
５人以上,"学術研究,専門・技術サービス業",19.4,160.2,145.1,15.1,13.1,87.9,85,2.9
５人以上,"宿泊業,飲食サービス業",20.7,185.7,166.5,19.2,11.9,69.6,66.7,2.9
５人以上,"生活関連サービス業,娯楽業",20.6,169.4,157.1,12.3,12.4,70.5,69,1.5
５人以上,"教育,学習支援業",20,157.2,147.8,9.4,8.2,45.9,45,0.9
５人以上,"医療,福祉",19.5,158.3,149.4,8.9,11.9,64.3,63.3,1
５人以上,複合サービス事業,18.6,157.6,144.6,13,17.5,107.6,102.9,4.7
５人以上,サービス業（他に分類されないもの）,19.1,156.9,144.6,12.3,15.1,96.4,92.5,3.9
30人以上,調査産業計,19.1,160.6,145.3,15.3,13.4,82.3,79,3.3
30人以上,"鉱業,採石業,砂利採取業",ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
30人以上,建設業,20.3,176.3,151.1,25.2,13.5,85.7,82,3.7
30人以上,製造業,19.1,161.6,147.6,14,17.4,127.8,121,6.8
30人以上,電気・ガス・熱供給・水道業,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
30人以上,情報通信業,18.7,160.7,143,17.7,13.1,85.1,82.9,2.2
30人以上,"運輸業,郵便業",19.6,170.2,147.6,22.6,14.6,100.8,92.6,8.2
30人以上,"卸売業,小売業",19,157.1,146.1,11,15.8,100.1,95.1,5
30人以上,"金融業,保険業",18.4,153.7,134.1,19.6,15.6,97.5,94.8,2.7
30人以上,"不動産業,物品賃貸業",19.2,163.5,146.2,17.3,15.3,78.7,76.2,2.5
30人以上,"学術研究,専門・技術サービス業",19.2,160.3,143,17.3,12.6,88.8,86.1,2.7
30人以上,"宿泊業,飲食サービス業",20.3,181.6,162.7,18.9,12.3,71.1,68.1,3
30人以上,"生活関連サービス業,娯楽業",19.8,165.5,151,14.5,12.4,65.3,63.7,1.6
30人以上,"教育,学習支援業",20.1,158.5,149.3,9.2,7.5,44,43.5,0.5
30人以上,"医療,福祉",19.4,156.8,147.8,9,11.9,68.1,66.8,1.3
30人以上,複合サービス事業,18.9,162.6,148.1,14.5,17.6,99.2,92.5,6.7
30人以上,サービス業（他に分類されないもの）,18.9,156.6,143.2,13.4,15.3,97.7,93.5,4.2
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和元年６月分,,,,,,,,,
第６表  規模、産業、就業形態別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
