規模,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
500人以上,17.2,17.5,16.7,141.1,147.5,131.2,127.5,131.6,121.1,13.6,15.9,10.1
100～499人,17.4,17.9,16.7,141.4,149.3,129.1,128.6,134,120.3,12.8,15.3,8.8
100人以上,17.3,17.7,16.7,141.3,148.4,130.2,128.1,132.8,120.7,13.2,15.6,9.5
30～99人,17.1,18,15.8,135.3,151,114.4,123,134.6,107.6,12.3,16.4,6.8
５～29人,16.7,18,15.3,127.1,144.2,108.8,119.4,133.7,104,7.7,10.5,4.8
30人以上,17.2,17.8,16.4,139.3,149.2,124.6,126.4,133.3,116.1,12.9,15.9,8.5
５人以上,17.1,17.8,16,135.6,147.8,119.2,124.3,133.4,112,11.3,14.4,7.2
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和元年９月分,,,,,,,,,,,,
第９表  規模、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,
調査産業計,,,,,,,,,,,,
