事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
30人以上,TL 調査産業計,平成26,2014,年平均,543914,419117,384426,34691,124797,116190,112525,107152,5373,3665
30人以上,TL 調査産業計,平成27,2015,年平均,537062,415698,383671,32027,121364,116411,113102,108501,4601,3309
30人以上,TL 調査産業計,平成28,2016,年平均,540853,416424,384734,31690,124429,117428,113933,109561,4372,3495
30人以上,TL 調査産業計,平成29,2017,年平均,544820,417697,386980,30717,127123,118719,115426,111351,4075,3293
30人以上,TL 調査産業計,平成30,2018,年平均,553199,420745,390281,30464,132454,125365,122183,116862,5321,3182
30人以上,TL 調査産業計,平成31・令和元,2019,年平均,552200,421993,389263,32730,130207,122787,119557,114443,5114,3230
30人以上,TL 調査産業計,平成31,2019,1月,444719,414871,384379,30492,29848,120263,118720,113132,5588,1543
30人以上,TL 調査産業計,平成31,2019,2月,431281,418868,387137,31731,12413,117151,116392,111153,5239,759
30人以上,TL 調査産業計,平成31,2019,3月,490999,423611,390355,33256,67388,124542,120088,114846,5242,4454
30人以上,TL 調査産業計,平成31,2019,4月,454758,427829,393170,34659,26929,123169,122007,116522,5485,1162
30人以上,TL 調査産業計,令和元,2019,5月,466151,418419,385065,33354,47732,122495,121267,115556,5711,1228
30人以上,TL 調査産業計,令和元,2019,6月,894022,421275,388235,33040,472747,127381,119921,115154,4767,7460
30人以上,TL 調査産業計,令和元,2019,7月,596369,421456,388843,32613,174913,124722,119204,114399,4805,5518
30人以上,TL 調査産業計,令和元,2019,8月,438148,423139,390221,32918,15009,121796,120529,115704,4825,1267
30人以上,TL 調査産業計,令和元,2019,9月,444807,424005,392650,31355,20802,119981,118103,113324,4779,1878
30人以上,TL 調査産業計,令和元,2019,10月,446565,426889,394139,32750,19676,119655,118562,113501,5061,1093
30人以上,TL 調査産業計,令和元,2019,11月,484575,423102,389216,33886,61473,120641,119360,114487,4873,1281
30人以上,TL 調査産業計,令和元,2019,12月,1023315,420300,387634,32666,603015,131623,120633,115598,5035,10990
30人以上,"C 鉱業,採石業,砂利採取業",平成26,2014,年平均,743424,518729,487917,30812,224695,197396,187894,175902,11992,9502
30人以上,"C 鉱業,採石業,砂利採取業",平成27,2015,年平均,－,－,－,－,－,－,－,－,－,－
30人以上,"C 鉱業,採石業,砂利採取業",平成28,2016,年平均,－,－,－,－,－,－,－,－,－,－
30人以上,"C 鉱業,採石業,砂利採取業",平成29,2017,年平均,－,－,－,－,－,－,－,－,－,－
30人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,年平均,728116,546464,518505,27959,181652,117294,117294,117294,－,－
30人以上,"C 鉱業,採石業,砂利採取業",平成31・令和元,2019,年平均,808423,581695,549289,32406,226728,153129,141479,141458,21,11650
30人以上,"C 鉱業,採石業,砂利採取業",平成31,2019,1月,576068,575958,546956,29002,110,129214,129214,129214,－,－
30人以上,"C 鉱業,採石業,砂利採取業",平成31,2019,2月,605240,605133,571935,33198,107,118000,118000,118000,－,－
30人以上,"C 鉱業,採石業,砂利採取業",平成31,2019,3月,611496,577842,543763,34079,33654,142833,142833,142583,250,－
30人以上,"C 鉱業,採石業,砂利採取業",平成31,2019,4月,598697,596548,563023,33525,2149,151636,151636,151636,－,－
30人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,5月,586832,586832,552961,33871,0,157273,157273,157273,－,－
30人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,6月,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
30人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,7月,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
30人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,8月,577018,576809,541784,35025,209,148091,148091,148091,－,－
30人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,9月,613807,579557,551264,28293,34250,126364,126364,126364,－,－
30人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,10月,570884,570560,539429,31131,324,137727,137727,137727,－,－
30人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,11月,1030407,587873,553998,33875,442534,149565,149565,149565,－,－
30人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,12月,1642399,582884,550690,32194,1059515,214666,143333,143333,－,71333
30人以上,D 建設業,平成26,2014,年平均,573491,460001,421695,38306,113490,106814,103207,100368,2839,3607
30人以上,D 建設業,平成27,2015,年平均,533155,420905,378628,42277,112250,186892,175658,168107,7551,11234
30人以上,D 建設業,平成28,2016,年平均,534770,418854,373656,45198,115916,207067,196189,186818,9371,10878
30人以上,D 建設業,平成29,2017,年平均,565194,424728,376777,47951,140466,197125,187201,180476,6725,9924
30人以上,D 建設業,平成30,2018,年平均,567481,410748,358562,52186,156733,95370,89815,87612,2203,5555
30人以上,D 建設業,平成31・令和元,2019,年平均,621649,450377,400959,49418,171272,142800,129764,124405,5359,13036
30人以上,D 建設業,平成31,2019,1月,471600,442026,398709,43317,29574,124769,123011,117386,5625,1758
30人以上,D 建設業,平成31,2019,2月,482643,440457,396263,44194,42186,123412,117470,112069,5401,5942
30人以上,D 建設業,平成31,2019,3月,566688,457517,406045,51472,109171,143715,140929,134026,6903,2786
30人以上,D 建設業,平成31,2019,4月,548409,485744,424847,60897,62665,123655,123644,121555,2089,11
