規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,19.5,163.3,148.5,14.8,12.7,77.3,74.2,3.1
５人以上,"鉱業,採石業,砂利採取業",18.6,153.8,135.4,18.4,18.5,123.8,123.8,－
５人以上,建設業,20.7,179.5,157.3,22.2,14.9,106.4,102.8,3.6
５人以上,製造業,19.5,162.6,150.2,12.4,16.7,111.8,108.6,3.2
５人以上,電気・ガス・熱供給・水道業,18.4,154.2,137.9,16.3,14.7,94.5,93.7,0.8
５人以上,情報通信業,19.2,163.7,146.5,17.2,11.9,75.2,72.3,2.9
５人以上,"運輸業,郵便業",19.6,171.1,148.6,22.5,14.8,104,94.9,9.1
５人以上,"卸売業,小売業",19.6,162.4,151.4,11,14.2,90,86.1,3.9
５人以上,"金融業,保険業",18.7,155.2,136.4,18.8,15.9,98.6,96.2,2.4
５人以上,"不動産業,物品賃貸業",19.7,166.4,149.6,16.8,13.6,80.8,77.3,3.5
５人以上,"学術研究,専門・技術サービス業",19.1,159.3,143,16.3,11.8,79.6,76.9,2.7
５人以上,"宿泊業,飲食サービス業",21,185.8,166.3,19.5,11.7,69.4,66,3.4
５人以上,"生活関連サービス業,娯楽業",20.4,168.7,157.5,11.2,11.4,63.8,62.6,1.2
５人以上,"教育,学習支援業",19.8,157.9,146.3,11.6,8.3,46.9,45.9,1
５人以上,"医療,福祉",19.5,157.5,148.9,8.6,11.7,66.5,65.3,1.2
５人以上,複合サービス事業,18.1,155.3,140.1,15.2,17.4,106,99.8,6.2
５人以上,サービス業（他に分類されないもの）,19.3,159.2,145.4,13.8,14.8,92.6,88.9,3.7
30人以上,調査産業計,19.3,161.8,146,15.8,13.2,81.4,77.9,3.5
30人以上,"鉱業,採石業,砂利採取業",18.6,153.8,135.4,18.4,18.5,123.8,123.8,－
30人以上,建設業,20.3,178.6,152.8,25.8,11.7,86.4,82,4.4
30人以上,製造業,19.2,162,148.4,13.6,17.8,131.3,124.6,6.7
30人以上,電気・ガス・熱供給・水道業,18.3,154.1,137,17.1,15.2,97.9,97.1,0.8
30人以上,情報通信業,19.2,163.6,146,17.6,13.1,85.2,82.9,2.3
30人以上,"運輸業,郵便業",19.5,169.2,146.4,22.8,14.4,104.5,94.8,9.7
30人以上,"卸売業,小売業",19.2,159.5,147.8,11.7,15.3,98,92.6,5.4
30人以上,"金融業,保険業",18.7,155.8,135.4,20.4,15.8,98.3,95.4,2.9
30人以上,"不動産業,物品賃貸業",19.3,163.9,146,17.9,15.2,81.4,78.9,2.5
30人以上,"学術研究,専門・技術サービス業",19,159.2,140.8,18.4,12,85.3,82.3,3
30人以上,"宿泊業,飲食サービス業",20.3,182,162.7,19.3,12,69.3,66.4,2.9
30人以上,"生活関連サービス業,娯楽業",20,167.4,153,14.4,11.5,59.3,57.9,1.4
30人以上,"教育,学習支援業",19.8,157.9,146.5,11.4,8.3,48.7,47.8,0.9
30人以上,"医療,福祉",19.5,155.5,147.5,8,11.9,71.8,70.5,1.3
30人以上,複合サービス事業,18.4,164.8,144.1,20.7,17.8,99.3,91.7,7.6
30人以上,サービス業（他に分類されないもの）,19,158.4,143.9,14.5,14.9,93.8,89.8,4
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和元年１１月分,,,,,,,,,
第６表  規模、産業、就業形態別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
