事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,TL 調査産業計,平成26,2014,年平均,5541000,85028,80451,5546324,1719719,68320,63269,1724024
５人以上,TL 調査産業計,平成27,2015,年平均,5490782,89544,87908,5493751,1776213,73910,71245,1777544
５人以上,TL 調査産業計,平成28,2016,年平均,5542746,94242,87022,5550621,1819125,78587,75157,1821900
５人以上,TL 調査産業計,平成29,2017,年平均,5626001,95641,89650,5632639,1859855,80816,77003,1863021
５人以上,TL 調査産業計,平成30,2018,年平均,5862493,96940,94894,5865943,2103912,83058,82494,2103072
５人以上,TL 調査産業計,平成31・令和元,2019,年平均,5992539,106253,96499,6003691,2112341,97378,94158,2114164
５人以上,TL 調査産業計,平成31,2019,1月,5876680,78462,85024,5870468,2130421,70477,83607,2116941
５人以上,TL 調査産業計,平成31,2019,2月,5865693,72209,77850,5860251,2118956,88695,81263,2126189
５人以上,TL 調査産業計,平成31,2019,3月,5867811,84926,92242,5863316,2122061,92753,123437,2088556
５人以上,TL 調査産業計,平成31,2019,4月,5856804,378829,215520,6023118,2095070,142182,157943,2076304
５人以上,TL 調査産業計,令和元,2019,5月,6033841,106140,95328,6046782,2065580,117715,94765,2086401
５人以上,TL 調査産業計,令和元,2019,6月,6042899,75377,83027,6036745,2109977,105175,77290,2136366
５人以上,TL 調査産業計,令和元,2019,7月,6079857,81586,102142,6060541,2099638,94352,83405,2109345
５人以上,TL 調査産業計,令和元,2019,8月,6053949,85276,70503,6070062,2116614,88375,90477,2113172
５人以上,TL 調査産業計,令和元,2019,9月,6064834,76453,79750,6061725,2111083,90152,79385,2121662
５人以上,TL 調査産業計,令和元,2019,10月,6047145,109087,103113,6054712,2128218,98485,102132,2122978
５人以上,TL 調査産業計,令和元,2019,11月,6049261,68646,79598,6039853,2128429,100645,80898,2146632
５人以上,TL 調査産業計,令和元,2019,12月,6071691,58043,73886,6056706,2122043,79528,75291,2125422
５人以上,"C 鉱業,採石業,砂利採取業",平成26,2014,年平均,1856,36,29,1862,50,0,0,51
５人以上,"C 鉱業,採石業,砂利採取業",平成27,2015,年平均,－,－,－,－,－,－,－,－
５人以上,"C 鉱業,採石業,砂利採取業",平成28,2016,年平均,－,－,－,－,－,－,－,－
５人以上,"C 鉱業,採石業,砂利採取業",平成29,2017,年平均,－,－,－,－,－,－,－,－
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,年平均,1391,31,35,1388,1,0,0,1
５人以上,"C 鉱業,採石業,砂利採取業",平成31・令和元,2019,年平均,1370,26,29,1366,12,0,0,12
５人以上,"C 鉱業,採石業,砂利採取業",平成31,2019,1月,1421,29,40,1410,14,0,0,14
５人以上,"C 鉱業,採石業,砂利採取業",平成31,2019,2月,1410,16,21,1405,14,0,1,13
５人以上,"C 鉱業,採石業,砂利採取業",平成31,2019,3月,1405,11,22,1395,13,0,1,11
５人以上,"C 鉱業,採石業,砂利採取業",平成31,2019,4月,1395,101,60,1436,11,0,0,11
５人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,5月,1436,23,14,1445,11,0,0,11
５人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,6月,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
５人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,7月,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
５人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,8月,1438,14,23,1429,11,0,0,11
５人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,9月,1429,22,29,1422,11,0,0,11
５人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,10月,1422,26,38,1410,11,0,0,11
５人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,11月,1410,15,23,1401,11,0,0,12
