規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,17.7,18.6,16.5,140.8,154.1,122.8,129.1,139.3,115.3,11.7,14.8,7.5
５人以上,"鉱業,採石業,砂利採取業",18.6,18.9,17.7,153.6,157.3,139.8,135.3,137.2,128.2,18.3,20.1,11.6
５人以上,建設業,20.5,20.8,19,176.9,181.3,154.1,155.4,157.4,144.7,21.5,23.9,9.4
５人以上,製造業,19.2,19.6,18.2,158.5,164.4,144,146.8,151.6,135,11.7,12.8,9
５人以上,電気・ガス・熱供給・水道業,18.3,18.4,17.9,152.8,155.4,140.6,136.8,138.5,128.9,16,16.9,11.7
５人以上,情報通信業,18.9,19.1,18.3,160.1,163.8,149.8,143.5,146.2,136.1,16.6,17.6,13.7
５人以上,"運輸業,郵便業",19,19.6,16.9,162,171.5,131.1,141.3,147.5,121.2,20.7,24,9.9
５人以上,"卸売業,小売業",18.1,19,16.9,142,155.7,123.7,133,144.6,117.6,9,11.1,6.1
５人以上,"金融業,保険業",18.6,18.9,18.2,152,160.3,142.9,134.1,138.8,129,17.9,21.5,13.9
５人以上,"不動産業,物品賃貸業",18.6,19.1,17.6,150.2,158.4,136.5,135.9,141.4,126.8,14.3,17,9.7
５人以上,"学術研究,専門・技術サービス業",18.5,18.9,17.7,152.6,158.2,142,137.5,141.8,129.3,15.1,16.4,12.7
５人以上,"宿泊業,飲食サービス業",13.6,14.8,12.6,93.3,109.9,78.6,86.6,99.9,74.8,6.7,10,3.8
５人以上,"生活関連サービス業,娯楽業",16,16.8,15.4,117.9,132.2,107.5,111.5,123.7,102.7,6.4,8.5,4.8
５人以上,"教育,学習支援業",15,15.5,14.5,110.8,115.4,106.3,103.7,107,100.5,7.1,8.4,5.8
５人以上,"医療,福祉",16.7,17,16.5,124.1,132.7,121.1,118.2,126.1,115.5,5.9,6.6,5.6
５人以上,複合サービス事業,17.9,18.4,17,145.1,156.1,124.3,131.8,139.2,117.7,13.3,16.9,6.6
５人以上,サービス業（他に分類されないもの）,18.1,18.9,17.2,142.1,153.7,128.2,130.9,139.6,120.5,11.2,14.1,7.7
30人以上,調査産業計,18,18.7,17,145.6,156.8,129.1,132.3,140.4,120.3,13.3,16.4,8.8
30人以上,"鉱業,採石業,砂利採取業",18.6,18.9,17.7,153.6,157.3,139.8,135.3,137.2,128.2,18.3,20.1,11.6
30人以上,建設業,20.1,20.3,18.7,176.3,179.5,156.9,151.1,152.2,144.3,25.2,27.3,12.6
30人以上,製造業,19.1,19.5,18.3,160.6,164.6,150,147.3,150.4,139.1,13.3,14.2,10.9
30人以上,電気・ガス・熱供給・水道業,18.2,18.4,17.6,152.6,155.9,137.6,136,138.1,126.3,16.6,17.8,11.3
30人以上,情報通信業,19,19.2,18.4,161.6,165.1,151.7,144.4,146.9,137.2,17.2,18.2,14.5
30人以上,"運輸業,郵便業",18.8,19.5,16.9,160.6,170.2,131,139.6,145.6,121,21,24.6,10
30人以上,"卸売業,小売業",18.3,19,17.4,146.1,157.6,129.1,135.8,145.4,121.7,10.3,12.2,7.4
30人以上,"金融業,保険業",18.5,18.9,18.2,152.8,161,144,133.3,137.8,128.5,19.5,23.2,15.5
30人以上,"不動産業,物品賃貸業",18.7,19.1,18,151.6,158.3,139.8,136,140.3,128.3,15.6,18,11.5
30人以上,"学術研究,専門・技術サービス業",18.5,19,17.4,154.3,160.5,141.1,136.9,141.6,127,17.4,18.9,14.1
30人以上,"宿泊業,飲食サービス業",14.4,15,13.9,101.9,117,90.1,94.3,105.6,85.4,7.6,11.4,4.7
30人以上,"生活関連サービス業,娯楽業",15.3,16,14.8,107.2,123.2,96.2,100,113.2,91,7.2,10,5.2
30人以上,"教育,学習支援業",15.2,15.7,14.7,114.1,119.4,108.9,106.9,110.8,103,7.2,8.6,5.9
30人以上,"医療,福祉",17.2,17.3,17.2,130.1,133.4,128.5,124.1,126.8,122.9,6,6.6,5.6
30人以上,複合サービス事業,18.3,18.5,17.5,151.3,161.2,124.4,133.3,139.9,115.2,18,21.3,9.2
30人以上,サービス業（他に分類されないもの）,17.9,18.7,17,140.6,152.3,127.5,129,137.7,119.2,11.6,14.6,8.3
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和元年１１月分,,,,,,,,,,,,,
第２表  規模、産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
