規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,17.9,18.7,16.7,142.5,155.4,125.1,130.5,140.4,117.1,12,15,8
５人以上,"鉱業,採石業,砂利採取業",18.8,18.9,18.6,157.1,159.2,149.1,138.5,139.4,135.3,18.6,19.8,13.8
５人以上,建設業,21.1,21.5,18.9,180.8,186.4,155.2,156.5,159.5,142.7,24.3,26.9,12.5
５人以上,製造業,19.3,19.7,18.2,160.8,166.7,146.1,147,151.8,134.9,13.8,14.9,11.2
５人以上,電気・ガス・熱供給・水道業,17.6,17.6,17.6,149.7,151.1,140.7,133,133.9,127.1,16.7,17.2,13.6
５人以上,情報通信業,19.2,19.4,18.6,163.4,166.8,153.3,147.1,149.8,139,16.3,17,14.3
５人以上,"運輸業,郵便業",19.1,19.7,17.1,164.4,173.9,133.1,142.7,149,122.1,21.7,24.9,11
５人以上,"卸売業,小売業",18.1,18.8,17.1,140.9,153.5,124.7,131.8,142.3,118.2,9.1,11.2,6.5
５人以上,"金融業,保険業",18.6,19.1,18,151.9,158.7,144.2,134.9,139.5,129.7,17,19.2,14.5
５人以上,"不動産業,物品賃貸業",19,19.5,18.1,154.8,162.6,141.8,140.2,146,130.5,14.6,16.6,11.3
５人以上,"学術研究,専門・技術サービス業",18.9,19.3,18.2,155.7,160.4,146.8,141.1,144.7,134.2,14.6,15.7,12.6
５人以上,"宿泊業,飲食サービス業",13.5,14.4,12.9,93.7,108,82.5,87.1,98.3,78.4,6.6,9.7,4.1
５人以上,"生活関連サービス業,娯楽業",17.4,18.2,16.8,130.1,143.4,119.6,121.6,132.2,113.3,8.5,11.2,6.3
５人以上,"教育,学習支援業",15.6,16.2,15,118.6,125.3,112.5,110.3,115.5,105.5,8.3,9.8,7
５人以上,"医療,福祉",16.7,17.1,16.6,123.8,133.5,120.3,118.4,127,115.3,5.4,6.5,5
５人以上,複合サービス事業,19.1,19.4,18.6,154.7,165,139.2,141.1,148.2,130.4,13.6,16.8,8.8
５人以上,サービス業（他に分類されないもの）,17.8,18.3,17.2,141.5,149.8,130.8,130.8,137.2,122.6,10.7,12.6,8.2
30人以上,調査産業計,18.2,18.9,17.2,148.2,158.9,132.3,134.2,142.1,122.6,14,16.8,9.7
30人以上,"鉱業,採石業,砂利採取業",18.8,18.9,18.6,157.1,159.2,149.1,138.5,139.4,135.3,18.6,19.8,13.8
30人以上,建設業,21,21.3,19.1,185.3,189.6,163,154.1,155.7,145.6,31.2,33.9,17.4
30人以上,製造業,19.1,19.5,18.1,161.6,165.9,150.5,145.9,149.5,136.7,15.7,16.4,13.8
30人以上,電気・ガス・熱供給・水道業,17.4,17.3,17.8,148.6,149.7,141.9,131,131.6,127.7,17.6,18.1,14.2
30人以上,情報通信業,19.2,19.4,18.7,165.2,168.3,155.6,147.9,150.5,140,17.3,17.8,15.6
30人以上,"運輸業,郵便業",18.6,19.3,16.8,161.7,171.2,132.5,138.9,144.7,121,22.8,26.5,11.5
30人以上,"卸売業,小売業",18.4,19,17.4,145.5,157.2,128.7,135.1,144.8,121.1,10.4,12.4,7.6
30人以上,"金融業,保険業",18.4,19,17.8,151.6,157.9,144.3,133.5,138.1,128.1,18.1,19.8,16.2
30人以上,"不動産業,物品賃貸業",18.9,19.3,18.2,154.4,160.7,143.2,138.4,143,130.3,16,17.7,12.9
30人以上,"学術研究,専門・技術サービス業",18.8,19.1,18.1,157,160.9,148.4,140.1,143,133.7,16.9,17.9,14.7
30人以上,"宿泊業,飲食サービス業",14.6,15.2,14,103.6,117.1,92.6,96.2,106.9,87.4,7.4,10.2,5.2
30人以上,"生活関連サービス業,娯楽業",16.7,17.5,16.2,123.3,140.5,111.5,113.6,126.4,104.9,9.7,14.1,6.6
30人以上,"教育,学習支援業",16,16.7,15.3,125.3,133,117.6,116.3,122.3,110.3,9,10.7,7.3
30人以上,"医療,福祉",17.4,17.3,17.4,132,135.2,130.6,125.8,128.6,124.5,6.2,6.6,6.1
30人以上,複合サービス事業,19.4,19.6,18.9,158.3,167.3,134.7,142.4,149.4,123.9,15.9,17.9,10.8
30人以上,サービス業（他に分類されないもの）,17.8,18.4,17.1,141.6,151.2,130.6,130.2,137.4,121.9,11.4,13.8,8.7
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３１年４月分,,,,,,,,,,,,,
第２表  規模、産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
