規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,505016,463445,421463,41982,41571,157118,155977,144118,11859,1141
100～499人,477992,406334,377238,29096,71658,130164,129093,124294,4799,1071
100人以上,491706,435318,399682,35636,56388,141884,140782,132913,7869,1102
30～99人,400840,375229,347707,27522,25611,102742,101386,97874,3512,1356
５～29人,368954,355106,337400,17706,13848,91051,90636,87713,2923,415
30人以上,466151,418419,385065,33354,47732,122495,121267,115556,5711,1228
５人以上,442333,402904,373385,29519,39429,107900,107049,102632,4417,851
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和元年５月分,,,,,,,,,,
第10表  規模、就業形態別常用労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
