規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,469399,460328,422103,38225,9071,143176,141816,133245,8571,1360
100～499人,426199,410257,380782,29475,15942,129318,128854,123481,5373,464
100人以上,448199,435756,401825,33931,12443,135268,134419,127673,6746,849
30～99人,388473,376135,349971,26164,12338,98561,97893,94200,3693,668
５～29人,366795,360325,342215,18110,6470,92921,92349,89623,2726,572
30人以上,431281,418868,387137,31731,12413,117151,116392,111153,5239,759
５人以上,415480,404523,376129,28394,10957,105737,105066,101011,4055,671
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３１年２月分,,,,,,,,,,
第10表  規模、就業形態別常用労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
