規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,694503,462299,424134,38165,232204,150652,147453,140226,7227,3199
100～499人,555490,414090,386162,27928,141400,143951,134231,128541,5690,9720
100人以上,626581,438744,405581,33163,187837,146959,140166,133786,6380,6793
30～99人,520232,377888,346661,31227,142344,101188,97020,93883,3137,4168
５～29人,534569,361961,343108,18853,172608,98840,95688,92746,2942,3152
30人以上,596369,421456,388843,32613,174913,124722,119204,114399,4805,5518
５人以上,581149,406804,377580,29224,174345,112773,108347,104403,3944,4426
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和元年７月分,,,,,,,,,,
第10表  規模、就業形態別常用労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
