規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,430656,507585,311450,419112,493815,303354,384223,34889,11544,13770,8096
100～499人,376712,437955,281168,367344,425813,276127,342928,24416,9368,12142,5041
100人以上,403762,472824,296383,393303,459867,289807,363635,29668,10459,12957,6576
30～99人,315787,390441,216339,299747,367113,210007,277287,22460,16040,23328,6332
５～29人,264437,337897,186403,254289,323987,180251,242371,11918,10148,13910,6152
30人以上,375163,447176,268735,362890,430990,262244,335566,27324,12273,16186,6491
５人以上,341771,417493,240611,330139,401925,234236,307461,22678,11632,15568,6375
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和元年８月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
