規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,530718,465411,424091,41320,65307,143336,140757,133385,7372,2579
100～499人,483958,415104,385468,29636,68854,137573,136546,131194,5352,1027
100人以上,507878,440839,405226,35613,67039,140234,138491,132206,6285,1743
30～99人,426465,378872,349292,29580,47593,100430,99626,96209,3417,804
５～29人,391049,360889,341164,19725,30160,95490,94795,91707,3088,695
30人以上,484575,423102,389216,33886,61473,120641,119360,114487,4873,1281
５人以上,461654,407855,377440,30415,53799,109072,108060,104008,4052,1012
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和元年１１月分,,,,,,,,,,
第10表  規模、就業形態別常用労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
