規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,8007101,4586848,3420253,148939,77622,71317,168631,81709,86922,7987409,4582761,3404648,26.5,15.8,40.9
５人以上,"鉱業,採石業,砂利採取業",1435,1113,322,29,22,7,40,31,9,1424,1104,320,1,1.3,－
５人以上,建設業,350583,286980,63603,2780,1898,882,2383,1886,497,350980,286992,63988,4.4,2.7,12
５人以上,製造業,580358,418210,162148,6031,4104,1927,8120,5266,2854,578269,417048,161221,7.9,2.8,21.3
５人以上,電気・ガス・熱供給・水道業,31166,26772,4394,448,418,30,151,146,5,31463,27044,4419,2.3,1.5,7.2
５人以上,情報通信業,803250,599909,203341,10560,6712,3848,8809,6210,2599,805001,600411,204590,4.3,2.5,9.7
５人以上,"運輸業,郵便業",458848,341292,117556,5457,3140,2317,6485,3324,3161,457820,341108,116712,13.7,11.3,20.9
５人以上,"卸売業,小売業",1661558,922666,738892,21252,11434,9818,26001,11916,14085,1656809,922184,734625,28.6,15.3,45.4
５人以上,"金融業,保険業",395810,209843,185967,8863,5509,3354,7731,4591,3140,396942,210761,186181,3.8,0.9,7.1
５人以上,"不動産業,物品賃貸業",211563,134102,77461,2252,1489,763,2705,1669,1036,211110,133922,77188,16.5,11.2,25.7
５人以上,"学術研究,専門・技術サービス業",389788,257843,131945,4830,2663,2167,8713,5132,3581,385905,255374,130531,6.7,3.2,13.6
５人以上,"宿泊業,飲食サービス業",697863,310512,387351,32976,16912,16064,36002,16154,19848,694837,311270,383567,80.3,70.5,88.2
５人以上,"生活関連サービス業,娯楽業",238206,103397,134809,5075,1795,3280,7435,2751,4684,235846,102441,133405,39.9,32.8,45.4
５人以上,"教育,学習支援業",424735,203503,221232,7620,3348,4272,10662,4891,5771,421693,201960,219733,41.1,35,46.7
５人以上,"医療,福祉",761998,199225,562773,14411,4278,10133,17399,4881,12518,759010,198622,560388,40.4,30.5,44
５人以上,複合サービス事業,37956,22729,15227,589,140,449,741,295,446,37804,22574,15230,22.1,8.9,41.7
５人以上,サービス業（他に分類されないもの）,961984,548752,413232,25766,13760,12006,25254,12566,12688,962496,549946,412550,27.7,17.9,40.8
30人以上,調査産業計,5564295,3325201,2239094,89278,48988,40290,99208,51017,48191,5554365,3323172,2231193,20.1,11.6,32.8
30人以上,"鉱業,採石業,砂利採取業",1435,1113,322,29,22,7,40,31,9,1424,1104,320,1,1.3,－
30人以上,建設業,223455,186895,36560,1507,1047,460,1145,785,360,223817,187157,36660,3.3,2.2,9.3
30人以上,製造業,430121,313247,116874,5238,3516,1722,5654,3954,1700,429705,312809,116896,5.2,2,13.6
30人以上,電気・ガス・熱供給・水道業,28347,24393,3954,448,418,30,151,146,5,28644,24665,3979,2.3,1.5,7.1
30人以上,情報通信業,701970,532134,169836,8044,5534,2510,7105,5042,2063,702909,532626,170283,2.3,0.9,6.6
30人以上,"運輸業,郵便業",387963,285715,102248,5175,2858,2317,5781,2620,3161,387357,285953,101404,12.9,12,15.5
30人以上,"卸売業,小売業",1026497,587436,439061,11070,6357,4713,12232,6328,5904,1025335,587465,437870,22.5,10.3,38.9
30人以上,"金融業,保険業",325020,174962,150058,6610,4331,2279,5018,2933,2085,326612,176360,150252,3.2,0.8,6
30人以上,"不動産業,物品賃貸業",140208,91533,48675,1153,728,425,1387,858,529,139974,91403,48571,13.1,10.8,17.5
30人以上,"学術研究,専門・技術サービス業",281526,193398,88128,2851,1728,1123,7166,4177,2989,277211,190949,86262,5.7,2.8,12.2
30人以上,"宿泊業,飲食サービス業",226773,105468,121305,5556,3072,2484,9177,4429,4748,223152,104111,119041,71.3,60.6,80.7
30人以上,"生活関連サービス業,娯楽業",128140,53385,74755,2240,811,1429,2862,845,2017,127518,53351,74167,39.4,29,46.9
30人以上,"教育,学習支援業",330922,165017,165905,5913,2967,2946,7027,3677,3350,329808,164307,165501,37,30.4,43.5
30人以上,"医療,福祉",495599,151706,343893,9418,3291,6127,10813,3984,6829,494204,151013,343191,33.9,27.4,36.8
30人以上,複合サービス事業,24731,17723,7008,333,88,245,446,127,319,24618,17684,6934,19.2,9.5,43.9
30人以上,サービス業（他に分類されないもの）,811588,441076,370512,23693,12220,11473,23204,11081,12123,812077,442215,369862,29.7,19.4,42
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３１年１月分,,,,,,,,,,,,,,,,
第３表  規模、産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
