規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,426578,510838,298881,418519,500348,294507,384186,34333,8059,10490,4374
100～499人,374998,437101,276981,361725,421540,267320,336407,25318,13273,15561,9661
100人以上,400639,473464,288004,389958,460403,281003,360158,29800,10681,13061,7001
30～99人,299614,367980,207497,290853,355280,204044,271576,19277,8761,12700,3453
５～29人,254405,325666,177970,250356,320123,175522,238559,11797,4049,5543,2448
30人以上,367725,440392,260313,357670,427444,254533,331299,26371,10055,12948,5780
５人以上,333150,408743,231966,324927,397838,227333,303003,21924,8223,10905,4633
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３１年２月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
