規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,446145,528605,321420,422731,499961,305916,389311,33420,23414,28644,15504
100～499人,385730,448114,287201,373332,433745,277915,347966,25366,12398,14369,9286
100人以上,416122,488262,304639,398182,466773,292184,368765,29417,17940,21489,12455
30～99人,307438,376640,215380,295660,361936,207494,273153,22507,11778,14704,7886
５～29人,263215,336589,185010,256146,326216,181462,243274,12872,7069,10373,3548
30人以上,380419,453093,273553,364503,433742,262690,337356,27147,15916,19351,10863
５人以上,345112,421400,243433,331861,404491,235058,309014,22847,13251,16909,8375
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和元年１０月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
