規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,488369,460793,424651,36142,27576,148272,146293,138837,7456,1979
100～499人,435064,418398,390747,27651,16666,130550,129515,124375,5140,1035
100人以上,462344,440095,408098,31997,22249,138213,136770,130629,6141,1443
30～99人,401121,383923,354167,29756,17198,101283,98960,95578,3382,2323
５～29人,368916,357148,339034,18114,11768,94688,94426,91362,3064,262
30人以上,444807,424005,392650,31355,20802,119981,118103,113324,4779,1878
５人以上,426193,407606,379499,28107,18587,108280,107150,103164,3986,1130
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和元年９月分,,,,,,,,,,
第10表  規模、就業形態別常用労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
