規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,8179495,4688462,3491033,175938,94661,81277,185547,97203,88344,8169886,4685920,3483966,25.8,15.7,39.4
５人以上,"鉱業,採石業,砂利採取業",ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
５人以上,建設業,360196,296446,63750,4096,3600,496,5196,4549,647,359096,295497,63599,3.8,2.2,11.1
５人以上,製造業,591908,415131,176777,4216,3076,1140,8821,5410,3411,587303,412797,174506,8.2,2.9,20.7
５人以上,電気・ガス・熱供給・水道業,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
５人以上,情報通信業,836765,606611,230154,11260,7313,3947,13942,10087,3855,834083,603837,230246,3.7,1.7,8.9
５人以上,"運輸業,郵便業",473384,365438,107946,12271,10120,2151,11941,8986,2955,473714,366572,107142,14.9,13.2,20.7
５人以上,"卸売業,小売業",1687620,965666,721954,30916,15900,15016,29502,16469,13033,1689034,965097,723937,27.1,14.8,43.5
５人以上,"金融業,保険業",406088,213698,192390,7225,3964,3261,10289,5330,4959,403024,212332,190692,5.1,1.1,9.5
５人以上,"不動産業,物品賃貸業",219965,138161,81804,2435,1501,934,4459,3086,1373,217941,136576,81365,19.4,14.9,27
５人以上,"学術研究,専門・技術サービス業",391866,255080,136786,4854,2986,1868,4354,2796,1558,392366,255270,137096,8.8,4.1,17.4
５人以上,"宿泊業,飲食サービス業",700710,320275,380435,34118,15721,18397,31883,14830,17053,702945,321166,381779,79.4,68.8,88.3
５人以上,"生活関連サービス業,娯楽業",243372,100837,142535,7632,4886,2746,6420,2025,4395,244584,103698,140886,43,37.1,47.3
５人以上,"教育,学習支援業",422342,206800,215542,10015,4576,5439,13747,5111,8636,418610,206265,212345,40.3,32,48.3
５人以上,"医療,福祉",792778,206557,586221,15658,6114,9544,17571,6498,11073,790865,206173,584692,36.6,29,39.3
５人以上,複合サービス事業,38639,24968,13671,224,56,168,203,85,118,38660,24939,13721,21.7,10.5,42
５人以上,サービス業（他に分類されないもの）,984992,548987,436005,30768,14683,16085,26569,11323,15246,989191,552347,436844,26.5,17.2,38.3
30人以上,調査産業計,5712919,3396301,2316618,115661,64920,50741,125093,69665,55428,5703487,3391556,2311931,19.9,11.4,32.4
30人以上,"鉱業,採石業,砂利採取業",ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
30人以上,建設業,229370,191766,37604,2836,2531,305,3364,2717,647,228842,191580,37262,2.4,1.7,6
30人以上,製造業,440690,316370,124320,3624,2668,956,7773,5102,2671,436541,313936,122605,4.9,1.8,12.8
30人以上,電気・ガス・熱供給・水道業,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
30人以上,情報通信業,732022,538261,193761,9483,6626,2857,11764,8327,3437,729741,536560,193181,2.4,0.9,6.5
30人以上,"運輸業,郵便業",397624,303333,94291,11583,9432,2151,10790,8436,2354,398417,304329,94088,15.3,13.9,19.7
30人以上,"卸売業,小売業",1053097,613389,439708,14313,8335,5978,17332,10640,6692,1050078,611084,438994,20.6,8.6,37.4
30人以上,"金融業,保険業",334187,173917,160270,5901,3395,2506,9383,4816,4567,330705,172496,158209,4.9,1,9.1
30人以上,"不動産業,物品賃貸業",145468,93523,51945,1744,1038,706,2342,1564,778,144870,92997,51873,14,11.2,19.1
30人以上,"学術研究,専門・技術サービス業",280268,189443,90825,3799,2307,1492,3566,2599,967,280501,189151,91350,6.4,2.4,14.9
30人以上,"宿泊業,飲食サービス業",231170,104474,126696,10588,3978,6610,9071,4467,4604,232687,103985,128702,71.4,58.1,82.2
30人以上,"生活関連サービス業,娯楽業",131507,54612,76895,4902,2156,2746,3598,1021,2577,132811,55747,77064,49.4,37.3,58.3
30人以上,"教育,学習支援業",334006,168811,165195,7617,3606,4011,10890,4549,6341,330733,167868,162865,37.6,28.8,46.8
30人以上,"医療,福祉",520345,159549,360796,9906,4908,4998,10926,4814,6112,519325,159643,359682,30.2,25.6,32.3
30人以上,複合サービス事業,24801,18076,6725,101,56,45,110,85,25,24792,18047,6745,21.6,13.2,44.1
30人以上,サービス業（他に分類されないもの）,832373,449318,383055,29014,13719,15295,23534,9910,13624,837853,453127,384726,28.5,19.3,39.4
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和元年７月分,,,,,,,,,,,,,,,,
第３表  規模、産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
