規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,460501,538258,339200,424103,499008,307253,385975,38128,36398,39250,31947
100～499人,420858,492824,308560,360795,417855,271756,335690,25105,60063,74969,36804
100人以上,440556,515398,323786,392252,458176,289395,360676,31576,48304,57222,34391
30～99人,311252,378171,222108,292930,355836,209132,272624,20306,18322,22335,12976
５～29人,259374,330675,182996,250823,318318,178522,238946,11877,8551,12357,4474
30人以上,398761,472963,288811,360148,426529,261787,332215,27933,38613,46434,27024
５人以上,356791,434294,252785,327230,397121,233438,304131,23099,29561,37173,19347
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和元年５月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
