規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,621082,762579,401839,419794,494409,304182,385806,33988,201288,268170,97657
100～499人,486729,572541,353732,367330,426724,275278,343118,24212,119399,145817,78454
100人以上,554168,667926,377882,393665,460697,289788,364546,29119,160503,207229,88094
30～99人,395576,501870,256386,294336,359743,208687,271465,22871,101240,142127,47699
５～29人,362922,472197,242466,257068,324212,183054,244483,12585,105854,147985,59412
30人以上,502764,616598,335824,361470,429492,261713,334376,27094,141294,187106,74111
５人以上,460570,576756,304418,329969,400444,235252,307253,22716,130601,176312,69166
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和元年７月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
