規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,6053949,85276,70503,6070062,2116614,88375,90477,2113172
５人以上,"鉱業,採石業,砂利採取業",1438,14,23,1429,11,0,0,11
５人以上,建設業,345203,21309,2548,363964,13893,696,30,14559
５人以上,製造業,538578,3905,5124,537442,49403,1278,698,49900
５人以上,電気・ガス・熱供給・水道業,26340,142,154,26328,681,0,4,677
５人以上,情報通信業,803602,6355,7366,802809,30481,925,593,30595
５人以上,"運輸業,郵便業",401389,5535,5472,401350,72325,4945,4389,72983
５人以上,"卸売業,小売業",1210963,10034,10251,1210737,478071,11777,11255,478602
５人以上,"金融業,保険業",382619,4014,5333,381295,20405,479,302,20587
５人以上,"不動産業,物品賃貸業",175638,1232,2040,175271,42303,1004,1571,41295
５人以上,"学術研究,専門・技術サービス業",356951,3563,3966,356658,35415,2118,1202,36221
５人以上,"宿泊業,飲食サービス業",149686,4419,4640,149930,553259,32019,34494,550319
５人以上,"生活関連サービス業,娯楽業",139377,1302,2527,138237,105207,6043,2012,109153
５人以上,"教育,学習支援業",252413,1107,1915,251936,166197,8289,12500,161655
５人以上,"医療,福祉",503113,6865,6247,503489,287751,6477,9494,284976
５人以上,複合サービス事業,30180,146,77,30250,8480,103,80,8502
５人以上,サービス業（他に分類されないもの）,736459,15334,12820,738937,252732,12222,11853,253137
30人以上,調査産業計,4564967,65885,48798,4582830,1139198,44003,47553,1134872
30人以上,"鉱業,採石業,砂利採取業",1438,14,23,1429,11,0,0,11
30人以上,建設業,222886,20876,1243,242519,5956,696,30,6622
30人以上,製造業,414786,2723,4574,413017,22433,447,338,22460
30人以上,電気・ガス・熱供給・水道業,23509,142,154,23497,633,0,4,629
30人以上,情報通信業,712580,4551,5519,711612,17161,819,375,17605
30人以上,"運輸業,郵便業",339939,4325,4581,339581,58478,4593,4130,59043
30人以上,"卸売業,小売業",817013,6363,5973,817402,233065,4313,3670,233709
30人以上,"金融業,保険業",314881,3404,4191,314090,15824,157,232,15753
30人以上,"不動産業,物品賃貸業",123415,903,1340,123418,21455,463,893,20585
30人以上,"学術研究,専門・技術サービス業",261840,2373,3660,260540,18661,385,636,18423
30人以上,"宿泊業,飲食サービス業",66381,1107,1378,66174,166306,7746,6803,167185
30人以上,"生活関連サービス業,娯楽業",65521,306,425,65488,67290,2328,1799,67733
30人以上,"教育,学習支援業",212027,1005,1318,212045,118706,6814,10411,114778
30人以上,"医療,福祉",361558,4946,3487,363039,157767,3288,6702,154331
30人以上,複合サービス事業,19431,146,77,19501,5361,37,80,5317
30人以上,サービス業（他に分類されないもの）,607762,12701,10855,609478,230091,11917,11450,230688
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和元年８月分,,,,,,,,,
第７表  規模、産業、就業形態別常用労働者数,,,,,,,,,
