規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,18.9,157.3,143.7,13.6,12.6,78.2,75.1,3.1
５人以上,"鉱業,採石業,砂利採取業",18.7,152.3,135.3,17,19,138,138,－
５人以上,建設業,19.6,168.9,149.1,19.8,14,92.6,89.8,2.8
５人以上,製造業,18.5,155.2,142.9,12.3,15.9,106,102.8,3.2
５人以上,電気・ガス・熱供給・水道業,18,148.4,135,13.4,14.6,95.8,95.2,0.6
５人以上,情報通信業,18.9,160.4,143.6,16.8,11.6,73.4,71.6,1.8
５人以上,"運輸業,郵便業",19.6,170.6,149.3,21.3,13.5,95.9,88.6,7.3
５人以上,"卸売業,小売業",18.7,154.7,144.4,10.3,14.3,91.2,87.5,3.7
５人以上,"金融業,保険業",18.7,153.9,135.7,18.2,16.1,98.7,96.5,2.2
５人以上,"不動産業,物品賃貸業",18.8,158.1,143,15.1,13.3,79.6,76,3.6
５人以上,"学術研究,専門・技術サービス業",18.7,154.3,140.8,13.5,11.9,81.3,78.9,2.4
５人以上,"宿泊業,飲食サービス業",21,184.8,165.5,19.3,11.7,70.8,67,3.8
５人以上,"生活関連サービス業,娯楽業",20.3,169.4,156.9,12.5,11.6,67.7,66.4,1.3
５人以上,"教育,学習支援業",16,122.3,115.3,7,7.2,41.7,41.2,0.5
５人以上,"医療,福祉",19.5,155.8,148.5,7.3,11.7,65.4,64.5,0.9
５人以上,複合サービス事業,18.1,148.8,140,8.8,17.2,102.3,98.2,4.1
５人以上,サービス業（他に分類されないもの）,18.9,155.7,143.1,12.6,15.1,97.9,94,3.9
30人以上,調査産業計,18.7,157,142.3,14.7,13.2,83,79.6,3.4
30人以上,"鉱業,採石業,砂利採取業",18.7,152.3,135.3,17,19,138,138,－
30人以上,建設業,19.8,174.8,150.4,24.4,13.3,85.7,82.3,3.4
30人以上,製造業,18.5,157,143.1,13.9,17.7,128.7,122.1,6.6
30人以上,電気・ガス・熱供給・水道業,17.8,147,132.9,14.1,14.4,92.3,91.7,0.6
30人以上,情報通信業,18.9,160.8,143.6,17.2,12.4,80.1,77.9,2.2
30人以上,"運輸業,郵便業",19.6,170.6,148.7,21.9,12.8,95.3,87.5,7.8
30人以上,"卸売業,小売業",18.3,152.2,141.5,10.7,15.4,99,93.8,5.2
30人以上,"金融業,保険業",18.7,154.9,135.2,19.7,16,98.5,95.9,2.6
30人以上,"不動産業,物品賃貸業",18.8,158.1,142.2,15.9,15.3,81.1,78.9,2.2
30人以上,"学術研究,専門・技術サービス業",18.6,154.4,139.1,15.3,11.9,84,81.4,2.6
30人以上,"宿泊業,飲食サービス業",20.3,180.9,163.8,17.1,12.2,72.4,69.3,3.1
30人以上,"生活関連サービス業,娯楽業",19.9,164.6,150.6,14,11.7,64.7,63,1.7
30人以上,"教育,学習支援業",15.9,121.7,114.8,6.9,6.8,42.1,41.5,0.6
30人以上,"医療,福祉",19.6,156.7,148.7,8,12.1,70.7,69.5,1.2
30人以上,複合サービス事業,18.4,155.5,143.9,11.6,17.5,95.5,90.3,5.2
30人以上,サービス業（他に分類されないもの）,18.8,156.2,142.7,13.5,15.2,100.3,96.1,4.2
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和元年８月分,,,,,,,,,
第６表  規模、産業、就業形態別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
