規模,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
500人以上,17.5,146.8,132.6,14.2,13.2,91.3,86.9,4.4
100～499人,17.7,148.9,134.5,14.4,13.6,83.9,80,3.9
100人以上,17.6,147.9,133.6,14.3,13.4,87.2,83.1,4.1
30～99人,17.8,151.1,136.5,14.6,12.5,73.9,70.4,3.5
５～29人,17.7,145.9,135.6,10.3,11.5,68.3,65.8,2.5
30人以上,17.7,148.8,134.4,14.4,13,80.8,77,3.8
５人以上,17.7,148.1,134.7,13.4,12.3,74.9,71.7,3.2
,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３１年１月分,,,,,,,,
第11表  規模、就業形態別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,
調査産業計,,,,,,,,
