規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,433150,519494,302643,410777,489540,291727,378665,32112,22373,29954,10916
100～499人,377975,438850,280710,359163,418143,264925,334424,24739,18812,20707,15785
100人以上,405408,478508,291800,384825,453254,278477,356420,28405,20583,25254,13323
30～99人,325271,395351,229990,293799,356619,208388,274395,19404,31472,38732,21602
５～29人,260873,338689,177551,246220,317918,169449,235096,11124,14653,20771,8102
30人以上,379255,452356,270536,355118,422863,254365,329651,25467,24137,29493,16171
５人以上,343167,421103,238456,321921,394008,225069,300826,21095,21246,27095,13387
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３１年１月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
