規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,476579,563483,344606,420039,497988,301664,383464,36575,56540,65495,42942
100～499人,426651,500365,310693,369019,428780,275010,343400,25619,57632,71585,35683
100人以上,451814,531956,327965,394732,463419,288585,363592,31140,57082,68537,39380
30～99人,327628,402182,226943,294219,358234,207767,272570,21649,33409,43948,19176
５～29人,273138,342515,196569,254733,320610,182027,241645,13088,18405,21905,14542
30人以上,411104,490976,293052,361782,430204,260655,333753,28029,49322,60772,32397
５人以上,369543,450158,260558,329535,400072,234174,306007,23528,40008,50086,26384
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和元年１１月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
