規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,7951874,4578738,3373136,521011,271883,249128,373463,206649,166814,8099422,4643972,3455450,25.6,15.2,39.7
５人以上,"鉱業,採石業,砂利採取業",1406,1120,286,101,77,24,60,58,2,1447,1139,308,0.8,1,－
５人以上,建設業,352288,287596,64692,18082,15185,2897,12198,9474,2724,358172,293307,64865,3.8,2.4,9.9
５人以上,製造業,580851,415264,165587,28271,19025,9246,12442,9943,2499,596680,424346,172334,8.1,2.8,21
５人以上,電気・ガス・熱供給・水道業,30802,26607,4195,2879,2264,615,6281,5644,637,27400,23227,4173,2.5,1.8,6.5
５人以上,情報通信業,804636,603647,200989,47909,30189,17720,18736,14484,4252,833809,619352,214457,3.4,1.7,8.3
５人以上,"運輸業,郵便業",460960,353486,107474,32375,24251,8124,20739,16830,3909,472596,360907,111689,11.8,10.4,16.4
５人以上,"卸売業,小売業",1650841,935310,715531,98565,49618,48947,60386,35081,25305,1689020,949847,739173,28.5,15.7,44.8
５人以上,"金融業,保険業",394867,210719,184148,29343,15797,13546,19443,12328,7115,404767,214188,190579,3.8,0.8,7.2
５人以上,"不動産業,物品賃貸業",212469,134217,78252,13892,7833,6059,8651,5812,2839,217710,136238,81472,15.7,11,23.5
５人以上,"学術研究,専門・技術サービス業",384498,252055,132443,16862,9635,7227,10189,7181,3008,391171,254509,136662,6.7,3.2,13
５人以上,"宿泊業,飲食サービス業",683822,297328,386494,44555,18782,25773,54355,22160,32195,674022,293950,380072,80.3,70.2,88.1
５人以上,"生活関連サービス業,娯楽業",235618,104265,131353,12776,4600,8176,9662,3890,5772,238732,104975,133757,41.6,34.8,46.9
５人以上,"教育,学習支援業",398528,189958,208570,53482,26527,26955,46735,22326,24409,405275,194159,211116,37.1,30.4,43.3
５人以上,"医療,福祉",753602,197097,556505,62552,16197,46355,44596,11789,32807,771558,201505,570053,39.3,30.9,42.2
５人以上,複合サービス事業,36969,22233,14736,5420,3691,1729,3749,2770,979,38640,23154,15486,19.7,8,37.2
５人以上,サービス業（他に分類されないもの）,969717,547836,421881,53947,28212,25735,45241,26879,18362,978423,549169,429254,27.8,17.8,40.6
30人以上,調査産業計,5525397,3321676,2203721,387267,214050,173217,254001,151309,102692,5658663,3384417,2274246,19.4,11,31.8
30人以上,"鉱業,採石業,砂利採取業",1406,1120,286,101,77,24,60,58,2,1447,1139,308,0.8,1,－
30人以上,建設業,225021,188278,36743,11935,9785,2150,9410,7838,1572,227546,190225,37321,2.3,1.7,5.1
30人以上,製造業,430807,311041,119766,24092,15901,8191,10225,8358,1867,444674,318584,126090,5,1.8,13.1
30人以上,電気・ガス・熱供給・水道業,28030,24279,3751,2733,2191,542,6194,5594,600,24569,20876,3693,2.6,1.8,7.3
30人以上,情報通信業,704059,534999,169060,41681,27324,14357,14850,11436,3414,730890,550887,180003,2,0.8,5.8
30人以上,"運輸業,郵便業",388471,293665,94806,24975,17811,7164,17441,13893,3548,396005,297583,98422,12.8,12,15
30人以上,"卸売業,小売業",1019072,601765,417307,73070,40739,32331,37436,21772,15664,1054706,620732,433974,21.5,9.8,38.1
30人以上,"金融業,保険業",324988,175682,149306,23903,13285,10618,15052,10347,4705,333839,178620,155219,3.2,0.7,6.1
30人以上,"不動産業,物品賃貸業",140352,89962,50390,9578,5926,3652,5298,3717,1581,144632,92171,52461,13,11,16.7
30人以上,"学術研究,専門・技術サービス業",275822,189204,86618,12218,7702,4516,7952,5661,2291,280088,191245,88843,5.1,2.6,10.6
30人以上,"宿泊業,飲食サービス業",220421,100275,120146,14848,5942,8906,15647,7710,7937,219622,98507,121115,70.6,59.1,80
30人以上,"生活関連サービス業,娯楽業",128116,52284,75832,7264,2106,5158,5520,2016,3504,129860,52374,77486,45.3,34.5,52.5
30人以上,"教育,学習支援業",306164,152082,154082,46152,23715,22437,36067,17957,18110,316249,157840,158409,33.2,25.5,40.8
30人以上,"医療,福祉",488045,148820,339225,41022,12948,28074,28588,8680,19908,500479,153088,347391,32.7,28.6,34.5
30人以上,複合サービス事業,23964,17381,6583,3853,2958,895,3013,2420,593,24804,17919,6885,16.9,8.5,38.6
30人以上,サービス業（他に分類されないもの）,820659,440839,379820,49842,25640,24202,41248,23852,17396,829253,442627,386626,29.7,19.1,41.9
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３１年４月分,,,,,,,,,,,,,,,,
第３表  規模、産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
