分類/品目/銘柄/単位,2006年6月,2007年4月,2007年5月,2007年6月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ(5kg入り）/1袋(円),2781,2708,2656,2689,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く(5kg入り）/1袋(円),2362,2291,2275,2282,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋(円),2013,1968,1960,1973,
（穀類）/もち米/国内産、精米、複数原料米(1～2kg入り）/1kg(円),620,623,610,608,
（穀類）/食パン/普通品/1kg(円),406,404,403,408,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g(円),88,86,87,86,
（穀類）/カレーパン/揚げパン、普通品/100g(円),93,95,95,95,
（穀類）/ゆでうどん/1食入り（200～250g入り）、普通品/1袋(円),79,79,79,79,
（穀類）/干しうどん/普通品/1kg(円),507,504,492,503,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋(円),153,154,150,155,
（穀類）/即席めん/即席カップめん、中華タイプ、「カップヌードル(77g入り)」/1個(円),138,136,134,131,
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋(円),253,264,258,256,
（穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワー」/1袋(円),189,190,190,193,
（穀類）/もち/包装生もち/1kg(円),1087,1048,1035,1017,
（魚介類）/まぐろ/めばち又はきはだ、刺身用、さく、赤身/100g(円),401,425,413,406,
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g(円),111,114,108,106,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g(円),121,112,129,106,
（魚介類）/かつお/切り身（刺身用）/100g(円),232,293,283,209,
（魚介類）/かれい/まがれい、あかがれい、むしがれい又はまこがれい、丸（長さ約20cm以上）/100g(円),167,201,202,195,平成19年1月から基本銘柄改正
（魚介類）/さけ/トラウトサーモン､ぎんざけ､アトランティックサーモン､べにざけ､又はキングサーモン､切り身/100g(円),230,249,249,239,
（魚介類）/さば/まさば、切り身/100g(円),101,125,126,118,平成19年1月から基本銘柄改正
（魚介類）/さんま/丸（長さ約25cm以上）/100g(円),66,68,65,62,
（魚介類）/たい/まだい、刺身用、さく/100g(円),204,605,598,607,平成19年1月から基本銘柄改正
（魚介類）/ぶり/切り身/100g(円),263,247,246,253,
（魚介類）/いか/するめいか/100g(円),95,120,124,111,
（魚介類）/たこ/まだこ（ゆでもの）/100g(円),262,267,256,261,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g(円),244,266,261,262,
（魚介類）/あさり/殻付き/100g(円),119,117,116,116,
（魚介類）/かき/まがき、むき身/100g(円),        -,        -,        -,        -,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g(円),224,219,219,214,
（魚介類）/塩さけ/ぎんざけ、切り身/100g(円),179,177,177,184,
（魚介類）/たらこ/並/100g(円),621,574,550,543,
（魚介類）/しらす干し/並/100g(円),467,473,474,478,
（魚介類）/干しあじ/まあじ、開き、並/100g(円),167,164,166,165,
（魚介類）/丸干しいわし/まいわし（長さ約12cm）、並/100g(円),140,117,119,138,
（魚介類）/煮干し/かたくちいわし、小羽（約6cm）、上/100g(円),287,267,265,266,
（魚介類）/ししゃも/子持ちししゃも、カラフトシシャモ、パック入り（8～12匹入り/100g(円),204,174,171,181,平成19年1月から基本銘柄改正
（魚介類）/さつま揚げ/並/100g(円),98,98,97,96,
（魚介類）/ちくわ/焼ちくわ（冷凍ものを除く）、並/100g(円),108,110,108,109,
（魚介類）/かまぼこ/蒸かまぼこ、板付き、100g～160g、普通品/100g(円),170,170,165,165,
（魚介類）/かつお節/かつおぶし削りぶし、パック入り（3g×5袋入り）、普通品/1パック(円),142,137,138,130,
（魚介類）/塩辛/いかの塩辛、並/100g(円),256,195,193,200,
（魚介類）/魚みそ漬/さわら又はさけ、並/100g(円),242,223,223,229,平成19年1月から基本銘柄改正
（魚介類）/あさりつくだ煮/並/100g(円),397,409,418,416,
（魚介類）/まぐろ缶詰/油漬、きはだまぐろ、フレーク、内容量80g入り/1缶(円),155,149,151,151,
（肉類）/牛肉/国産品、ロース/100g(円),844,901,871,854,平成19年1月から基本銘柄改正
（肉類）/牛肉/肩肉/100g(円),477,        -,        -,        -,平成19年1月調査から廃止
（肉類）/牛肉/輸入品、チルド（冷蔵）、ロース（肩ロースは除く）/100g(円),329,349,338,345,
（肉類）/豚肉/ロース/100g(円),237,241,242,242,
（肉類）/豚肉/もも肉/100g(円),154,180,180,178,平成19年1月から基本銘柄改正
（肉類）/鶏肉/ブロイラー、もも肉/100g(円),122,124,122,125,
（肉類）/レバー/豚レバー/100g(円),111,112,109,110,
（肉類）/ハム/ロースハム、JAS規格品・上級/100g(円),293,338,337,336,
（肉類）/ソーセージ/ウインナーソーセージ、袋入り、JAS規格品・標準/100g(円),191,168,169,169,平成18年7月から基本銘柄改正
（肉類）/ベーコン/ベーコン、JAS格付なし、普通品/100g(円),272,245,241,235,平成19年5月から基本銘柄改正
