分類/品目/銘柄/単位,2006年1月,2006年11月,2006年12月,2007年1月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ(5kg入り）/1袋(円),2776,2718,2705,2714,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く(5kg入り）/1袋(円),2330,2325,2312,2339,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋(円),2008,1973,1978,1979,
（穀類）/もち米/国内産、精米、複数原料米(1～2kg入り）/1kg(円),617,613,612,624,
（穀類）/食パン/普通品/1kg(円),412,409,405,405,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g(円),88,88,87,87,
（穀類）/カレーパン/揚げパン、普通品/100g(円),92,97,96,96,
（穀類）/ゆでうどん/1食入り（200～250g入り）、普通品/1袋(円),79,79,79,79,
（穀類）/干しうどん/普通品/1kg(円),498,501,502,504,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋(円),150,148,153,149,
（穀類）/即席めん/即席カップめん、中華タイプ、「カップヌードル(77g入り)」/1個(円),136,138,137,134,
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋(円),259,264,255,261,
（穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワー」/1袋(円),191,193,191,193,
（穀類）/もち/包装生もち/1kg(円),1091,1046,1032,1008,
（魚介類）/まぐろ/めばち又はきはだ、刺身用、さく、赤身/100g(円),404,432,419,419,平成18年1月から基本銘柄改正
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g(円),114,106,96,115,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g(円),125,106,100,111,
（魚介類）/かつお/切り身（刺身用）/100g(円),        -,        -,        -,        -,
（魚介類）/かれい/まがれい、あかがれい、むしがれい又はまこがれい、丸（長さ約20cm以上）/100g(円),166,164,161,206,平成19年1月から基本銘柄改正
（魚介類）/さけ/トラウトサーモン､ぎんざけ､アトランティックサーモン､べにざけ､又はキングサーモン､切り身/100g(円),224,244,247,251,
（魚介類）/さば/まさば、切り身/100g(円),121,107,101,131,平成19年1月から基本銘柄改正
（魚介類）/さんま/丸（長さ約25cm以上）/100g(円),68,72,68,71,
（魚介類）/たい/まだい、刺身用、さく/100g(円),213,221,224,595,平成19年1月から基本銘柄改正
（魚介類）/ぶり/切り身/100g(円),241,272,270,273,
（魚介類）/いか/するめいか/100g(円),91,101,99,100,
（魚介類）/たこ/まだこ（ゆでもの）/100g(円),251,253,264,261,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g(円),265,256,259,259,
（魚介類）/あさり/殻付き/100g(円),117,119,117,118,
（魚介類）/かき/まがき、むき身/100g(円),307,317,320,304,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g(円),221,203,216,207,
（魚介類）/塩さけ/ぎんざけ、切り身/100g(円),184,173,173,178,
（魚介類）/たらこ/並/100g(円),656,581,577,559,
（魚介類）/しらす干し/並/100g(円),463,470,467,462,
（魚介類）/干しあじ/まあじ、開き、並/100g(円),176,163,163,169,
（魚介類）/丸干しいわし/まいわし（長さ約12cm）、並/100g(円),147,138,131,123,
（魚介類）/煮干し/かたくちいわし、小羽（約6cm）、上/100g(円),286,262,265,263,
（魚介類）/ししゃも/子持ちししゃも、カラフトシシャモ、パック入り（8～12匹入り/100g(円),200,189,185,170,平成19年1月から基本銘柄改正
（魚介類）/さつま揚げ/並/100g(円),99,96,94,96,
（魚介類）/ちくわ/焼ちくわ（冷凍ものを除く）、並/100g(円),109,110,111,109,
（魚介類）/かまぼこ/蒸かまぼこ、板付き、100g～160g、普通品/100g(円),162,163,163,165,平成18年6月から基本銘柄改正
（魚介類）/かつお節/かつおぶし削りぶし、パック入り（3g×5袋入り）、普通品/1パック(円),131,128,133,132,
（魚介類）/塩辛/いかの塩辛、並/100g(円),260,219,203,203,
（魚介類）/魚みそ漬/さわら又はさけ、並/100g(円),225,247,236,236,平成19年1月から基本銘柄改正
（魚介類）/あさりつくだ煮/並/100g(円),376,413,415,411,
（魚介類）/まぐろ缶詰/油漬、きはだまぐろ、フレーク、内容量80g入り/1缶(円),157,154,155,155,
（肉類）/牛肉/国産品、ロース/100g(円),856,862,859,884,平成19年1月から基本銘柄改正
（肉類）/牛肉/肩肉/100g(円),487,496,492,        -,平成19年1月調査から廃止
（肉類）/牛肉/輸入品、チルド（冷蔵）、ロース（肩ロースは除く）/100g(円),338,336,339,341,
（肉類）/豚肉/ロース/100g(円),240,239,239,240,
（肉類）/豚肉/もも肉/100g(円),155,159,161,173,平成19年1月から基本銘柄改正
（肉類）/鶏肉/ブロイラー、もも肉/100g(円),124,124,122,124,
（肉類）/レバー/豚レバー/100g(円),109,110,111,109,
（肉類）/ハム/ロースハム、JAS規格品・標準/100g(円),290,308,305,306,
（肉類）/ソーセージ/ウインナーソーセージ、袋入り、JAS規格品・標準/100g(円),191,172,171,169,平成18年7月から基本銘柄改正
（肉類）/ベーコン/ベーコン、JAS規格品・標準/100g(円),270,286,293,296,
（乳卵類）/牛乳/瓶入り（200ML）配達、瓶代を除く、月極め/1本(円),102,103,103,105,
（乳卵類）/牛乳/紙容器入り（1000ML入り）、店頭売り/1本(円),206,203,204,204,
（乳卵類）/粉ミルク/調整粉乳、缶入り（930g入り）/1缶(円),2566,2493,2478,2456,平成18年3月から基本銘柄改正
（乳卵類）/バター/カルトン入り（200g入り）/1箱(円),322,323,328,322,
（乳卵類）/チーズ/国産品、プロセスチーズ、スライスチーズ、とろけるタイプ/1袋(円),278,309,313,302,平成19年1月から基本銘柄改正
（乳卵類）/チーズ/輸入品、フランス産、ナチュラルチーズ、紙容器（125g入り）/1個(円),477,506,478,490,
（乳卵類）/ヨーグルト/プレーンヨーグルト、500g入り/1個(円),213,214,215,202,平成18年7月から基本銘柄改正
（乳卵類）/鶏卵/白色卵、Lサイズ、パック詰(10個入り）/1パック(円),193,222,232,215,
（野菜・海草）/キャベツ//1kg(円),300,108,102,127,
（野菜・海草）/ほうれんそう//1kg(円),926,521,581,692,
（野菜・海草）/はくさい/山東菜を除く/1kg(円),163,104,92,101,
（野菜・海草）/ねぎ//1kg(円),619,464,471,486,
（野菜・海草）/レタス/玉レタス/1kg(円),857,275,385,525,
（野菜・海草）/もやし/だいずもやしを除く/100g(円),16,16,16,17,
（野菜・海草）/ブロッコリー//1kg(円),729,390,449,484,
（野菜・海草）/アスパラガス/グリーンアスパラガス/100g(円),194,137,165,194,
（野菜・海草）/かんしょ//1kg(円),496,470,460,523,
（野菜・海草）/ばれいしょ//1kg(円),289,272,284,287,
（野菜・海草）/さといも/こいも、土付き/1kg(円),460,486,459,506,
（野菜・海草）/だいこん//１kg(円),192,98,94,117,
（野菜・海草）/にんじん//１kg(円),301,305,247,262,
（野菜・海草）/ごぼう//１kg(円),695,725,686,682,
（野菜・海草）/たまねぎ//１kg(円),227,211,215,213,
（野菜・海草）/れんこん//１kg(円),833,727,758,844,
（野菜・海草）/ながいも//１kg(円),547,512,503,540,
（野菜・海草）/えだまめ//１００g(円),        -,        -,        -,        -,
（野菜・海草）/さやいんげん//１００ｇ(円),221,173,188,220,
（野菜・海草）/かぼちゃ//１kg(円),389,309,365,423,
（野菜・海草）/きゅうり//１kg(円),747,403,652,868,
（野菜・海草）/なす//１kg(円),700,500,660,674,
（野菜・海草）/トマト//１kg(円),640,618,618,552,
（野菜・海草）/ピーマン//１００ｇ(円),84,56,66,109,
（野菜・海草）/生しいたけ//１００ｇ(円),200,175,182,192,
（野菜・海草）/えのきだけ//１００ｇ(円),93,60,70,82,
（野菜・海草）/しめじ/ぶなしめじ/１００ｇ(円),111,96,101,101,
（野菜・海草）/あずき/大粒/１００ｇ(円),153,163,161,160,
（野菜・海草）/干ししいたけ/薄葉、並/１００ｇ(円),1302,1276,1276,1270,
（野菜・海草）/のり/焼きのり、中、１帖（１０枚入り）/１帖(円),447,450,446,449,
（野菜・海草）/わかめ/生わかめ、湯通し塩蔵わかめ、養殖もの、国産品、並/１００ｇ(円),170,165,168,167,平成19年1月から基本銘柄改正
（野菜・海草）/こんぶ/とろろこんぶ、並/１００ｇ(円),575,584,581,590,
（野菜・海草）/ひじき/乾燥もの、芽ひじき、国内産、並/１００ｇ(円),590,605,620,616,
（野菜・海草）/豆腐/木綿豆腐、並/１００ｇ(円),35,35,34,35,平成18年1月から基本銘柄改正
（野菜・海草）/油揚げ/薄揚げ/１００ｇ(円),147,144,145,147,
（野菜・海草）/納豆/丸大豆納豆、発泡スチロール容器入り（５０g×３個）/１パック(円),128,138,139,145,
（野菜・海草）/こんにゃく/板こんにゃく/１００ｇ(円),51,50,50,52,
（野菜・海草）/梅干し/調味梅干し、中粒、並/１００ｇ(円),193,201,205,200,
（野菜・海草）/たくあん漬/本漬、中/１００ｇ(円),97,95,96,95,
（野菜・海草）/福神漬/並（瓶詰、缶詰を除く）/１００ｇ(円),98,94,96,97,
（野菜・海草）/こんぶつくだ煮/並/１００ｇ(円),221,224,225,219,
（野菜・海草）/はくさい漬/塩漬/１００ｇ(円),79,79,76,77,
（野菜・海草）/キムチ/はくさいキムチ（瓶詰を除く）/１００ｇ(円),140,147,146,146,
（野菜・海草）/スイートコーン缶詰/ホールカーネル（つぶ状）内容総量１９０ｇ/１缶(円),128,129,131,134,
（果物）/りんご/つがる、１個２００～４００ｇ/１kg(円),515,429,454,        -,平成19年1月から基本銘柄改正
（果物）/りんご/ふじ、１個２５０～３８５ｇ/１kg(円),426,442,426,460,
（果物）/みかん/１個１００～１２０ｇ/１kg(円),463,535,548,628,
（果物）/レモン/１個１１０～１６０ｇ/１kg(円),499,587,562,535,
（果物）/グレープフルーツ/１個３５０～５２０ｇ/１kg(円),399,375,369,365,
（果物）/オレンジ/輸入品、バレンシア又はネーブルオレンジ、１個１７０～３１０ｇ/１kg(円),406,407,409,399,
