分類/品目/銘柄/単位,2006年5月,2007年3月,2007年4月,2007年5月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ(5kg入り）/1袋(円),2772,2727,2708,2656,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く(5kg入り）/1袋(円),2355,2327,2291,2275,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋(円),2012,1979,1968,1960,
（穀類）/もち米/国内産、精米、複数原料米(1～2kg入り）/1kg(円),609,606,623,610,
（穀類）/食パン/普通品/1kg(円),409,404,404,403,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g(円),89,87,86,87,
（穀類）/カレーパン/揚げパン、普通品/100g(円),92,95,95,95,
（穀類）/ゆでうどん/1食入り（200～250g入り）、普通品/1袋(円),78,79,79,79,
（穀類）/干しうどん/普通品/1kg(円),508,506,504,492,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋(円),149,151,154,150,
（穀類）/即席めん/即席カップめん、中華タイプ、「カップヌードル(77g入り)」/1個(円),138,137,136,134,
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋(円),263,259,264,258,
（穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワー」/1袋(円),191,194,190,190,
（穀類）/もち/包装生もち/1kg(円),1053,1051,1048,1035,
（魚介類）/まぐろ/めばち又はきはだ、刺身用、さく、赤身/100g(円),386,422,425,417,
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g(円),113,111,114,107,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g(円),114,119,112,122,
（魚介類）/かつお/切り身（刺身用）/100g(円),272,295,293,279,
（魚介類）/かれい/まがれい、あかがれい、むしがれい又はまこがれい、丸（長さ約20cm以上）/100g(円),180,211,201,203,平成19年1月から基本銘柄改正
（魚介類）/さけ/トラウトサーモン､ぎんざけ､アトランティックサーモン､べにざけ､又はキングサーモン､切り身/100g(円),237,259,249,249,
（魚介類）/さば/まさば、切り身/100g(円),116,126,125,133,平成19年1月から基本銘柄改正
（魚介類）/さんま/丸（長さ約25cm以上）/100g(円),65,70,68,65,
（魚介類）/たい/まだい、刺身用、さく/100g(円),208,607,605,586,平成19年1月から基本銘柄改正
（魚介類）/ぶり/切り身/100g(円),238,260,247,237,
（魚介類）/いか/するめいか/100g(円),123,97,120,119,
（魚介類）/たこ/まだこ（ゆでもの）/100g(円),252,261,267,256,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g(円),247,268,266,261,
（魚介類）/あさり/殻付き/100g(円),115,116,117,116,
（魚介類）/かき/まがき、むき身/100g(円),        -,242,        -,        -,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g(円),216,210,219,219,
（魚介類）/塩さけ/ぎんざけ、切り身/100g(円),178,168,177,177,
（魚介類）/たらこ/並/100g(円),633,548,574,550,
（魚介類）/しらす干し/並/100g(円),480,465,473,474,
（魚介類）/干しあじ/まあじ、開き、並/100g(円),168,159,164,166,
（魚介類）/丸干しいわし/まいわし（長さ約12cm）、並/100g(円),143,127,117,119,
（魚介類）/煮干し/かたくちいわし、小羽（約6cm）、上/100g(円),285,264,267,265,
（魚介類）/ししゃも/子持ちししゃも、カラフトシシャモ、パック入り（8～12匹入り/100g(円),200,168,174,171,平成19年1月から基本銘柄改正
（魚介類）/さつま揚げ/並/100g(円),99,98,98,97,
（魚介類）/ちくわ/焼ちくわ（冷凍ものを除く）、並/100g(円),108,108,110,108,
（魚介類）/かまぼこ/蒸かまぼこ、板付き、100g～160g、普通品/100g(円),174,163,170,165,平成18年6月から基本銘柄改正
（魚介類）/かつお節/かつおぶし削りぶし、パック入り（3g×5袋入り）、普通品/1パック(円),136,137,137,138,
（魚介類）/塩辛/いかの塩辛、並/100g(円),261,192,195,193,
（魚介類）/魚みそ漬/さわら又はさけ、並/100g(円),225,219,223,223,平成19年1月から基本銘柄改正
（魚介類）/あさりつくだ煮/並/100g(円),396,409,409,418,
（魚介類）/まぐろ缶詰/油漬、きはだまぐろ、フレーク、内容量80g入り/1缶(円),155,151,149,151,
（肉類）/牛肉/国産品、ロース/100g(円),848,888,901,871,平成19年1月から基本銘柄改正
（肉類）/牛肉/肩肉/100g(円),483,        -,        -,        -,平成19年1月調査から廃止
（肉類）/牛肉/輸入品、チルド（冷蔵）、ロース（肩ロースは除く）/100g(円),354,337,349,338,
（肉類）/豚肉/ロース/100g(円),239,241,241,242,
（肉類）/豚肉/もも肉/100g(円),158,177,180,180,平成19年1月から基本銘柄改正
（肉類）/鶏肉/ブロイラー、もも肉/100g(円),122,123,124,122,
（肉類）/レバー/豚レバー/100g(円),108,111,112,109,
（肉類）/ハム/ロースハム、JAS規格品・上級/100g(円),296,341,338,337,
（肉類）/ソーセージ/ウインナーソーセージ、袋入り、JAS規格品・標準/100g(円),189,168,168,169,平成18年7月から基本銘柄改正
（肉類）/ベーコン/ベーコン、JAS格付なし、普通品/100g(円),275,243,245,241,平成19年5月から基本銘柄改正
（乳卵類）/牛乳/瓶入り（200ML）配達、瓶代を除く、月極め/1本(円),102,104,104,105,
（乳卵類）/牛乳/紙容器入り（1000ML入り）、店頭売り/1本(円),204,203,204,203,
（乳卵類）/粉ミルク/調整粉乳、缶入り（930g入り）/1缶(円),2552,2416,2449,2444,
（乳卵類）/バター/カルトン入り（200g入り）/1箱(円),323,325,319,327,
（乳卵類）/チーズ/国産品、プロセスチーズ、スライスチーズ、とろけるタイプ/1袋(円),304,294,267,279,平成19年1月から基本銘柄改正
（乳卵類）/チーズ/輸入品、フランス産、ナチュラルチーズ、紙容器（125g入り）/1個(円),493,507,498,498,
（乳卵類）/ヨーグルト/プレーンヨーグルト、500g入り/1個(円),209,205,213,203,平成18年7月から基本銘柄改正
（乳卵類）/鶏卵/白色卵、Lサイズ、パック詰(10個入り）/1パック(円),218,220,208,205,
（野菜・海草）/キャベツ//1kg(円),194,145,209,181,
（野菜・海草）/ほうれんそう//1kg(円),686,644,669,619,
（野菜・海草）/はくさい/山東菜を除く/1kg(円),232,137,211,197,
（野菜・海草）/ねぎ//1kg(円),509,372,412,507,
（野菜・海草）/レタス/玉レタス/1kg(円),375,439,496,468,
（野菜・海草）/もやし/だいずもやしを除く/100g(円),16,17,16,16,
（野菜・海草）/ブロッコリー//1kg(円),649,635,734,628,
（野菜・海草）/アスパラガス/グリーンアスパラガス/100g(円),179,176,190,197,
（野菜・海草）/かんしょ//1kg(円),500,494,521,539,
（野菜・海草）/ばれいしょ//1kg(円),309,290,298,302,
（野菜・海草）/さといも/こいも、土付き/1kg(円),549,469,519,536,
（野菜・海草）/だいこん//1kg(円),164,111,155,156,
（野菜・海草）/にんじん//1kg(円),409,237,291,337,
（野菜・海草）/ごぼう//1kg(円),725,696,707,751,
（野菜・海草）/たまねぎ//1kg(円),222,223,219,196,
（野菜・海草）/れんこん//1kg(円),876,817,907,1038,
（野菜・海草）/ながいも//1kg(円),528,558,558,565,
（野菜・海草）/えだまめ//100g(円),        -,        -,        -,        -,
（野菜・海草）/さやいんげん//100g(円),197,204,199,202,
（野菜・海草）/かぼちゃ//1kg(円),472,394,393,421,
（野菜・海草）/きゅうり//1kg(円),450,505,466,447,
（野菜・海草）/なす//1kg(円),569,605,561,509,
（野菜・海草）/トマト//1kg(円),602,715,725,610,
（野菜・海草）/ピーマン//100g(円),80,102,83,80,
（野菜・海草）/生しいたけ//100g(円),177,180,185,182,
（野菜・海草）/えのきだけ//100g(円),59,57,55,56,
（野菜・海草）/しめじ/ぶなしめじ/100g(円),83,84,84,82,
（野菜・海草）/あずき/大粒/100g(円),157,159,162,164,
（野菜・海草）/干ししいたけ/薄葉、並/100g(円),1281,1293,1280,1288,
（野菜・海草）/のり/焼きのり、中、1帖（10枚入り）/1帖(円),442,452,450,451,
（野菜・海草）/わかめ/生わかめ、湯通し塩蔵わかめ、養殖もの、国産品、並/100g(円),166,174,170,168,平成19年1月から基本銘柄改正
（野菜・海草）/こんぶ/とろろこんぶ、並/100g(円),585,581,585,593,
（野菜・海草）/ひじき/乾燥もの、芽ひじき、国内産、並/100g(円),597,614,608,599,
（野菜・海草）/豆腐/木綿豆腐、並/100g(円),34,35,34,35,
（野菜・海草）/油揚げ/薄揚げ/100g(円),143,146,147,151,
（野菜・海草）/納豆/丸大豆納豆、発泡スチロール容器入り（50g×3個）/1パック(円),128,133,134,136,
（野菜・海草）/こんにゃく/板こんにゃく/100g(円),50,50,51,50,
（野菜・海草）/梅干し/調味梅干し、中粒、並/100g(円),188,196,193,194,
（野菜・海草）/たくあん漬/本漬、中/100g(円),96,97,94,97,
（野菜・海草）/福神漬/並（瓶詰、缶詰を除く）/100g(円),96,96,97,96,
（野菜・海草）/こんぶつくだ煮/並/100g(円),210,222,221,223,
（野菜・海草）/はくさい漬/塩漬/100g(円),75,77,79,79,
（野菜・海草）/キムチ/はくさいキムチ（瓶詰を除く）/100g(円),143,146,148,148,
（野菜・海草）/スイートコーン缶詰/ホールカーネル（つぶ状）内容総量190g/1缶(円),123,140,135,142,
（果物）/りんご/つがる、1個200～400g/1kg(円),        -,        -,        -,        -,平成19年1月から基本銘柄改正
（果物）/りんご/ふじ、1個250～385g/1kg(円),506,450,476,523,
（果物）/みかん/1個100～120g/1kg(円),        -,766,        -,        -,
（果物）/レモン/1個110～160g/1kg(円),552,735,754,763,
（果物）/グレープフルーツ/1個350～520g/1kg(円),374,331,325,334,
（果物）/オレンジ/輸入品、バレンシア又はネーブルオレンジ、1個170～310g/1kg(円),404,523,521,520,
（果物）/いよかん/1個200～300g/1kg(円),        -,443,        -,        -,
（果物）/なし/幸水又は豊水、1個300～350g/1kg(円),        -,        -,        -,        -,
（果物）/ぶどう/デラウェア/1kg(円),        -,        -,        -,        -,
（果物）/ぶどう/巨峰/1kg(円),        -,        -,        -,        -,
（果物）/かき/1個190～260g/1kg(円),        -,        -,        -,        -,
（果物）/もも/1個200～250g/1kg(円),        -,        -,        -,        -,
（果物）/すいか//1kg(円),423,        -,        -,425,
（果物）/メロン/ネット系メロン/1kg(円),779,        -,        -,691,
（果物）/いちご//100g(円),127,153,128,131,
（果物）/さくらんぼ/国内産/100g(円),        -,        -,        -,        -,
（果物）/バナナ//1kg(円),226,238,255,253,
（果物）/キウイフルーツ/1個85～144g/1kg(円),725,712,780,765,
（果物）/みかん缶詰/シラップづけ、並ぶた缶、内容総量425g入り、普通品/1缶(円),121,119,119,119,
（果物）/もも缶詰/黄桃、内容総量410～425g入り、普通品/1缶(円),158,        -,        -,        -,平成19年1月調査から廃止
（油脂・調味料）/食用油/キャノーラ（なたね油）、ポリ容器入り（1000g入り）/1本(円),394,378,365,379,
（油脂・調味料）/マーガリン/ファットスプレッド、ポリ容器入り（450g入り）/1箱(円),257,256,255,260,
（油脂・調味料）/食塩/家庭用、袋入り（1kg入り）、「食塩」/1袋(円),112,112,112,112,
（油脂・調味料）/しょう油/濃口、特級、JAS規格品、ポリ容器入り（1L入り）/1本(円),255,256,268,261,
（油脂・調味料）/みそ/米みそ、袋入り（1kg入り）、並/1袋(円),342,322,309,321,
（油脂・調味料）/砂糖/上白、袋入り（1kg入り）/1袋(円),201,204,199,203,
（油脂・調味料）/酢/瓶詰（500mL入り）、「ミツカン酢（黒マーク）」/1本(円),143,140,138,130,
（油脂・調味料）/ソース/ウスターソース類、特級、ポリ容器入り（500mL入り）/1本(円),283,267,265,275,
（油脂・調味料）/トマトケチャップ/ポリ容器（500g入り）/1本(円),263,271,258,256,
（油脂・調味料）/マヨネーズ/ポリ容器入り（500g入り）、「キューピーマヨネーズ」/1本(円),287,253,273,253,
（油脂・調味料）/ジャム/いちごジャムプレザーブスタイル、瓶詰（170g入り）/1瓶(円),222,215,208,213,
（油脂・調味料）/即席カレー/固形、箱入り（250g）「バーモントカレー」/1箱(円),238,232,226,235,
（油脂・調味料）/即席スープ/粉末、ポタージュ、コーンクリーム、箱入り(4袋、78．4g入り）/1箱(円),189,187,187,187,平成18年10月から基本銘柄改正
（油脂・調味料）/風味調味料/かつお風味、「味の素ほんだし（50g×3袋入り）」/1箱(円),313,322,344,340,
（油脂・調味料）/液体調味料/瓶詰「エバラ焼肉のたれ黄金の味」（210g入り）/1本(円),286,279,288,286,
（油脂・調味料）/ふりかけ/袋入り「丸美屋のりたま」（62g入り）/1袋(円),214,208,207,211,
（油脂・調味料）/中華合わせ調味料/麻婆豆腐の素、箱入り(162g入り)「丸美屋麻婆豆腐の素」/1箱(円),211,210,220,223,
（菓子類）/ようかん/練りようかん、普通品/100g(円),279,257,256,258,
（菓子類）/まんじゅう/小麦粉製、あずきあん入り、並/100g(円),138,132,133,133,
（菓子類）/だいふく餅/白、あずきあん入り，普通品/100g(円),128,112,112,108,
（菓子類）/カステラ/普通品/100g(円),207,207,208,209,平成19年1月から基本銘柄改正
（菓子類）/ケーキ/いちごショートケーキ（1個60～100g）/100g(円),385,385,375,375,
（菓子類）/シュークリーム/カスタードクリーム入り/100g(円),177,146,145,145,
（菓子類）/プリン/グリコプッチンプリン（78g×3個）/1パック(円),181,189,184,186,
