分類/品目/銘柄/単位,2006年10月,2007年8月,2007年9月,2007年10月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ(5kg入り）/1袋(円),2696,2682,2663,2661,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く(5kg入り）/1袋(円),2311,2287,2285,2269,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋(円),1959,1947,1924,1913,
（穀類）/もち米/国内産、精米、複数原料米(1～2kg入り）/1kg(円),614,599,602,617,
（穀類）/食パン/普通品/1kg(円),400,411,406,403,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g(円),87,86,88,88,
（穀類）/カレーパン/揚げパン、普通品/100g(円),95,95,96,98,
（穀類）/ゆでうどん/1食入り（200～250g入り）、普通品/1袋(円),80,78,77,36,
（穀類）/干しうどん/普通品/1kg(円),490,493,494,497,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋(円),153,157,153,148,
（穀類）/即席めん/即席カップめん、中華タイプ、「カップヌードル(77g入り)」/1個(円),137,135,137,136,
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋(円),264,248,256,110,
（穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワー」/1袋(円),191,188,186,186,
（穀類）/もち/包装生もち/1kg(円),1032,1045,1035,1077,
（魚介類）/まぐろ/めばち又はきはだ、刺身用、さく、赤身/100g(円),423,398,397,404,
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g(円),114,118,122,116,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g(円),116,89,106,117,
（魚介類）/かつお/切り身（刺身用）/100g(円),217,190,237,224,
（魚介類）/かれい/まがれい、あかがれい、むしがれい又はまこがれい、丸（長さ約20cm以上）/100g(円),162,198,196,199,平成19年1月から基本銘柄改正
（魚介類）/さけ/トラウトサーモン､ぎんざけ､アトランティックサーモン､べにざけ､又はキングサーモン､切り身/100g(円),244,244,232,239,
（魚介類）/さば/まさば、切り身/100g(円),109,109,113,111,平成19年1月から基本銘柄改正
（魚介類）/さんま/丸（長さ約25cm以上）/100g(円),74,117,89,78,
（魚介類）/たい/まだい、刺身用、さく/100g(円),210,608,624,627,平成19年1月から基本銘柄改正
（魚介類）/ぶり/切り身/100g(円),287,260,248,246,
（魚介類）/いか/するめいか/100g(円),97,91,88,88,
（魚介類）/たこ/まだこ（ゆでもの）/100g(円),262,266,274,273,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g(円),263,258,258,262,
（魚介類）/あさり/殻付き/100g(円),123,117,114,116,
（魚介類）/かき/まがき、むき身/100g(円),322,        -,        -,349,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g(円),212,208,206,202,
（魚介類）/塩さけ/ぎんざけ、切り身/100g(円),179,177,178,174,
（魚介類）/たらこ/並/100g(円),584,540,541,546,
（魚介類）/しらす干し/並/100g(円),467,468,480,502,
（魚介類）/干しあじ/まあじ、開き、並/100g(円),159,163,167,167,
（魚介類）/丸干しいわし/まいわし（長さ約12cm以上）、並/100g(円),131,118,118,112,
（魚介類）/煮干し/かたくちいわし、小羽（約6cm）、上/100g(円),274,259,256,261,
（魚介類）/ししゃも/子持ちししゃも、カラフトシシャモ、パック入り（8～12匹入り/100g(円),175,183,175,165,平成19年1月から基本銘柄改正
（魚介類）/さつま揚げ/並/100g(円),98,96,94,95,
（魚介類）/ちくわ/焼ちくわ（冷凍ものを除く）、並/100g(円),111,108,105,109,
（魚介類）/かまぼこ/蒸かまぼこ、板付き、100g～160g、普通品/100g(円),171,162,161,160,
（魚介類）/かつお節/かつおぶし削りぶし、パック入り（3g×5袋入り）、普通品/1パック(円),123,133,135,131,
（魚介類）/塩辛/いかの塩辛、並/100g(円),232,201,194,194,
（魚介類）/魚みそ漬/さわら又はさけ、並/100g(円),234,217,222,216,平成19年1月から基本銘柄改正
（魚介類）/あさりつくだ煮/並/100g(円),403,417,404,416,
（魚介類）/まぐろ缶詰/油漬、きはだまぐろ、フレーク、内容量80g入り/1缶(円),155,151,150,150,
（肉類）/牛肉/国産品、ロース/100g(円),866,866,900,896,平成19年1月から基本銘柄改正
（肉類）/牛肉/肩肉/100g(円),481,        -,        -,        -,平成19年1月調査から廃止
（肉類）/牛肉/輸入品、チルド（冷蔵）、ロース（肩ロースは除く）/100g(円),343,354,344,339,
（肉類）/豚肉/ロース/100g(円),238,244,246,245,
（肉類）/豚肉/もも肉/100g(円),156,178,180,181,平成19年1月から基本銘柄改正
（肉類）/鶏肉/ブロイラー、もも肉/100g(円),123,125,125,126,
（肉類）/レバー/豚レバー/100g(円),111,110,111,111,
（肉類）/ハム/ロースハム、JAS規格品・上級/100g(円),305,340,352,361,
（肉類）/ソーセージ/ウインナーソーセージ、袋入り、JAS規格品・標準/100g(円),170,170,175,180,
（肉類）/ベーコン/ベーコン、JAS格付なし、普通品/100g(円),288,230,230,230,平成19年5月から基本銘柄改正
（乳卵類）/牛乳/瓶入り（200ML）配達、瓶代を除く、月極め/1本(円),102,105,105,104,
（乳卵類）/牛乳/紙容器入り（1000ML入り）、店頭売り/1本(円),204,203,201,202,
（乳卵類）/粉ミルク/調整粉乳、缶入り（930g入り）/1缶(円),2478,2454,2472,2459,
（乳卵類）/バター/カルトン入り（200g入り）/1箱(円),316,322,331,329,
（乳卵類）/チーズ/国産品、プロセスチーズ、スライスチーズ、とろけるタイプ/1袋(円),301,266,285,286,平成19年1月から基本銘柄改正
（乳卵類）/チーズ/輸入品、フランス産、ナチュラルチーズ、紙容器（125g入り）/1個(円),480,513,522,522,
（乳卵類）/ヨーグルト/プレーンヨーグルト、500g入り/1個(円),219,207,207,206,
（乳卵類）/鶏卵/白色卵、Lサイズ、パック詰(10個入り）/1パック(円),224,203,216,217,
（野菜・海草）/キャベツ//1kg(円),173,203,166,160,
（野菜・海草）/ほうれんそう//1kg(円),816,1057,1230,983,
（野菜・海草）/はくさい/山東菜を除く/1kg(円),189,217,248,199,
（野菜・海草）/ねぎ//1kg(円),542,693,598,651,
（野菜・海草）/レタス/玉レタス/1kg(円),383,541,488,498,
（野菜・海草）/もやし/だいずもやしを除く/100g(円),16,17,16,16,
（野菜・海草）/ブロッコリー//1kg(円),599,612,691,754,
（野菜・海草）/アスパラガス/グリーンアスパラガス/100g(円),137,145,152,154,
（野菜・海草）/かんしょ//1kg(円),498,602,497,437,
（野菜・海草）/ばれいしょ//1kg(円),293,277,297,278,
（野菜・海草）/さといも/こいも、土付き/1kg(円),557,759,618,564,
（野菜・海草）/だいこん//1kg(円),140,160,168,197,
（野菜・海草）/にんじん//1kg(円),415,313,326,319,
（野菜・海草）/ごぼう//1kg(円),789,783,756,714,
（野菜・海草）/たまねぎ//1kg(円),221,203,208,199,
（野菜・海草）/れんこん//1kg(円),802,1616,1015,828,
（野菜・海草）/ながいも//1kg(円),556,602,632,641,
（野菜・海草）/えだまめ//100g(円),        -,123,130,        -,
（野菜・海草）/さやいんげん//100g(円),175,165,245,233,
（野菜・海草）/かぼちゃ//1kg(円),327,350,311,304,
（野菜・海草）/きゅうり//1kg(円),432,478,541,480,
（野菜・海草）/なす//1kg(円),565,548,488,612,
（野菜・海草）/トマト//1kg(円),698,528,629,692,
（野菜・海草）/ピーマン//100g(円),69,74,75,76,
（野菜・海草）/生しいたけ//100g(円),181,202,195,197,
（野菜・海草）/えのきだけ//100g(円),62,55,54,59,
（野菜・海草）/しめじ/ぶなしめじ/100g(円),99,79,83,93,
（野菜・海草）/あずき/大粒/100g(円),159,163,164,165,
（野菜・海草）/干ししいたけ/薄葉、並/100g(円),1251,1311,1299,1325,
（野菜・海草）/のり/焼きのり、中、1帖（10枚入り）/1帖(円),447,446,447,439,
（野菜・海草）/わかめ/生わかめ、湯通し塩蔵わかめ、養殖もの、国産品、並/100g(円),167,170,168,170,平成19年1月から基本銘柄改正
（野菜・海草）/こんぶ/板こんぶ、国産品、並/100g(円),585,643,619,613,
（野菜・海草）/ひじき/乾燥もの、芽ひじき、国内産、並/100g(円),613,619,636,637,
（野菜・海草）/豆腐/木綿豆腐、並/100g(円),34,34,34,33,
（野菜・海草）/油揚げ/薄揚げ/100g(円),147,147,150,143,
（野菜・海草）/納豆/丸大豆納豆、発泡スチロール容器入り（50g×3個）/1パック(円),142,128,138,131,
（野菜・海草）/こんにゃく/板こんにゃく/100g(円),50,50,48,49,
（野菜・海草）/梅干し/調味梅干し、中粒、並/100g(円),202,189,195,194,
（野菜・海草）/たくあん漬/本漬、中/100g(円),94,98,96,93,
（野菜・海草）/福神漬/並（瓶詰、缶詰を除く）/100g(円),94,96,95,91,
（野菜・海草）/こんぶつくだ煮/並/100g(円),218,216,210,221,
（野菜・海草）/はくさい漬/塩漬/100g(円),84,81,82,81,
（野菜・海草）/キムチ/はくさいキムチ（瓶詰を除く）/100g(円),151,147,147,151,
（野菜・海草）/スイートコーン缶詰/ホールカーネル（つぶ状）内容総量190g/1缶(円),126,139,142,137,
（果物）/りんご/つがる、1個200～400g/1kg(円),491,747,528,457,平成19年7月から基本銘柄改正
（果物）/りんご/ふじ、1個250～385g/1kg(円),        -,        -,        -,        -,
（果物）/みかん/温州みかん、1個70g～130g/1kg(円),557,        -,1197,542,平成19年7月から基本銘柄改正
（果物）/レモン/1個110～160g/1kg(円),533,658,663,706,
（果物）/グレープフルーツ/1個350～520g/1kg(円),341,301,310,322,
（果物）/オレンジ/輸入品、バレンシア又はネーブルオレンジ、1個170～310g/1kg(円),421,492,461,467,
（果物）/いよかん/1個200～300g/1kg(円),        -,        -,        -,        -,
（果物）/なし/幸水又は豊水、1個300g～450g/1kg(円),520,595,494,573,平成19年7月から基本銘柄改正
（果物）/ぶどう/デラウェア/1kg(円),        -,1050,1102,        -,
（果物）/ぶどう/巨峰/1kg(円),1000,1388,1088,1006,
（果物）/かき/1個190～260g/1kg(円),526,        -,        -,543,
（果物）/もも/1個200～350g/1kg(円),        -,790,872,        -,平成19年7月から基本銘柄改正
（果物）/すいか//1kg(円),        -,324,        -,        -,
（果物）/メロン/ネット系メロン/1kg(円),        -,549,        -,        -,
（果物）/いちご//100g(円),        -,        -,        -,        -,
（果物）/さくらんぼ/国内産/100g(円),        -,        -,        -,        -,
（果物）/バナナ//1kg(円),228,241,239,241,
（果物）/キウイフルーツ/1個85～144g/1kg(円),726,770,753,747,
（果物）/みかん缶詰/シラップづけ、並ぶた缶、内容総量425g入り、普通品/1缶(円),123,119,121,119,
（果物）/もも缶詰/黄桃、内容総量410～425g入り、普通品/1缶(円),153,        -,        -,        -,平成19年1月調査から廃止
（油脂・調味料）/食用油/キャノーラ（なたね油）、ポリ容器入り（1000g入り）/1本(円),389,375,380,395,
（油脂・調味料）/マーガリン/ファットスプレッド、ポリ容器入り（450g入り）/1箱(円),259,259,257,263,
（油脂・調味料）/食塩/家庭用、袋入り（1kg入り）、「食塩」/1袋(円),112,112,112,112,
（油脂・調味料）/しょう油/濃口、特級、JAS規格品、ポリ容器入り（1L入り）/1本(円),259,273,263,269,
（油脂・調味料）/みそ/米みそ、袋入り（1kg入り）、並/1袋(円),316,306,328,302,
（油脂・調味料）/砂糖/上白、袋入り（1kg入り）/1袋(円),209,198,203,197,
（油脂・調味料）/酢/瓶詰（500mL入り）、「ミツカン酢（黒マーク）」/1本(円),127,130,133,128,
（油脂・調味料）/ソース/ウスターソース類、特級、ポリ容器入り（500mL入り）/1本(円),270,279,270,264,
（油脂・調味料）/トマトケチャップ/ポリ容器（500g入り）/1本(円),258,260,262,259,
（油脂・調味料）/マヨネーズ/ポリ容器入り（500g入り）、「キューピーマヨネーズ」/1本(円),271,302,299,317,
（油脂・調味料）/ジャム/いちごジャムプレザーブスタイル、瓶詰（170g入り）/1瓶(円),210,213,216,214,
（油脂・調味料）/即席カレー/固形、箱入り（250g）「バーモントカレー」/1箱(円),233,222,229,226,
（油脂・調味料）/即席スープ/粉末、ポタージュ、コーンクリーム、箱入り(4袋、78．4g入り）/1箱(円),191,188,180,196,
（油脂・調味料）/風味調味料/かつお風味、箱入り（40g×3）「ほんだし」/1箱(円),298,345,362,353,平成19年10月から基本銘柄改正
（油脂・調味料）/液体調味料/瓶詰「エバラ焼肉のたれ黄金の味」（210g入り）/1本(円),291,297,287,293,
（油脂・調味料）/ふりかけ/袋入り「丸美屋のりたま」（62g入り）/1袋(円),210,204,208,206,
（油脂・調味料）/中華合わせ調味料/麻婆豆腐の素、箱入り(162g入り)「丸美屋麻婆豆腐の素」/1箱(円),220,208,216,216,
（菓子類）/ようかん/練りようかん、普通品/100g(円),236,258,254,256,
（菓子類）/まんじゅう/小麦粉製、あずきあん入り、並/100g(円),132,130,133,132,
（菓子類）/だいふく餅/白、あずきあん入り，普通品/100g(円),119,109,112,111,
（菓子類）/カステラ/普通品/100g(円),203,205,202,202,平成19年1月から基本銘柄改正
（菓子類）/ケーキ/いちごショートケーキ（1個60～100g）/100g(円),364,375,361,364,
（菓子類）/シュークリーム/カスタードクリーム入り/100g(円),140,149,147,147,
（菓子類）/プリン/グリコプッチンプリン（78g×3個）/1パック(円),187,180,170,176,
（菓子類）/ビスケット/箱入り（3枚パック×8袋入り）、「森永マリー」/100g(円),137,133,133,131,
（菓子類）/あめ/のどあめ、袋入り（104g入り）/1袋(円),192,192,192,186,平成19年10月から基本銘柄改正
（菓子類）/塩せんべい/うるち米粉製せんべい、普通品/100g(円),146,141,138,140,
（菓子類）/かわらせんべい/小麦粉製せんべい、並/100g(円),126,128,129,128,
（菓子類）/チョコレート/「明治ミルクチョコレート」70g/1枚(円),97,94,94,96,
（菓子類）/落花生/バターピーナッツ/100g(円),107,105,106,105,
（菓子類）/チューインガム/粒ガム「キシリトールガム」（14粒入り）/1個(円),119,120,120,120,
（菓子類）/アイスクリーム/バニラアイスクリーム､カップ入り(120ML入り)、｢ハーゲンダッツバニラ｣/1個(円),257,256,257,257,
（菓子類）/ポテトチップス/袋入り（65～110g入り）、成型ポテトチップスを除く/100g(円),148,164,160,147,
（菓子類）/ゼリー/フルーツゼリー、果肉入り、カップ入り（180～260g入り）/1個(円),134,136,135,136,
（調理食品）/弁当/持ち帰り弁当幕の内並/1個(円),551,540,540,540,
（調理食品）/サンドイッチ/タマゴサンド/100g(円),174,172,172,175,
（調理食品）/おにぎり/さけ入り、並/1個(円),120,121,121,121,
（調理食品）/冷凍調理ピラフ/えびピラフ、袋入り（450～500g入り）/100g(円),469,98,103,100,平成19年8月から基本銘柄改正
（調理食品）/すし(弁当)/持ち帰りずし、にぎりずし、8～10個入り、並/1パック(円),682,710,713,713,
（調理食品）/調理パスタ/電子レンジ専用パスタ、箱入り(200g入り)、「カゴメデリ」/1箱(円),238,236,247,227,
（調理食品）/うなぎかば焼き/国産品、長焼き、1匹（120～210g）、並/100g(円),723,702,699,695,平成19年1月から基本銘柄改正
（調理食品）/野菜サラダ/並、ポテトサラダ/100g(円),131,134,131,132,
（調理食品）/煮豆/金時豆/100g(円),115,122,123,123,
（調理食品）/コロッケ/並/100g(円),106,106,105,105,
（調理食品）/豚カツ/ロース100g程度を揚げたもの/1枚(円),373,366,356,365,
（調理食品）/からあげ/鶏肉、骨なし/100g(円),173,174,175,175,
（調理食品）/冷凍調理コロッケ/油調理済みコロッケ、ポテトタイプ、パッケージ入り/100g(円),137,140,143,145,
（調理食品）/冷凍調理ハンバーグ/6個入り、内容量156～162g/1袋(円),254,242,246,241,
（調理食品）/調理カレー/「ククレカレー」又は「ボンカレーゴールド21」（210g）/1箱(円),148,152,152,149,
（調理食品）/ぎょうざ/蒸しぎょうざ（冷蔵）、肉入り、10～15個入り/100g(円),85,90,86,88,
（調理食品）/混ぜごはんのもと/五目ずしの素、袋入り（282．8g入り）/1袋(円),340,354,329,336,
（飲料）/緑茶/番茶、上/100g(円),326,        -,        -,        -,平成19年1月調査から廃止
（飲料）/緑茶/せん茶、中/100g(円),640,640,643,641,
（飲料）/紅茶/ティーバッグ、25袋入り/1箱(円),288,272,267,258,
（飲料）/緑茶飲料/ペットボトル入り（500mL入り）/1本(円),113,108,105,108,
（飲料）/インスタントコーヒー/瓶入り（100g入り）/1本(円),662,670,678,686,
（飲料）/コーヒー豆/粉、モカブレンド、袋入り（250g入り）/1袋(円),542,523,502,540,
（飲料）/コーヒー飲料/コーヒー、缶入り（190g入り）/1缶(円),104,101,98,98,
（飲料）/果実飲料/濃縮還元ジュース、紙容器入り（1，000mL入り）/1本(円),194,208,210,203,
（飲料）/果実飲料/20～30％果実果汁、ペットボトル入り（1500mL入り）/1本(円),116,227,235,232,平成19年1月から基本銘柄改正
（飲料）/野菜ジュース/トマトジュース、ペットボトル入り（900g入り）「カゴメ」/1本(円),302,277,289,272,
（飲料）/コーラ/ペットボトル入り（500mL入り）、「コカ・コーラ」/1本(円),113,109,116,112,平成19年1月から基本銘柄改正
（飲料）/乳酸菌飲料/「カルピス、紙容器入りmL500mL入り）」/1本(円),359,344,374,364,
（飲料）/乳酸菌飲料/配達1本月ぎめ、「ヤクルト400（80mL入り）」/1本(円),37,74,74,74,平成19年1月から基本銘柄改正
（飲料）/スポーツドリンク/ペットボトル入り（500mL入り）/1本(円),119,118,118,119,
（飲料）/ミネラルウォーター/ペットボトル入り（2000mL入り)/1本(円),169,165,166,169,
（酒類）/清酒/特撰又は特撰に相当する本醸造酒､瓶詰(1800mL入り)/1本(円),2178,        -,        -,        -,平成19年1月調査から廃止
（酒類）/清酒/上撰又は上撰に相当する普通酒、瓶詰(1800mL入り)/1本(円),1821,        -,        -,        -,平成19年1月調査から廃止
（酒類）/清酒/普通酒、紙容器入り(2000mL入り)、13度以上16度未満/1本(円),1193,1182,1180,1177,
（酒類）/焼ちゅう/乙類、アルコール分25度（1800mL入り）/1本(円),1579,1573,1573,1573,
（酒類）/チューハイ/缶入り（350mL入り）/1缶(円),131,134,135,134,
（酒類）/ビール（国産品）/淡色、缶入り（350mL入り）、6缶入り/1パック(円),1203,1190,1194,1194,
（酒類）/ビール（輸入品）/淡色、缶入り（350mL入り）/1缶(円),207,        -,        -,        -,平成19年1月調査から廃止
（酒類）/発泡酒/缶入り（350mL入り）6缶入り、麦芽使用率25％未満/1パック(円),838,828,829,829,
（酒類）/ウイスキー（輸入品）/瓶詰（700mL入り）「シーバスリーガル12年」/1本(円),2780,        -,        -,        -,平成19年1月調査から廃止
（酒類）/ウイスキー（国産品）/瓶詰（750mL入り）「サントリー＜リザーブ10年＞」/1本(円),2191,        -,        -,        -,平成19年1月調査から廃止
（酒類）/ウイスキー（国産品）/瓶入り（700mL入り）「サントリーウイスキー角瓶」/1本(円),1367,1341,1332,1346,平成19年1月から基本銘柄改正
（酒類）/ウイスキー（国産品）/瓶詰（640mL入り）「サントリー＜レッド＞」/1本(円),900,        -,        -,        -,平成19年1月調査から廃止
（酒類）/ぶどう酒/瓶詰（720mL入り）、アルコール分15％未満/1本(円),369,360,356,365,
（酒類）/ぶどう酒/輸入品、瓶詰（750mL入り）、「ボジョレー（赤）」/1本(円),1159,1331,1335,1329,
（外食）/かけうどん/並/1杯(円),511,517,517,517,
（外食）/中華そば/ラーメン/1杯(円),555,562,582,582,
（外食）/スパゲッティ（外食）/ミート・ソース/1皿(円),760,751,754,754,
（外食）/すし(外食）/にぎりずし（江戸前）、並/1人前(円),1205,1236,1236,1236,
（外食）/すし(外食）/のり巻（かんぴょう入り）、並/1人前(円),887,        -,        -,        -,平成19年1月調査から廃止
（外食）/すし(外食）/回転ずし店におけるにぎりずし、まぐろ(赤身)、2個/1皿(円),141,130,130,130,
（外食）/親子どんぶり/並/1杯(円),823,808,808,809,
（外食）/天どん/えび天どん、並/1杯(円),984,970,970,970,
（外食）/カレーライス//1皿(円),669,670,670,678,
（外食）/ぎょうざ（外食）/焼きぎょうざ/1人前(円),386,360,373,373,
（外食）/ハンバーガー/ハンバーガー店におけるハンバーガー/1個(円),130,124,123,123,
（外食）/牛どん/並/1杯(円),371,384,384,367,
（外食）/ハンバーグ/定食/1人前(円),979,948,946,946,
（外食）/えびフライ/定食/1人前(円),1380,1359,1359,1359,
（外食）/お子様ランチ/並/1皿(円),670,698,694,688,
（外食）/ピザパイ（配達）/宅配、ミックス（野菜3種類、肉・魚介類2種類程度）、サイズM/1枚(円),2038,2038,2038,2038,
（外食）/焼肉/牛カルビ、並/1人前(円),874,895,921,921,
（外食）/サンドイッチ（外食）/ミックスサンドイッチ/1皿(円),703,701,692,672,
（外食）/コーヒー/喫茶店のコーヒー代/1杯(円),416,411,407,407,
（外食）/ドーナツ/リングドーナツ/1個(円),119,124,124,124,
（外食）/ビール（外食）/飲食店のビール代、中瓶、（500mL入り）/1本(円),527,523,521,519,
（外食）/学校給食費/公立小学校、完全給食、低学年（2年生）/1か月(円),3372,3391,3392,3392,
（外食）/学校給食費/〃〃高学年（5年生）/1か月(円),3904,3905,3904,3904,
（外食）/学校給食費/公立中学校、完全給食、2年生/1か月(円),4335,4375,4402,4402,
（家賃）/民営家賃/民営家賃平均3．3m2/1か月(円),9195,9315,9324,9322,
（家賃）/民営家賃/木造30m2未満3．3m2/1か月(円),9585.13,9453.84,9453.2,9457.03,
（家賃）/民営家賃/木造30m2以上3．3m2/1か月(円),6166.62,6885.32,6885.32,6885.32,
（家賃）/公営家賃/公営家賃平均3．3m2/1か月(円),3446,3487,3486,3486,
（家賃）/公営家賃/都営住宅3．3m2/1か月(円),1793,1790,1786,1782,
（家賃）/公営家賃/区営住宅3．3m2/1か月(円),1797,1834,1832,1828,
（家賃）/公営家賃/都市再生機構住宅3．3m2/1か月(円),4967,5009,5011,5013,
（家賃）/公営家賃/都住宅供給公社住宅3．3m2/1か月(円),5084,5243,5245,5269,
（設備修繕・維持）/浴槽/ステンレス製、容量280～300L、埋込式、中級品/1台(円),76020,78095,78095,78095,
（設備修繕・維持）/温水洗浄便座/シートタイプ、脱臭機能・温風乾燥機能付き、リモコン付き、/1台(円),69660,75979,70709,70750,平成19年7月から基本銘柄改正
（設備修繕・維持）/給湯機/ガス給湯専用機、屋外壁掛型、台所リモコン付き/1台(円),91340,93025,93025,93025,
（設備修繕・維持）/システムキッチン/標準タイプ、I型、〔天板材質〕ステンレス、3口コンロ/1式(円),352499,361104,361104,361104,
（設備修繕・維持）/板材/集成材、パイン14～18mm×300mm×900～910mm/1枚(円),1354,1332,1361,1409,
（設備修繕・維持）/錠/シリンダー錠、玄関ドア用、カギ3本付き/1個(円),4447,4447,4447,4447,
（設備修繕・維持）/塗料/合成樹脂塗料、水性塗料、0．7L入り/1缶(円),1601,1599,1599,1599,
（設備修繕・維持）/畳表取替費/備後表、経綿糸、ヘリ化繊、中級品、工賃含む/1枚(円),6828,6923,6923,6923,
（設備修繕・維持）/板ガラス取替費/フロート板ガラス厚さ3㎜、81cm×91cm、出張施工/1枚(円),8933,9005,9005,9005,
（設備修繕・維持）/ふすま張替費/和ふすま、押し入れ（表面）〔紙〕新鳥の子、袋貼り1回/1枚(円),3635,3635,3635,3635,
（設備修繕・維持）/大工手間代/家屋修理、常用1人分/1日(円),19500,18896,18979,18979,
（設備修繕・維持）/左官手間代/壁塗り、木造、常用1人分/1日(円),18490,18488,18488,18488,
（設備修繕・維持）/植木職手間代/庭木樹木せん定、1人分日当/1日(円),20600,20600,20600,20600,
（設備修繕・維持）/塀工事費/〔ブロック〕A種、厚さ100㎜/1m2(円),14790,14251,14251,14251,
（設備修繕・維持）/水道工事費/給水工事、宅地内埋設工事/1m(円),4370,4412,4454,4537,
（設備修繕・維持）/ルームエアコン取付け料/標準取付工事、セパレート型、冷房2．8KW/1回(円),13160,14052,13619,13850,平成19年1月から基本銘柄改正
