分類/品目/銘柄/単位,2006年2月,2006年12月,2007年1月,2007年2月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ(5kg入り）/1袋(円),2771,2705,2714,2706,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く(5kg入り）/1袋(円),2356,2312,2339,2306,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋(円),2013,1978,1979,1979,
（穀類）/もち米/国内産、精米、複数原料米(1～2kg入り）/1kg(円),623,612,624,625,
（穀類）/食パン/普通品/1kg(円),414,405,405,405,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g(円),88,87,87,86,
（穀類）/カレーパン/揚げパン、普通品/100g(円),92,96,96,98,
（穀類）/ゆでうどん/1食入り（200～250g入り）、普通品/1袋(円),78,79,79,79,
（穀類）/干しうどん/普通品/1kg(円),505,502,504,501,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋(円),155,153,149,154,
（穀類）/即席めん/即席カップめん、中華タイプ、「カップヌードル(77g入り)」/1個(円),136,137,134,138,
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋(円),261,255,261,262,
（穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワー」/1袋(円),191,191,193,190,
（穀類）/もち/包装生もち/1kg(円),1109,1032,1008,1051,
（魚介類）/まぐろ/めばち又はきはだ、刺身用、さく、赤身/100g(円),393,419,421,426,
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g(円),119,96,119,91,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g(円),121,100,120,86,
（魚介類）/かつお/切り身（刺身用）/100g(円),        -,        -,        -,        -,
（魚介類）/かれい/まがれい、あかがれい、むしがれい又はまこがれい、丸（長さ約20cm以上）/100g(円),174,161,185,170,平成19年1月から基本銘柄改正
（魚介類）/さけ/トラウトサーモン､ぎんざけ､アトランティックサーモン､べにざけ､又はキングサーモン､切り身/100g(円),219,247,251,251,
（魚介類）/さば/まさば、切り身/100g(円),124,101,121,119,平成19年1月から基本銘柄改正
（魚介類）/さんま/丸（長さ約25cm以上）/100g(円),67,68,70,70,
（魚介類）/たい/まだい、刺身用、さく/100g(円),222,224,585,597,平成19年1月から基本銘柄改正
（魚介類）/ぶり/切り身/100g(円),233,270,270,253,
（魚介類）/いか/するめいか/100g(円),94,99,95,88,
（魚介類）/たこ/まだこ（ゆでもの）/100g(円),249,264,261,255,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g(円),254,259,259,262,
（魚介類）/あさり/殻付き/100g(円),119,117,118,120,
（魚介類）/かき/まがき、むき身/100g(円),290,320,300,278,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g(円),216,216,207,213,
（魚介類）/塩さけ/ぎんざけ、切り身/100g(円),180,173,178,169,
（魚介類）/たらこ/並/100g(円),665,577,559,554,
（魚介類）/しらす干し/並/100g(円),461,467,462,476,
（魚介類）/干しあじ/まあじ、開き、並/100g(円),166,163,169,167,
（魚介類）/丸干しいわし/まいわし（長さ約12cm）、並/100g(円),141,131,123,124,
（魚介類）/煮干し/かたくちいわし、小羽（約6cm）、上/100g(円),286,265,263,276,
（魚介類）/ししゃも/子持ちししゃも、カラフトシシャモ、パック入り（8～12匹入り/100g(円),215,185,170,167,平成19年1月から基本銘柄改正
（魚介類）/さつま揚げ/並/100g(円),93,94,96,94,
（魚介類）/ちくわ/焼ちくわ（冷凍ものを除く）、並/100g(円),113,111,109,107,
