分類/品目/銘柄/単位,2006年3月,2007年1月,2007年2月,2007年3月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ(5kg入り）/1袋(円),2727,2714,2706,2727,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く(5kg入り）/1袋(円),2355,2339,2306,2327,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋(円),1990,1979,1979,1979,
（穀類）/もち米/国内産、精米、複数原料米(1～2kg入り）/1kg(円),610,624,625,606,
（穀類）/食パン/普通品/1kg(円),404,405,405,404,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g(円),88,87,86,87,
（穀類）/カレーパン/揚げパン、普通品/100g(円),92,96,98,95,
（穀類）/ゆでうどん/1食入り（200～250g入り）、普通品/1袋(円),79,79,79,79,
（穀類）/干しうどん/普通品/1kg(円),507,504,501,506,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋(円),155,149,154,151,
（穀類）/即席めん/即席カップめん、中華タイプ、「カップヌードル(77g入り)」/1個(円),134,134,138,137,
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋(円),267,261,262,259,
（穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワー」/1袋(円),193,193,190,194,
（穀類）/もち/包装生もち/1kg(円),1053,1008,1051,1051,
（魚介類）/まぐろ/めばち又はきはだ、刺身用、さく、赤身/100g(円),392,421,429,425,
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g(円),116,119,99,110,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g(円),113,120,93,104,
（魚介類）/かつお/切り身（刺身用）/100g(円),274,        -,        -,282,
（魚介類）/かれい/まがれい、あかがれい、むしがれい又はまこがれい、丸（長さ約20cm以上）/100g(円),185,185,185,214,平成19年1月から基本銘柄改正
（魚介類）/さけ/トラウトサーモン､ぎんざけ､アトランティックサーモン､べにざけ､又はキングサーモン､切り身/100g(円),222,251,251,259,
（魚介類）/さば/まさば、切り身/100g(円),130,121,128,132,平成19年1月から基本銘柄改正
（魚介類）/さんま/丸（長さ約25cm以上）/100g(円),64,70,71,70,
（魚介類）/たい/まだい、刺身用、さく/100g(円),218,585,606,595,平成19年1月から基本銘柄改正
（魚介類）/ぶり/切り身/100g(円),231,270,262,260,
（魚介類）/いか/するめいか/100g(円),116,95,82,100,
（魚介類）/たこ/まだこ（ゆでもの）/100g(円),251,261,255,261,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g(円),251,259,262,268,
（魚介類）/あさり/殻付き/100g(円),117,118,120,116,
（魚介類）/かき/まがき、むき身/100g(円),262,300,272,248,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g(円),216,207,213,210,
（魚介類）/塩さけ/ぎんざけ、切り身/100g(円),182,178,169,168,
（魚介類）/たらこ/並/100g(円),647,559,554,548,
（魚介類）/しらす干し/並/100g(円),473,462,476,465,
（魚介類）/干しあじ/まあじ、開き、並/100g(円),170,169,167,159,
（魚介類）/丸干しいわし/まいわし（長さ約12cm）、並/100g(円),139,123,124,127,
（魚介類）/煮干し/かたくちいわし、小羽（約6cm）、上/100g(円),283,263,276,264,
（魚介類）/ししゃも/子持ちししゃも、カラフトシシャモ、パック入り（8～12匹入り/100g(円),204,170,167,168,平成19年1月から基本銘柄改正
（魚介類）/さつま揚げ/並/100g(円),100,96,94,98,
（魚介類）/ちくわ/焼ちくわ（冷凍ものを除く）、並/100g(円),110,109,107,108,
（魚介類）/かまぼこ/蒸かまぼこ、板付き、100g～160g、普通品/100g(円),157,165,166,163,平成18年6月から基本銘柄改正
（魚介類）/かつお節/かつおぶし削りぶし、パック入り（3g×5袋入り）、普通品/1パック(円),134,132,137,137,
（魚介類）/塩辛/いかの塩辛、並/100g(円),265,203,200,192,
（魚介類）/魚みそ漬/さわら又はさけ、並/100g(円),240,236,226,219,平成19年1月から基本銘柄改正
（魚介類）/あさりつくだ煮/並/100g(円),372,411,413,409,
（魚介類）/まぐろ缶詰/油漬、きはだまぐろ、フレーク、内容量80g入り/1缶(円),157,155,151,151,
（肉類）/牛肉/国産品、ロース/100g(円),852,884,867,888,平成19年1月から基本銘柄改正
（肉類）/牛肉/肩肉/100g(円),478,        -,        -,        -,平成19年1月調査から廃止
（肉類）/牛肉/輸入品、チルド（冷蔵）、ロース（肩ロースは除く）/100g(円),329,341,355,337,
（肉類）/豚肉/ロース/100g(円),240,240,239,241,
