種別,区分,性別,卒業者数（人）,卒業者数／高等学校等進学者（Ａ）（人）,卒業者数／高等学校等進学者（Ａ）／高等学校本科（人）,卒業者数／高等学校等進学者（Ａ）／高等学校本科／全日制（人）,卒業者数／高等学校等進学者（Ａ）／高等学校本科／定時制（人）,卒業者数／高等学校等進学者（Ａ）／高等学校本科／通信制（人）,卒業者数／高等学校等進学者（Ａ）／中等教育学校後期課程本科（人）,卒業者数／高等学校等進学者（Ａ）／中等教育学校後期課程本科／全日制（人）,卒業者数／高等学校等進学者（Ａ）／中等教育学校後期課程本科／定時制（人）,卒業者数／高等学校等進学者（Ａ）／高等学校別科（人）,卒業者数／高等学校等進学者（Ａ）／中等教育学校後期課程別科（人）,卒業者数／高等学校等進学者（Ａ）／高等専門学校（人）,卒業者数／高等学校等進学者（Ａ）／特別支援学校高等部（人）,卒業者数／高等学校等進学者（Ａ）／特別支援学校高等部／本科（人）,卒業者数／高等学校等進学者（Ａ）／特別支援学校高等部／別科（人）,卒業者数／専修学校（高等課程）進学者（Ｂ）（人）,卒業者数／専修学校（一般課程）等入学者（Ｃ）（人）,卒業者数／専修学校（一般課程）等入学者（Ｃ）／専修学校（一般課程）（人）,卒業者数／専修学校（一般課程）等入学者（Ｃ）／各種学校（人）,卒業者数／公共職業能力開発施設等入学者（Ｄ）（人）,卒業者数／就職者等（左記Ａ～Ｄを除く（Ｅ）／自営業主等（人）,卒業者数／就職者等（左記Ａ～Ｄを除く（Ｅ）／常用雇用者／無期雇用労働者（人）,卒業者数／就職者等（左記Ａ～Ｄを除く（Ｅ）／常用雇用者／有期雇用労働者（人）,卒業者数／就職者等（左記Ａ～Ｄを除く（Ｅ）／臨時労働者（人）,卒業者数／左記以外の者（F）（人）,卒業者数／不詳・死亡（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）／Ａのうち（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）／Ｂのうち（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）／Ｃのうち（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）／Ｄのうち（人）,左記Ｅ有期雇用労働者のうち雇用契約期間が一年以上、かつフルタイム勤務相当の者（再掲）（人）,左記Ｆのうち社会福祉施設等入所、通所者（再掲）（人）,高等学校等進学率（％）,就職者総数（再掲）（人）,卒業者に占める就職者の割合（％）
総数（国・公・私立）,総数,総数（男・女）,882,875,13,10,－,3,－,－,－,－,－,－,862,862,－,－,－,－,－,－,－,1,－,－,6,－,－,－,－,－,－,－,1,99.2,1,0.1
総数（国・公・私立）,総数,男,555,552,4,4,－,－,－,－,－,－,－,－,548,548,－,－,－,－,－,－,－,1,－,－,2,－,－,－,－,－,－,－,1,99.5,1,0.2
総数（国・公・私立）,総数,女,327,323,9,6,－,3,－,－,－,－,－,－,314,314,－,－,－,－,－,－,－,－,－,－,4,－,－,－,－,－,－,－,－,98.8,－,－
総数（国・公・私立）,視覚障害,総数（男・女）,20,20,－,－,－,－,－,－,－,－,－,－,20,20,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,100,－,－
総数（国・公・私立）,視覚障害,男,10,10,－,－,－,－,－,－,－,－,－,－,10,10,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,100,－,－
総数（国・公・私立）,視覚障害,女,10,10,－,－,－,－,－,－,－,－,－,－,10,10,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,100,－,－
総数（国・公・私立）,聴覚障害,総数（男・女）,54,53,9,7,－,2,－,－,－,－,－,－,44,44,－,－,－,－,－,－,－,1,－,－,－,－,－,－,－,－,－,－,－,98.1,1,1.9
総数（国・公・私立）,聴覚障害,男,29,28,2,2,－,－,－,－,－,－,－,－,26,26,－,－,－,－,－,－,－,1,－,－,－,－,－,－,－,－,－,－,－,96.6,1,3.4
総数（国・公・私立）,聴覚障害,女,25,25,7,5,－,2,－,－,－,－,－,－,18,18,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,100,－,－
総数（国・公・私立）,知的障害,総数（男・女）,626,623,－,－,－,－,－,－,－,－,－,－,623,623,－,－,－,－,－,－,－,－,－,－,3,－,－,－,－,－,－,－,－,99.5,－,－
総数（国・公・私立）,知的障害,男,421,420,－,－,－,－,－,－,－,－,－,－,420,420,－,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－,－,－,－,99.8,－,－
総数（国・公・私立）,知的障害,女,205,203,－,－,－,－,－,－,－,－,－,－,203,203,－,－,－,－,－,－,－,－,－,－,2,－,－,－,－,－,－,－,－,99,－,－
総数（国・公・私立）,肢体不自由,総数（男・女）,181,178,3,3,－,－,－,－,－,－,－,－,175,175,－,－,－,－,－,－,－,－,－,－,3,－,－,－,－,－,－,－,1,98.3,－,－
