市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,医療機関の種類,住所,方書,緯度,経度,電話番号,内線番号,FAX番号,法人番号,法人の名称,医療機関コード,診療曜日,診療開始時間,診療終了時間,診療日時特記事項,時間外における対応,診療科目,病床数,URL,備考
132217,,東京都,清瀬市,"医療法人財団　
きよせ旭が丘記念病院",イリョウホウジンザイダンキヨセアサヒガオカキネンビョウイン,,清瀬市旭が丘１－６１９－１５,,,,042-491-2121,,,,,,,,,,,内・呼内・循内・腎内・消内・外・消外・乳外・整・脳外・ひ・皮・血内,,,東京都保有のデータ
132217,,東京都,清瀬市,"医療法人社団雅会　
山本病院",イリョウホウジンシャダンミヤビカイヤマモトビョウイン,,清瀬市野塩１－３２８,,,,042-491-0706,,,,,,,,,,,内・皮・外・ひ・整・リハ,,,東京都保有のデータ
132217,,東京都,清瀬市,"医療法人社団弘善会　
清瀬富士見病院",イリョウホウジンシャダンコウゼンカイキヨセフジミビョウイン,,清瀬市中清戸５－２７,,,,042-492-0311,,,,,,,,,,,精,,,東京都保有のデータ
132217,,東京都,清瀬市,"公益財団法人結核予防会　
複十字病院",コウエキザイダンホウジンケッカクヨボウカイフクジュウジビョウイン,,清瀬市松山３－１－２４,,,,042-491-4111,,,,,,,,,,,内・呼内・消内・循内・精・外・整・呼外・消外・乳外・眼・耳・皮・ひ・リハ・放・麻・歯・ア・病診・糖内・リウ,,,東京都保有のデータ
132217,,東京都,清瀬市,救世軍清瀬病院,キュウセイグンキヨセビョウイン,,清瀬市竹丘１－１７－９,,,,042-491-1411,,,,,,,,,,,内・循内・呼内・皮・リハ,,,東京都保有のデータ
132217,,東京都,清瀬市,"医療法人財団保養会　
竹丘病院",イリョウホウジンザイダンホヨウカイタケオカビョウイン,,清瀬市竹丘２－３－７,,,,042-491-6111,,,,,,,,,,,内・皮・リハ・消内,,,東京都保有のデータ
132217,,東京都,清瀬市,"独立行政法人国立病院機構　
東京病院",ドクリツギョウセイホウジンコクリツビョウインキコウトウキョウビョウイン,,清瀬市竹丘３－１－１,,,,042-491-2111,,,,,,,,,,,内・呼内・循内・小・ア・外・整・呼外・眼・耳・ひ・リハ・放・麻・歯・消内・消外・病診・感染内・リウ・脳内,,,東京都保有のデータ
132217,,東京都,清瀬市,"社会福祉法人上宮会　
清瀬リハビリテーション病院",シャカイフクシホウジンジョウグウカイキヨセリハビリテーションビョウイン,,清瀬市竹丘３－３－３３,,,,042-493-6111,,,,,,,,,,,内・小・リハ・歯,,,東京都保有のデータ
132217,,東京都,清瀬市,"医療法人社団雄心会　
山?病院",イリョウホウジンシャダンユウシンカイヤマザキビョウイン,,清瀬市竹丘３－４－２５,,,,042-491-2711,,,,,,,,,,,精,,,東京都保有のデータ
132217,,東京都,清瀬市,"社会福祉法人信愛報恩会　
信愛病院",シャカイフクシホウジンシンアイホウオンカイシンアイビョウイン,,清瀬市梅園２－５－９,,,,042-491-3211,,,,,,,,,,,内・呼内・消内・循内・整・脳外・リハ・精,,,東京都保有のデータ
132217,,東京都,清瀬市,ベトレヘムの園病院,ベトレヘムノソノビョウイン,,清瀬市梅園３－１４－７２,,,,042-491-2525,,,,,,,,,,,内・整・耳・皮・リハ・脳外,,,東京都保有のデータ
132217,,東京都,清瀬市,医療法人社団岸清会　清瀬下宿中央診療所,イリョウホウジンシャダンガンセイカイキヨセシタジュクチュウオウシンリョウジョ,,清瀬市下宿２－３９１－７,,,,042-491-2217,,,,,,,,,,,内・皮・ひ・胃・呼・小,,,東京都保有のデータ
132217,,東京都,清瀬市,酒田クリニック,サカタクリニック,,清瀬市野塩５－２８０－２,,,,042-496-7328,,,,,,,,,,,心内・内・漢内・老内・病診・皮・小・消内・神内・精・リハ,,,東京都保有のデータ
132217,,東京都,清瀬市,医療法人視心会　清瀬えのき眼科,イリョウホウジンシシンカイキヨセエノキガンカ,,清瀬市下清戸５－８５８－２,,,,042-491-7766,,,,,,,,,,,眼,,,東京都保有のデータ
132217,,東京都,清瀬市,北多摩クリニック,キタタマクリニック,,清瀬市上清戸２－１－４１,,,,042-496-7760,,,,,,,,,,,内,,,東京都保有のデータ
132217,,東京都,清瀬市,キヨセ北口皮フ科,キヨセキタグチヒフカ,,清瀬市元町１－１－１０,サンファスト清瀬２階２１９号室,,,042-492-2313,,,,,,,,,,,皮・ア,,,東京都保有のデータ
132217,,東京都,清瀬市,とみまつ小児科循環器クリニック,トミマツショウニカジュンカンキクリニック,,清瀬市元町１－１－１４,"プランドールＪ
２階",,,042-497-3456,,,,,,,,,,,小・循内・ア,,,東京都保有のデータ
132217,,東京都,清瀬市,医療法人社団ホスピティウム聖十字会　中島医院,イリョウホウジンシャダンホスピティウムセイジュウジカイナカジマイイン,,清瀬市元町１－３－４５,玉春堂ビル３階、４階、５階,,,042-495-6727,,,,,,,,,,,内・小・リハ・精・心内・ア・呼内・緩内,,,東京都保有のデータ
132217,,東京都,清瀬市,医療法人社団　宇都宮レディースクリニック,イリョウホウジンシャダンウツノミヤレディースクリニック,,清瀬市元町１－４－２６,清瀬パークホームズ１階,,,042-491-0103,,,,,,,,,,,産・婦,,,東京都保有のデータ
132217,,東京都,清瀬市,医療法人社団義英会　三浦整形外科クリニック,イリョウホウジンシャダンギエイカイミウラセイケイゲカクリニック,,清瀬市元町１－４－２６,清瀬パークホームズ１階,,,042-494-6633,,,,,,,,,,,整・リウ・リハ・内,,,東京都保有のデータ
132217,,東京都,清瀬市,医療法人社団華岡会　廣橋小児科・内科医院,イリョウホウジンシャダンハナオカカイヒロハシショウニカ・ナイカイイン,,清瀬市元町１－５－３,,,,042-493-7400,,,,,,,,,,,内・小・放,,,東京都保有のデータ
132217,,東京都,清瀬市,宇都宮小児科内科クリニック,ウツノミヤショウニカナイカクリニック,,清瀬市元町１－８－２,清水ビル３階,,,042-491-5556,,,,,,,,,,,小・内,,,東京都保有のデータ
132217,,東京都,清瀬市,つしま眼科,ツシマガンカ,,清瀬市元町１－８－１９,アーク清瀬２０１,,,042-496-2240,,,,,,,,,,,眼,,,東京都保有のデータ
132217,,東京都,清瀬市,清瀬皮フ科・形成外科クリニック,キヨセヒフカ・ケイセイゲカクリニック,,清瀬市元町１－８－１９,アーク清瀬２階Ｃ号室,,,042-495-7550,,,,,,,,,,,皮・形,,,東京都保有のデータ
132217,,東京都,清瀬市,医療法人社団けやき会　はたの耳鼻咽喉科,イリョウホウジンシャダンケヤキカイハタノジビインコウカ,,清瀬市元町１－８－１９,ア－ク清瀬３階,,,042-491-1133,,,,,,,,,,,耳・気,,,東京都保有のデータ
132217,,東京都,清瀬市,清瀬元町しいのクリニック,キヨセモトマチシイノクリニック,,清瀬市元町１－８－１９,アーク清瀬１階,,,042-493-9880,,,,,,,,,,,内・外・整・リハ,,,東京都保有のデータ
132217,,東京都,清瀬市,医療法人社団順洋会　武蔵野総合クリニック,イリョウホウジンシャダンジュンヨウカイムサシノソウゴウクリニック,,清瀬市元町１－８－３０,,,,042-496-7015,,,,,,,,,,,内・外・小・小外・整・ひ・乳内・消内・循内・リハ・腎内・糖内・透内,,,東京都保有のデータ
132217,,東京都,清瀬市,医療法人社団　ふじ井内科クリニック,イリョウホウジンシャダンフジイナイカクリニック,,清瀬市元町１－１１－１４,第一浅見ハイツ１階,,,042-493-7122,,,,,,,,,,,内・消,,,東京都保有のデータ
132217,,東京都,清瀬市,清瀬診療所,キヨセシンリョウジョ,,清瀬市元町１－１３－２７,,,,042-493-2727,,,,,,,,,,,内・消・循・呼・整,,,東京都保有のデータ
132217,,東京都,清瀬市,医療法人社団レニア会　武谷ピニロピ記念　きよせの森コミュニティクリニック武谷眼科・風間内科,イリョウホウジンシャダンレニアカイタケタニピニロピキネンキヨセノモリコミュニティクリニックタケタニガンカ・カザマナイカ,,清瀬市元町２－２－２０,,,,042-491-4141,,,,,,,,,,,眼,,,東京都保有のデータ
