"年月[西暦]","調査項目","設問","選択肢","件数[件]","(全体)[%]","(除不)[%]"
"202003","組織・体制・人材について","Q1-2. 【問１-１において「主任介護支援専門員または介護支援専門員で、常勤兼務に人数を回答された事業所」の方のみ】どのような職種との兼務が多いですか。（あてはまるものすべてに○）","サービス提供責任者","6","10.3","18.8"
"202003","組織・体制・人材について","Q1-2. 【問１-１において「主任介護支援専門員または介護支援専門員で、常勤兼務に人数を回答された事業所」の方のみ】どのような職種との兼務が多いですか。（あてはまるものすべてに○）","訪問介護員（ホームヘルパー）","9","15.5","28.1"
"202003","組織・体制・人材について","Q1-2. 【問１-１において「主任介護支援専門員または介護支援専門員で、常勤兼務に人数を回答された事業所」の方のみ】どのような職種との兼務が多いですか。（あてはまるものすべてに○）","訪問介護以外の介護職","3","5.2","9.4"
"202003","組織・体制・人材について","Q1-2. 【問１-１において「主任介護支援専門員または介護支援専門員で、常勤兼務に人数を回答された事業所」の方のみ】どのような職種との兼務が多いですか。（あてはまるものすべてに○）","看護師又は准看護師","2","3.4","6.3"
"202003","組織・体制・人材について","Q1-2. 【問１-１において「主任介護支援専門員または介護支援専門員で、常勤兼務に人数を回答された事業所」の方のみ】どのような職種との兼務が多いですか。（あてはまるものすべてに○）","保健師","0","0.0","0.0"
"202003","組織・体制・人材について","Q1-2. 【問１-１において「主任介護支援専門員または介護支援専門員で、常勤兼務に人数を回答された事業所」の方のみ】どのような職種との兼務が多いですか。（あてはまるものすべてに○）","社会福祉士","0","0.0","0.0"
"202003","組織・体制・人材について","Q1-2. 【問１-１において「主任介護支援専門員または介護支援専門員で、常勤兼務に人数を回答された事業所」の方のみ】どのような職種との兼務が多いですか。（あてはまるものすべてに○）","生活相談員","5","8.6","15.6"
"202003","組織・体制・人材について","Q1-2. 【問１-１において「主任介護支援専門員または介護支援専門員で、常勤兼務に人数を回答された事業所」の方のみ】どのような職種との兼務が多いですか。（あてはまるものすべてに○）","その他","16","27.6","50.0"
"202003","組織・体制・人材について","Q1-2. 【問１-１において「主任介護支援専門員または介護支援専門員で、常勤兼務に人数を回答された事業所」の方のみ】どのような職種との兼務が多いですか。（あてはまるものすべてに○）","無回答","26","44.8",

"港区保健福祉基礎調査（事業所）・単純集計表・組織体制人材についてQ1-2","Ver202003",,,,,
