全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考,フリーWi[sanitize]Fi,更衣室,シャワー室,飲食物を購入できる場所,トレーニング室,陸上競技,水泳,サッカー,スキー,テニス,ボート,ホッケー,ボクシング,バレーボール,体操,バスケットボール,スケート,レスリング,セーリング,ウエイトリフティング,ハンドボール,自転車競技,ソフトテニス,卓球,軟式野球,相撲,馬術,フェンシング,柔道,ソフトボール,バドミントン,弓道,ライフル射撃,剣道,近代五種,ラグビーフットボール,山岳・スポーツクライミング,カヌー,アーチェリー,空手道,アイスホッケー,銃剣道,クレー射撃,なぎなた,ボウリング,"ボブスレー・リュージュ・スケル,トン",野球,綱引,少林寺拳法,ゲートボール,武術太極拳,ゴルフ,カーリング,パワーリフティング,オリエンテーリング,グラウンド・ゴルフ,トライアスロン,バウンドテニス,エアロビック,バイアスロン,スポーツチャンバラ,ドッジボール,チアリーディング,ペタンク・ブール,ダンススポーツ,拳法競技
131199,,東京都板橋区,小豆沢体育館,アズサワタイイクカン,azusawa gymnasium,小豆沢体育館,1110,,,131199,,東京都板橋区小豆沢3-1-1,東京都,"  板橋区",小豆沢,3-1-1,,,,,,(03)3969-4166,,,,,,,,月火水木金土日,09:00,23:00,終了時間は平日23:00　土日祝21:00 、毎月第2月曜日（国民の祝日にあたる時はその翌日）及び年末年始休館,,,,,有,,,,,,,有,,,,,,,https://www.city.itabashi.tokyo.jp/bunka/1005245/okunai/1005254.html,,,,,有,有,有,有,無,有,無,無,無,無,無,無,有,有,有,無,有,無,無,有,無,無,有,無,無,無,無,有,無,有,無,無,有,無,無,無,無,無,有,無,無,無,無,無,"無",無,有,有,無,有,無,無,無,無,無,無,無,有,無,無,有,有,無,有,有
131199,,東京都板橋区,赤塚体育館,アカツカタイイクカン,"akatsuka gymnasium ",赤塚体育館,1110,,,131199,,"東京都板橋区赤塚5-6-1 ",東京都,"  板橋区",赤塚,5-6-1,,,,,,(03)3938-1966,,,,,,,,月火水木金土日,09:00,23:00,終了時間は平日23:00　土日祝21:00 、毎月第3月曜日（国民の祝日にあたる時はその翌日）及び年末年始休館,,,,,有,,,,,,,有,,,,,,,https://www.city.itabashi.tokyo.jp/bunka/1005245/okunai/1005255.html,,,,,有,有,有,有,無,有,無,無,無,無,無,無,有,有,無,無,無,無,無,有,無,無,有,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,有,無,無,無,無,無,無,無,有,無,無,有,無,無,有,有
131199,,東京都板橋区,"上板橋体育館 ",カミイタバシタイイクカン,kamiitabashi gymnasium,上板橋体育館,1110,,,131199,,"東京都板橋区桜川1-3-1 ",東京都,"  板橋区",桜川,1-3-1,,,,,,(03)5399-6501,,,,,,,,月火水木金土日,09:00,23:00,"終了時間は平日23:00　土日祝21:00 、毎月第2月曜日（国民の祝日にあたる時はその翌日）及び年末年始休館  ",,,,,有,,,,,,,有,,,,,,,https://www.city.itabashi.tokyo.jp/bunka/1005245/okunai/1005257.html,,,,,有,有,有,有,無,有,無,無,無,無,無,無,有,有,有,無,無,無,無,有,無,無,有,無,無,無,無,有,無,有,無,無,有,無,無,無,無,無,有,無,有,無,有,無,"無",無,無,有,無,有,無,無,無,無,無,無,無,有,無,無,有,無,無,有,有
131199,,東京都板橋区,"植村記念加賀スポーツセンター ",ウエムラキネンカガスポーツセンター,"uemura memorial kaga sports center ",植村記念加賀スポーツセンター,1110,,,131199,,"東京都板橋区加賀1-10-5 ",東京都,"  板橋区",加賀,1-10-5,,,,,,(03)3579-2626,,,,,,,,月火水木金土日,09:00,23:00,終了時間は平日23:00　土日祝21:00 、毎月第3月曜日（国民の祝日にあたる時はその翌日）及び年末年始休館,,,,,有,,,,,,,有,,,,,,,https://www.city.itabashi.tokyo.jp/bunka/1005245/okunai/1005256.html,,,,,有,有,有,有,無,有,無,無,無,無,無,無,有,有,有,無,有,無,無,有,無,無,有,無,無,無,無,有,無,有,無,無,有,無,無,無,無,無,有,無,無,無,無,無,"無",無,無,有,無,有,無,無,無,無,無,無,無,有,無,無,有,有,無,有,有
131199,,東京都板橋区,"高島平温水プール ",タカシマダイラオンスイプール,"takashimadaira heated pool ",高島平温水プール,1110,,,131199,,東京都板橋区高島平8-28-1,東京都,"  板橋区",高島平,"8-28-1 ",,,,,,(03)3932-5348,,,,,,,,月火水木金土日,09:00,23:00,終了時間は平日23:00　土日祝21:00 、毎月第2月曜日（国民の祝日にあたる時はその翌日）及び年末年始休館,,,,,有,,,,,,,有,,,,,,,https://www.city.itabashi.tokyo.jp/bunka/1005245/okunai/1005258.html,,,,,有,有,有,有,無,有,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,有,無
131199,,東京都板橋区,和弓場,ワキュウジョウ,japanese archery training hall,和弓場,1120,,,131199,,東京都板橋区小豆沢3-1-1,東京都,"  板橋区",小豆沢,3-1-1,,,,,,(03)3967-8341,,,,,,,,月火水木金土日,,,毎月第2月曜日（国民の祝日にあたる時はその翌日）及び年末年始休館,,,,,無,,,,,,,無,,,,,,,https://www.city.itabashi.tokyo.jp/bunka/1005245/okunai/1005259.html,,,,,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131199,,東京都板橋区,洋弓場,ヨウキュウジョウ,western archery training hall,洋弓場,1121,,,131199,,東京都板橋区東坂下2-21,東京都,"  板橋区",東坂下,2-21,,,,,,(03)3965-4234,,,,,,,,月火水木金土日,,,毎月第2月曜日（国民の祝日にあたる時はその翌日）及び年末年始休館,,,,,有,,,,,,,有,,,,,,,https://www.city.itabashi.tokyo.jp/bunka/1005245/okunai/1005259.html,,,,,有,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131199,,東京都板橋区,浮間舟渡フットサルパーク,ウキマフナドフットサルパーク,ukimafunado futsal park,浮間舟渡フットサルパーク,1104,,,131199,,東京都板橋区舟渡1-10-1新河岸東公園内,東京都,"  板橋区",舟渡,1-10-1,,,,,,(03)3967-4751,,,,,,,,月火水木金土日,,,月により利用時間が異なる,,,,,無,,,,,,,無,,,,,,,https://www.city.itabashi.tokyo.jp/bunka/1005245/okugai/1005262.html,,,,,有,有,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131199,,東京都板橋区,荒川戸田橋サッカー場,アラカワトダバシサッカージョウ,arakawatodabashi soccer field,荒川戸田橋サッカー場,1104,,,131199,,東京都板橋区舟渡2-26 先,東京都,"  板橋区",舟渡,2-26,,,,,,090-8560-0199,,,,,,,,月火水木金土日,,,月により利用時間が異なる,,,,,無,,,,,,,有,,,,,,,https://www.city.itabashi.tokyo.jp/bunka/1005245/okugai/1005263.html,,,,,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131199,,東京都板橋区,小豆沢庭球場,アズサワテイキュウジョウ,azusawa tennis court,小豆沢庭球場,1116,,,131199,,東京都板橋区小豆沢3-1-1,東京都,"  板橋区",小豆沢,3-1-1,,,,,,(03)3967-4894,,,,,,,,月火水木金土日,,,月により利用時間が異なる,,,,,有,,,,,,,無,,,,,,,https://www.city.itabashi.tokyo.jp/bunka/1005245/okugai/1005264.html,,,,,有,無,有,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
