全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考,絵本,雑誌,点字本,視聴覚資料,外国語の本,新聞(全国紙),新聞(地方紙),新聞(その他),地元出身の作家の本コーナー,インターネットを使える端末,インターネットでの蔵書検索,プリンター,フリーWi-Fi,飲食物を購入できる場所,おはなし会,映画会,講座等,閲覧できる場所,映像が見れる場所,自習室,ソファー,キッズスペース,飲み物,食べ物,私語,自習,パソコン作業
131199,,東京都板橋区,中央図書館,チュウオウトショカン,Itabashi central library,,1512,,,131199,,東京都板橋区常盤台4-3-1,東京都,板橋区,常盤台4,3-1,,,,,,(03)6281-0291,,,,,1740071,,板橋区,月火水木金土日,09:00,20:00,第2月曜日、月末、年末年始、特別整理期間は利用不可。,いたばしボローニャ絵本館併設,可,有,無,有,有,有,有,有,,有,有,有,有,有,有,無,有,https://www.city.itabashi.tokyo.jp/library/toshokan/2000494/index.html,,,,有,有,有,有,アイスランド語;アイルランド語;アストゥリアス語;アゼルバイジャン語;アラゴン方言（スペイン語）;アラビア語;アルバニア語;アルメニア語;イタリア語;インドネシア語;ウクライナ語;ウズベク語;ウルドゥ語;英語;エストニア語;オック語;オランダ語;カザフ語;カタロニア語;カレン語;ガリシア語;ギリシャ語;クメール語;クロアチア語;ジョージア語;シンハラ語;スイスジャーマン語;スウェーデン語;スペイン語;スロバキア語;スロヴェニア語;スワヒリ語;セルビア語;タイ語;タガログ語;タミル語;ダリ語;チェコ語;中国語;朝鮮語;ツワナ語;デンマーク語;ドイツ語;トルコ語;ネパール語;ノルウェー語;パシュトー語;バスク語;ハンガリー語;バンバラ語;ビルマ語;ヒンディー語;フィンランド語;フランス語;仏語混成語;フリウリ語;ブルガリア語;ベトナム語;ヘブライ語;ペルシャ語;ベンガル語;ポーランド語;ポルトガル語;マオリ語;マケドニア語;マライ語;マルタ語;モンゴル語;ラオ語;ラジノ語;ラトビア語;リトアニア語;ルーマニア語;ルワンダ語;レトロマン語;ロシア語,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞;福島民報;福島民友,赤旗;赤旗日曜版;公明新聞;サンケイスポーツ;社会新報;自由民主;週間読書人;政府刊行物新聞;図書新聞;日刊工業新聞;日刊スポーツ;日経ヴェリタス;毎日小学生新聞;立憲民主;The Japan Times;人民日報海外版,無,有,有,無,有,有,99,9,,有,有,有,有,有,2,2,3,2,2
131199,,東京都板橋区,赤塚図書館,アカツカトショカン,Akatsuka library,,1512,,,131199,,東京都板橋区赤塚6-38-1赤塚庁舎2階,東京都,板橋区,赤塚6,38-1,赤塚庁舎2階,,,階数,2,(03)3939-5281,,akatsuka@trc-itabashi.jp,,,1750092,,板橋区,月火水木金土日,09:00,20:00,第3月曜日、月末、年末年始、特別整理期間は利用不可。,,可,有,無,無,有,無,有,有,無,有,有,有,有,有,無,有,有,https://www.trc-itabashi.jp/index.html,,,,有,有,有,有,英語;イタリア語,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,スポーツ報知;サンケイスポーツ;公明新聞;しんぶん赤旗,無,有,有,無,無,有,96,24,3,有,有,無,有,有,2,3,3,2,2
131199,,東京都板橋区,清水図書館,シミズトショカン,shimizu library,,1512,,,131199,,東京都板橋区泉町16-16清水地域センター3階,東京都,板橋区,泉町,16-16,清水地域センター3階,,,階数,3,(03)3965-9701,,shimizu-lib@viax.co.jp,,,1740055,,板橋区,月火水木金土日,09:00,20:00,第3月曜日、月末日については利用不可。ただし、祝日、土日は利用可能。その利用可能日の次の日が利用不可。12/29から１/4は利用不可。,,可,有,無,有,有,無,無,有,無,有,無,有,無,有,無,無,有,https://shimizu-lib.jp/,,,,有,有,無,無,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,スポーツ報知;日刊スポーツ,無,有,無,無,無,無,,,,無,無,無,無,有,3,3,3,3,3
131199,,東京都板橋区,蓮根図書館,ハスネトショカン,Hasune library,,1512,,,131199,,東京都板橋区蓮根3-15-1-101,東京都,板橋区,蓮根,3-15-1,都営アパート101,,,階数,1,(03)3965-7351,,,,Facebook:https://www.facebook.com/itabashi.hasune.lib,1740046,,板橋区,月火水木金土日,09:00,20:00,第3月曜日、月末館内整理日、年末年始、特別整理期間は利用不可,,可,有,無,有,有,無,無,有,無,有,無,無,有,有,無,無,有,https://hasune-lib.jp/,,,,有,有,有,有,英語,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,日刊スポーツ;サンケイスポーツ;公明新聞;社会新報;自由民主;立憲民主;朝日中高生新聞;毎日小学生新聞,無,有,有,無,無,無,82,23,6,有,無,無,無,無,2,2,2,2,2
131199,,東京都板橋区,氷川図書館,ヒカワトショカン,,,1512,,,131199,,東京都板橋区氷川町28-9,東京都,板橋区,氷川町,28-9,,,,,,(03)3961-9981,,,,,1730013,,板橋区,月火水木金土日,09:00,20:00,毎月第3月曜日、月末日、12/29～1/4、3/31は終日利用不可。月末日については、土曜・日曜・祝日と重なるときは利用可能。直後の土曜・日曜・祝日以外の日が利用不可。,,可,有,無,有,有,有,有,有,,有,無,無,有,有,,無,有,https://itabashi-lib-hikawa.jp/,,,,有,有,有,有,英語;イタリア語,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,日刊スポーツ;スポーツ報知;日経MJ;赤旗;公明新聞;社会新報;自由民主;立憲民主;The Japan News,無,有,有,無,無,有,81,25,29,有,無,無,有,有,1,3,3,2,2
131199,,東京都板橋区,高島平図書館,タカシマダイラトショカン,,,1512,,,131199,,東京都板橋区高島平3-13-1,東京都,板橋区,高島平3,13-1,,,,,,(03)3939-6565,,,,,1750082,,板橋区,月火水木金土日,09:00,20:00,第3月曜日、月末、年末年始、特別整理期間は利用不可。,,可,有,無,有,有,有,有,有,無,有,無,無,無,有,無,無,有,https://www.trc-itabashi.jp/lib_takashimadaira/main.html,,,,有,有,有,有,英語;中国語;韓国語,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞;高島平新聞,日刊スポーツ;サンケイスポーツ;スポーツ報知;赤旗;公明新聞;社会新報;自由民主;立憲民主;毎日小学生新聞,無,有,有,無,無,有,122,24,16,有,無,無,有,有,1,3,2,2,2
131199,,東京都板橋区,東板橋図書館,ヒガシイタバシトショカン,,,1512,,,131199,,東京都板橋区加賀1-10-15,東京都,板橋区,加賀1,10-15,,,,,,(03)3579-6650,,Itabashi-lib-higashiitabashi@mise.shidax.co.jp,https://itabashi-lib-higashiitabashi.jp/,,1730003,,板橋区,月火水木金土日,09:00,20:00,第3月曜日、月末、12/29～1/4終日利用不可,,可,有,無,有,有,有,無,無,,有,有,無,無,有,無,有,有,https://itabashi-lib-higashiitabashi.jp/,https://itabashi-lib-higashiitabashi.jp/,,,有,有,無,有,英語;独語;仏語;韓国語,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,福島民報;福島民友,サンケイスポーツ;スポーツニッポン;スポーツ報知,無,有,有,有,無,有,73,21,21,有,有,無,無,有,2,3,3,3,2
131199,,東京都板橋区,小茂根図書館,コモネトショカン,komone library,,1512,,,131199,,東京都板橋区小茂根1-6-2,東京都,"板橋区 ",小茂根1,6-2,,,,,,(03)3554-8801,,itabashi-lib-komone@mise.shidax.co.jp,,,1730037,,板橋区,月火水木金土日,09:00,20:00,第3月曜日及び月末、特別整理休館日は利用不可,,可,有,無,有,無,有,有,無,,有,無,無,有,有,有,無,有,https://itabashi-lib-komone.jp/,,,,有,有,有,有,英語;中国語;韓国語,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,無,日刊スポーツ、産経スポーツ,無,有,有,有,有,無,66,24,19,有,無,無,無,無,1,2,3,3,2
131199,,東京都板橋区,西台図書館,ニシダイトショカン,Nishidai Library,西台図書館,1512,,,131199,,東京都板橋区西台3-13-2,東京都,板橋区,西台3,13-2,,35.462634,139.400795,,,(03)5399-1191,,,,,1750045,,板橋区,月火水木金土日,09:00,20:00,第3月曜日（土日祝の場合は翌平日）、年末年始、特別整理期間は利用不可。,,可,,無,有,無,有,,有,,有,有,無,有,無,,無,有,https://nishidai-lib.jp/,,,,有,有,有,有,英語;中国語;韓国語;イタリア語;フランス語;ロシア語;ドイツ語;スペイン語,読売新聞;朝日新聞;毎日新聞;日本経済新聞;産経新聞;毎日小学生新聞,東京新聞,日刊スポーツ;サンケイスポーツ;赤旗;公明新聞;ジャパンタイムズ;ニューヨークタイムズ,無,有,有,無,無,有,109,24,7,有,無,無,有,,2,3,3,2,2
131199,,東京都板橋区,志村図書館,シムラトショカン,shimura library,志村図書館,1512,,,131199,,東京都板橋区小豆沢1-8-1,東京都,板橋区,小豆沢1,8-1,,,,,,(03)5994-3021,,,,,1740051,,板橋区,月火水木金土日,09:00,20:00,第3月曜日、月末、年末年始、特別整理期間は利用不可。,,可,有,無,,有,有,,有,,有,有,無,無,有,無,無,有,,,,,有,有,有,有,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,日刊工業新聞;サンケイスポーツ;ニッカンスポーツ;毎日小学生新聞;赤旗;赤旗日曜版;公明新聞;社会新報;自由民主;立憲民主;The Japan News,無,有,有,有,無,無,63,6,8,有,無,無,有,無,2,2,3,3,2
