"全国地方公共団体コード","法人番号","ID","地方公共団体名","名称","名称_カナ","名称_英語","POIコード","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","高度の種別","高度の値","利用可能曜日","開始時間","終了時間","利用可能日時特記事項","料金(基本)","料金(詳細)","説明","説明_英語","アクセス方法","駐車場情報","車椅子可","車椅子貸出","ツエ貸出","バリアフリートイレ","スロープ、エレベータ、エスカレータ","点字ブロック等の移動支援","点字や読上による支援","盲導犬・介助犬、聴導犬同伴","字幕","筆談対応","優先駐車場","オストメイト対応トイレ","授乳室","おむつ替えコーナー","飲食可否","ベビーカー貸出","ベビーカー利用","連絡先名称","連絡先電話番号","連絡先内線番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","画像","画像_ライセンス","URL","備考"
"131083","","131083A00001","江東区","都立清澄庭園","トリツキヨスミテイエン","Kiyosumi Garden","0611a","131083","","東京都江東区清澄2丁目;3丁目","東京都","江東区","清澄2丁目","3丁目","","35.681708","139.795877","","","","","","詳細はホームページをご覧ください。","","詳細はホームページをご覧ください。","","","","","","","","","","","","","","","","","","","","","","","(03)3641-5892","","","","","1350024","","","https://www.tokyo-park.or.jp/teien/contents/index033.html",""
"131083","","131083A00002","江東区","深川江戸資料館","フカガワエドシリョウカン","Fukagawa Edo Museum","0803a","131083","","東京都江東区白河1-3-28","東京都","江東区","白河1丁目","3-28","","35.681389","139.800675","","","","","","詳細はホームページをご覧ください。","","詳細はホームページをご覧ください。","","","","","","","","","","","","","","","","","","","","","","","(03)3630-8625","","","","","1350021","","","https://www.kcf.or.jp/fukagawa/",""
"131083","","131083A00003","江東区","芭蕉記念館","バショウキネンカン","Basho Memorial Museum","0803a","131083","","東京都江東区常盤1-6-3","東京都","江東区","常盤1丁目","6-3","","35.686165","139.794043","","","","","","詳細はホームページをご覧ください。","","詳細はホームページをご覧ください。","","","","","","","","","","","","","","","","","","","","","","","(03)3631-1448","","","","","1350006","","","https://www.kcf.or.jp/basho/",""
"131083","","131083A00004","江東区","東京都現代美術館","トウキョウトゲンダイビジュツカン","Museum Of Contemporary Art Tokyo","0802a","131083","","東京都江東区三好4-1-1","東京都","江東区","三好4丁目","1-1","","35.679782","139.808192","","","","","","詳細はホームページをご覧ください。","","詳細はホームページをご覧ください。","","","","","","","","","","","","","","","","","","","","","","","(03)5245-4111","","","","","1350022","","","https://www.mot-art-museum.jp/",""
"131083","","131083A00005","江東区","中川船番所資料館","ナカガワフナバンショシリョウカン","Nakagawa Shipping Guard House Museum","0803a","131083","","東京都江東区大島9-1-15","東京都","江東区","大島9丁目","1-15","","35.687747","139.846306","","","","","","詳細はホームページをご覧ください。","","詳細はホームページをご覧ください。","","","","","","","","","","","","","","","","","","","","","","","(03)3636-9091","","","","","1360072","","","https://www.kcf.or.jp/nakagawa/",""
"131083","","131083A00006","江東区","日本科学未来館","ニホンカガクミライカン","National Museum Of Emerging Science And Innovation","0801a","131083","","東京都江東区青海2-3-6","東京都","江東区","青海2丁目","3-6","","35.619379","139.7764","","","","","","詳細はホームページをご覧ください。","","詳細はホームページをご覧ください。","","","","","","","","","","","","","","","","","","","","","","","(03)3570-9253","","","","","1350064","","","https://www.miraikan.jst.go.jp/",""
"131083","","131083A00007","江東区","深川東京モダン館","フカガワトウキョウモダンカン","Fukagawa Tokyo modern house","1001a","131083","","東京都江東区門前仲町1-19-15","東京都","江東区","門前仲町1丁目","19-15","","35.674092","139.794906","","","","","","詳細はホームページをご覧ください。","","無料","","","","","","","","","","","","","","","","","","","","","","","(03)5639-1776","","","","","1350048","","","http://fukagawatokyo.com/",""
"131083","","131083A00008","江東区","亀戸梅屋敷","カメイドウメヤシキ","Kameido Umeyashiki","1001a","131083","","東京都江東区亀戸4-18-8","東京都","江東区","亀戸4丁目","18-8","","35.70148","139.825667","","","","","","詳細はホームページをご覧ください。","","無料(イベントは有料）","","","","","","","","","","","","","","","","","","","","","","","(03)6802-9550","","","","","1360071","","","https://kameido-umeyashiki.com/",""
"131083","","131083A00009","江東区","豊洲市場","トヨスシジョウ","Toyosu Market","4007a","131083","","東京都江東区豊洲6-6-1","東京都","江東区","豊洲6丁目","6-1","","35.644168","139.784298","","","","","","詳細はホームページをご覧ください。","","無料","","","","","","","","","","","","","","","","","","","","","","","(03)3520-8205","","","","","1350061","","","http://www.toyosu-market.or.jp/",""
"131083","","131083A00010","江東区","明治丸","メイジマル","Meiji-maru","0610a","131083","","東京都江東区越中島2-1-6東京海洋大学内","東京都","江東区","越中島2丁目","1-6 東京海洋大学内","","35.667394","139.790269","","","","","","現在、船内の一般公開を中止しています。詳細はホームページをご覧ください。","","無料","","","","","","","","","","","","","","","","","","","","","","","(03)5245-7300","","","","","1350044","","","https://www.kaiyodai.ac.jp/overview/facilities/meijimaru.html",""
"131083","","131083A00011","江東区","夢の島熱帯植物館","ユメノシマネッタイショクブツカン","Yumenoshima Tropical Greenhouse Dome","0801a","131083","","東京都江東区夢の島2-1-2","東京都","江東区","夢の島2丁目","1-2","","35.651335","139.829369","","","","","","詳細はホームページをご覧ください。","","詳細はホームページをご覧ください。","","","","","","","","","","","","","","","","","","","","","","","(03)3522-0281","","","","","1360081","","","http://www.yumenoshima.jp/botanicalhall/",""
"131083","","131083A00012","江東区","東京都虹の下水道館","トウキョウトニジノゲスイドウカン","Tokyo Sewerage Museum “Rainbow”","0803a","131083","","東京都江東区有明2-3-5有明水再生センター5階","東京都","江東区","有明2丁目","3-5 有明水再生センター5階","","35.63345","139.784254","","","","","","詳細はホームページをご覧ください。","","詳細はホームページをご覧ください。","","","","","","","","","","","","","","","","","","","","","","","(03)5564-2458","","","","","1350063","","","https://www.nijinogesuidoukan.jp/",""
"131083","","131083A00013","江東区","東京都立第五福竜丸展示館","トウキョウトリツダイゴフクリュウマルテンジカン","Daigo Fukuryu Maru exhibition hall","0803a","131083","","東京都江東区夢の島2-1-1夢の島公園内","東京都","江東区","夢の島2丁目","1-1 夢の島公園内","","35.651048","139.826301","","","","","","詳細はホームページをご覧ください。","","詳細はホームページをご覧ください。","","","","","","","","","","","","","","","","","","","","","","","(03)3521-8494","","","","","1360081","","","http://d5f.org/",""
"131083","","131083A00014","江東区","東京都水の科学館","トウキョウトミズノカガクカン","Tokyo Water Science Museum","0803a","131083","","東京都江東区有明3-1-8","東京都","江東区","有明3丁目","1-8","","35.63079","139.785567","","","","","","詳細はホームページをご覧ください。","","詳細はホームページをご覧ください。","","","","","","","","","","","","","","","","","","","","","","","(03)3528-2366","","","","","1350063","","","http://www.mizunokagaku.jp/",""
"131083","","131083A00015","江東区","東京臨海部広報展示室 TOKYO ミナトリエ","トウキョウリンカイブコウホウテンジシツTOKYOミナトリエ","Exhibition Rroom Of The Tokyo Waterfront Area""MINATORIE""","0803a","131083","","東京都江東区青海2-4-24青海フロンテイアビル20階","東京都","江東区","青海2丁目","4-24 青海フロンテイアビル20階","","35.617724","139.778557","","","","","","詳細はホームページをご覧ください。","","詳細はホームページをご覧ください。","","","","","","","","","","","","","","","","","","","","","","","(03)5500-2587","","","","","1350064","","","http://www.tokyo-minatorie.com/",""
"131083","","131083A00016","江東区","東京ビッグサイト","トウキョウビッグサイト","Tokyo Big Sight","1017a","131083","","東京都江東区有明3-11-1","東京都","江東区","有明3丁目","11-1","","35.629905","139.794238","","","","","","詳細はホームページをご覧ください。","","無料（特定のイベントを除く）","","","","","","","","","","","","","","","","","","","","","","","(03)5530-1111","","","","","1350063","","","http://www.bigsight.jp/",""
"131083","","131083A00017","江東区","田河水泡・のらくろ館","タガワスイホウ・ノラクロカン","Tagawa Suiho Norakuro-kan","0803a","131083","","東京都江東区森下3-12-17森下文化センター内","東京都","江東区","森下3丁目","12-17 森下文化センター内","","35.685408","139.802078","","","","","","詳細はホームページをご覧ください。","","詳細はホームページをご覧ください。","","","","","","","","","","","","","","","","","","","","","","","(03)5600-8666","","","","","1350004","","","https://www.kcf.or.jp/morishita/josetsu/norakuro/",""
"131083","","131083A00018","江東区","石田波郷記念館","イシダハキョウキネンカン","Ishida Hakyo Memorial Museum","0803a","131083","","東京都江東区北砂5-1-7砂町文化センター内","東京都","江東区","北砂5丁目","1-7 砂町文化センター内","","35.680617","139.831936","","","","","","詳細はホームページをご覧ください。","","詳細はホームページをご覧ください。","","","","","","","","","","","","","","","","","","","","","","","(03)3640-1751","","","","","1360073","","","https://www.kcf.or.jp/sunamachi/josetsu/ishida/",""
