"全国地方公共団体コード","ID","地方公共団体名","施設名称","施設名称_カナ","施設名称_英字","営業の種類","業態","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","施設所在地_都道府県","施設所在地_市区町村","施設所在地_町字","施設所在地_番地以下","施設方書","緯度","経度","施設電話番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","法人名","法人番号","許可番号","初回許可年月日","許可年月日","許可開始日","許可満了日","廃業年月日","申請区分","許可条件","備考"
"131083","131083E00001","江東区","アトレ亀戸コンコース催事（成城石井前）","アトレカメイドコンコースサイジ(セイジョウイシイマエ)","","その他の食料・飲料販売業","食料品販売（製造なし）","131083","","東京都江東区亀戸五丁目1-1アトレ亀戸","東京都","江東区","亀戸5丁目","1-1 アトレ亀戸","","35.697636","139.826044","(090)1046-2203","","","","1360071","株式会社アトレスティル","6010001137388","7-503-00036","2021-06-01","2021-06-01","2021-06-01","","","新規","",""
"131083","131083E00002","江東区","アトレ亀戸コンコース催事（船橋屋跡）","アトレカメイドコンコースサイジ(フナバシヤアト)","","その他の食料・飲料販売業","食料品販売（製造なし）","131083","","東京都江東区亀戸五丁目1-1アトレ亀戸","東京都","江東区","亀戸5丁目","1-1 アトレ亀戸","","35.697638","139.826046","(090)1046-2203","","","","1360071","株式会社アトレスティル","6010001137388","7-503-00035","2021-06-01","2021-06-01","2021-06-01","","","新規","",""
"131083","131083E00003","江東区","株式会社有倉商店","カブシキガイシャアリクラショウテン","","野菜果物販売業","青果物納品業者","131083","","東京都江東区亀戸五丁目33-5","東京都","江東区","亀戸5丁目","33-5","","35.698550","139.830199","(03)3684-1875","","","","1360071","株式会社有倉商店","9010601022219","7-503-00001","2021-06-01","2021-06-01","2021-06-01","","","新規","",""
"131083","131083E00004","江東区","健康壱番館 亀戸店","ケンコウイチバンカン カメイドテン","","その他の食料・飲料販売業","店舗","131083","","東京都江東区亀戸七丁目44-3みどりハイツ店舗","東京都","江東区","亀戸7丁目","44-3 みどりハイツ店舗","","35.696296","139.834331","(03)3638-5073","","","","1360071","株式会社ヘルスウェイ","8010501012238","7-503-00028","2021-06-01","2021-06-01","2021-06-01","","","新規","",""
"131083","131083E00005","江東区","太陽の子 大島五丁目保育園","タイヨウノコ オオジマゴチョウメホイクエン","","集団給食施設","集団給食","131083","","東京都江東区大島五丁目27-13","東京都","江東区","大島5丁目","27-13","","35.686761","139.836032","(03)5609-7651","","","","1360072","ＨＩＴＯＷＡキッズライフ株式会社","8013301017398","7-503-00029","2021-06-01","2021-06-01","2021-06-01","","","新規","",""
"131083","131083E00006","江東区","福地 青果店","フクチ セイカテン","","野菜果物販売業","八百屋","131083","","東京都江東区北砂六丁目24-18","東京都","江東区","北砂6丁目","24-18","","35.682566","139.837364","(03)3648-8761","","","","1360073","","","7-503-00002","2021-06-01","2021-06-01","2021-06-01","","","新規","",""
"131083","131083E00007","江東区","太陽の子潮見保育園","タイヨウノコシオミホイクエン","","集団給食施設","","131083","","東京都江東区潮見一丁目28-8ベイフレール潮見2、3階","東京都","江東区","潮見1丁目","28-8 ベイフレール潮見2、3階","","35.657130","139.815432","(03)6666-5920","","","","1350052","ＨＩＴＯＷＡキッズライフ株式会社","8013301017398","7-503-00008","2021-06-01","2021-06-01","2021-06-01","","","新規","",""
"131083","131083E00008","江東区","北海道コレクション","ホッカイドウコレクション","","その他の食料・飲料販売業","","131083","","東京都江東区有明二丁目1-8有明ガーデン2階","東京都","江東区","有明2丁目","1-8 有明ガーデン2階","","35.638567","139.792724","(080)7641-5678","","","","1350063","株式会社ロケットメイカーズ","3010001203597","7-503-00016","2021-06-01","2021-06-01","2021-06-01","","","新規","",""
"131083","131083E00009","江東区","カレッジショップありあけ館","カレッジショップアリアケカン","","弁当販売業","","131083","","東京都江東区有明三丁目3-3武蔵野大学3館1階","東京都","江東区","有明3丁目","3-3 武蔵野大学3館1階","","35.631234","139.786684","(03)5503-7709","","","","1350063","株式会社エムユービジネスサポート","3012701007492","7-503-00004","2021-06-01","2021-06-01","2021-06-01","","","新規","",""
"131083","131083E00010","江東区","カレッジショップ有明（ありあけ館）","カレッジショップアリアケ(アリアケカン)","","弁当販売業","","131083","","東京都江東区有明三丁目3-3武蔵野大学1館1階","東京都","江東区","有明3丁目","3-3 武蔵野大学1館1階","","35.631234","139.786684","(03)5530-7709","","","","1350063","株式会社エムユービジネスサポート","3012701007492","7-503-00003","2021-06-01","2021-06-01","2021-06-01","","","新規","",""
"131083","131083E00011","江東区","仕立屋甚五郎ダイバーシティ東京プラザ店","シタテヤジンゴロウダイバーシティトウキョウプラザテン","","その他の食料・飲料販売業","","131083","","東京都江東区青海一丁目1-10ダイバーシティ東京プラザ4F","東京都","江東区","青海1丁目","1-10 ダイバーシティ東京プラザ4F","","35.625010","139.775624","(080)2137-1118","","","","1350064","株式会社日本きもの","5011101046141","7-503-00015","2021-06-01","2021-06-01","2021-06-01","","","新規","",""
"131083","131083E00012","江東区","株式会社上野珍味","カブシキガイシャウエノチンミ","","食品の小分け業","食品の小分け業","131083","","東京都江東区亀戸四丁目30-2","東京都","江東区","亀戸4丁目","30-2","","35.703978","139.827961","(03)3637-9028","","","","1360071","株式会社上野珍味","3010501010106","1-503-00395","2021-06-02","2021-06-02","2021-06-02","2028-06-30","","新規","",""
"131083","131083E00013","江東区","オーケー株式会社 亀戸店","オーケーカブシキガイシャ カメイドテン","","百貨店、総合スーパー","総合スーパー","131083","","東京都江東区亀戸九丁目4-5","東京都","江東区","亀戸9丁目","4-5","","35.696392","139.840797","(03)5875-2561","","","","1360071","オーケー株式会社","6010801001974","7-503-00025","2021-06-02","2021-06-02","2021-06-02","","","新規","",""
"131083","131083E00014","江東区","東京夢の島マリーナ 船名：アリエス","トウキョウユメノシママリーナ センメイ:アリエス","","その他の食料・飲料販売業","船上で物販販売","131083","","東京都江東区夢の島三丁目2-1","東京都","江東区","夢の島3丁目","2-1","","35.651904","139.831366","(03)5569-2710","","","","1360081","株式会社アズーロジャパン","2120001015470","7-503-00020","2021-06-02","2021-06-02","2021-06-02","","","新規","",""
"131083","131083E00015","江東区","炙りの幸","アブリノサチ","","その他の食料・飲料販売業","","131083","","東京都江東区豊洲四丁目1-2豊洲toskビル1F","東京都","江東区","豊洲4丁目","1-2 豊洲toskビル1F","","35.654633","139.797218","(03)6225-0233","","","","1350061","株式会社オーリー","9010601040823","7-503-00039","2021-06-02","2021-06-02","2021-06-02","","","新規","",""
"131083","131083E00016","江東区","江東亀戸サテライトグローバルキッズ堅川園 分園","コウトウカメイドサテライトグローバルキッズケンカワゾノ ブンエン","","集団給食施設","集団給食","131083","","東京都江東区亀戸二丁目18-5ルアナ亀戸1F","東京都","江東区","亀戸2丁目","18-5 ルアナ亀戸1F","","35.697954","139.823674","(03)3636-8551","","","","1360071","株式会社グローバルキッズ","7011801017596","7-503-00046","2021-06-03","2021-06-03","2021-06-03","","","新規","",""
"131083","131083E00017","江東区","セブン－イレブン 江東亀戸６丁目店","セブンーイレブン コウトウカメイド6チョウメテン","","コンビニエンスストア","コンビニエンスストア","131083","","東京都江東区亀戸六丁目25-5コンフォリア亀戸サウス1階","東京都","江東区","亀戸6丁目","25-5 コンフォリア亀戸サウス1階","","35.695940","139.826098","(03)3685-5390","","","","1360071","","","7-503-00055","2021-06-03","2021-06-03","2021-06-03","","","新規","",""
"131083","131083E00018","江東区","セブン－イレブン江東亀戸７丁目東店","セブンーイレブンコウトウカメイド7チョウメヒガシテン","","コンビニエンスストア","コンビニエンスストア","131083","","東京都江東区亀戸七丁目39-13","東京都","江東区","亀戸7丁目","39-13","","35.697014","139.839894","(03)3638-3033","","","","1360071","","","7-503-00058","2021-06-03","2021-06-03","2021-06-03","","","新規","",""
"131083","131083E00019","江東区","江東亀戸サテライトグローバルキッズ堅川園","コウトウカメイドサテライトグローバルキッズケンカワゾノ","","集団給食施設","集団給食","131083","","東京都江東区亀戸七丁目39-28","東京都","江東区","亀戸7丁目","39-28","","35.696566","139.839488","(03)5609-1077","","","","1360071","株式会社グローバルキッズ","7011801017596","7-503-00047","2021-06-03","2021-06-03","2021-06-03","","","新規","",""
"131083","131083E00020","江東区","セブンイレブン江東亀戸７丁目店","セブンイレブンコウトウカメイド7チョウメテン","","コンビニエンスストア","コンビニエンスストア","131083","","東京都江東区亀戸七丁目43-2ハイム丸共1階","東京都","江東区","亀戸7丁目","43-2 ハイム丸共1階","","35.696714","139.834255","(03)3683-6326","","","","1360071","株式会社よし野や","5011701014951","7-503-00057","2021-06-03","2021-06-03","2021-06-03","","","新規","",""
"131083","131083E00021","江東区","セブン－イレブン 江東西大島駅西店","セブイーンレブン コウトウニシオオジマエキニシテン","","コンビニエンスストア","コンビニエンスストア","131083","","東京都江東区大島一丁目8-17","東京都","江東区","大島1丁目","8-17","","35.689085","139.822962","(03)3684-3725","","","","1360072","","","7-503-00060","2021-06-03","2021-06-03","2021-06-03","","","新規","",""
"131083","131083E00022","江東区","セブン－イレブン 江東西大島駅前店","セブンーイレブン コウトウニシオオシマエキマエテン","","コンビニエンスストア","コンビニエンスストア","131083","","東京都江東区大島三丁目14-17-1階","東京都","江東区","大島3丁目","14-17 1階","","35.689509","139.828075","(03)3683-3818","","","","1360072","","","7-503-00056","2021-06-03","2021-06-03","2021-06-03","","","新規","",""
"131083","131083E00023","江東区","自然派家族こめ市場北砂店","シゼンハカゾクコメイチバキタスナテン","","米穀類販売業","米穀類販売業","131083","","東京都江東区北砂三丁目38-11","東京都","江東区","北砂3丁目","38-11","","35.679862","139.831230","(03)5690-8152","","","","1360073","株式会社オガワ総業","6030001050861","7-503-00043","2021-06-03","2021-06-03","2021-06-03","","","新規","",""
"131083","131083E00024","江東区","セブン イレブン 江東北砂５丁目店","セブン イレブン コウトウキタスナ5チョウメテン","","コンビニエンスストア","コンビニエンスストア","131083","","東京都江東区北砂五丁目17-35","東京都","江東区","北砂5丁目","17-35","","35.682794","139.834999","(03)3646-7780","","","","1360073","合同会社ｅｔｅｒｎａｌ Ｂｅｌｌ","9011703000748","7-503-00049","2021-06-03","2021-06-03","2021-06-03","","","新規","",""
"131083","131083E00025","江東区","ガリちゃんのぬか漬け屋","ガリチャンノヌカヅケヤ","","その他の食料品製造・加工業","店舗","131083","","東京都江東区北砂七丁目4-2","東京都","江東区","北砂7丁目","4-2","","35.678811","139.834836","","","","","1360073","エッチアンドエムリパブリック株式会社","2010601018842","7-503-00044","2021-06-03","2021-06-03","2021-06-03","","","新規","",""
"131083","131083E00026","江東区","セブンイレブン江東東砂５丁目店","セブンイレブンコウトウヒガシスナ5チョウメテン","","コンビニエンスストア","コンビニエンスストア","131083","","東京都江東区東砂五丁目1-2","東京都","江東区","東砂5丁目","1-2","","35.675826","139.840196","(03)5683-4130","","","","1360074","ケンコーポレーション株式会社","6011702003928","7-503-00050","2021-06-03","2021-06-03","2021-06-03","","","新規","",""
