"全国地方公共団体コード","法人番号","ID","地方公共団体名","イベント名","言語コード","イベント通称","サブタイトル","イベント名_カナ","イベント名_英語","コンテンツURL","状態","キーワード","タグ","対象となる産業","開催パターン","開始日","終了日","開始時間","終了時間","開始日時特記事項","所要時間","掲載開始日","掲載終了日","概要","説明","サブイベント","イベント種類","料金(基本)","料金(詳細)","連絡先名称","連絡先電話番号","連絡先内線番号","主催者","共催団体","関連組織","対象者","対象者備考","場所名称","集合（受付）場所","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","アクセス方法","駐車場情報","駐車場料金","駐輪場情報","Web開催","Web開催URL","ツール・環境","定員","定員備考","料金種別","決済種別","外国語対応","外国語対応備考","開催条件","参加申込終了日","参加申込終了時間","参加申込方法","申込開始日","申込開始時刻","申込URL","URL","授乳室","おむつ替えコーナー","飲食可否","ベビーカー貸出","ベビーカー利用","画像","画像_ライセンス","備考"
"131083","","131083B00001","江東区","第27回国際交流のつどい","","","","ダイニジュウナナカイコクサイコウリュウノツドイ","27th International Friendship Event","","","","","","","2020-03-15","2020-03-15","11:00:00","16:00:00","","","","","","区内在住外国人との交流を通じて多文化を体験できるイベントです。世界の料理やマーケット、国際色豊かなステージ、各国の民族衣装の試着など外国文化のほか、お点前、お香作り、和装の試着など日本文化も体験できます。こどもから大人まで、国籍を問わずお楽しみいただけます。","","","","入場無料。一部飲食物等が有料","江東区地域振興課区民交流担当","(03)3647-4963","","江東区地域振興課","","","","","江東区総合区民センター","","131083","","東京都江東区大島4-5-1","東京都","江東区","大島4丁目","5-1","","35.689078","139.826993","都営地下鉄新宿線 西大島駅 徒歩5分","有","","","","","","","","無料","","","","","","","","","","","https://www.city.koto.lg.jp/kurashi/komyunitei/kokusai/index.html","","","","","","https://www.city.koto.lg.jp/101032/kurashi/komyunitei/kokusai/68.html","","新型コロナウイルス感染症拡大防止のため中止"
"131083","","131083B00002","江東区","第38回江東花火大会","","","","ダイサンジュウハチカイコウトウハナビタイカイ","38th Koto Fireworks Festival","","","","","","","2020-06-06","2020-06-06","19:30:00","20:30:00","小雨決行・荒天中止（順延日なし）","","","","","江東区花火大会は、打ち上げ場所から会場の荒川・砂町水辺公園まではわずか150メートル。川面に映える花火は納涼感、迫力ともに満点です。","","","","","江東区地域振興課区民交流担当","(03)3647-4963","","江東花火大会実行委員会","","","","","荒川・砂町水辺公園","","131083","","東京都江東区東砂8-22先","東京都","江東区","東砂8丁目","22 先","","35.668864","139.843482","東京メトロ東西線 南砂町駅 徒歩15分","無","","","","","","","","無料","","","","小雨決行・荒天中止（順延日なし）","","","","","","","https://www.city.koto.lg.jp/kurashi/komyunitei/hanabi/index.html","","","","","","https://www.city.koto.lg.jp/101032/kurashi/komyunitei/hanabi/67.html","","新型コロナウイルス感染症拡大防止のため中止"
"131083","","131083B00003","江東区","デートDV防止啓発出前講座","","","","デートディーヴイボウシケイハツデマエコウザ","","","","","","","","2020-01-10","2020-01-10","14:35:00","15:25:00","","","","","","デートDV 防止の出前講座","","","0","0","江東区男女共同参画推進センター","(03)5683-0341","","江東区男女共同参画推進センター","江東区立有明中学校","","江東区立有明中学校2年生","","江東区立有明中学校","","131083","","東京都江東区有明2-10-1","東京都","江東区","有明2丁目","10-1","","35.640291","139.796122","東京臨海高速鉄道りんかい線東雲駅徒歩10分・ゆりかもめ有明テニスの森徒歩10分","","","","","","","90","","無料","","","","","","","なし","","","","","","","","","","","","授業の一環として実施するため、一般には募集しない"
"131083","","131083B00004","江東区","仕事と介護の両立研修","","","","シゴトトカイゴノリョウリツケンシュウ","","","","","","","","2020-01-15","2020-01-15","14:00:00","16:00:00","","","","","","中小企業の管理職向け仕事と介護の両立支援","","","0","0","江東区男女共同参画推進センター","(03)5683-0341","","江東区男女共同参画推進センター","","","中小企業管理職、リーダー","","江東区男女共同参画推進センター","","131083","","東京都江東区扇橋3-22-2","東京都","江東区","扇橋3丁目","22-2","","35.684018","139.820299","都営新宿線・東京メトロ半蔵門線住吉駅徒歩12分・都バス扇橋二丁目バス停徒歩6分・扇橋三丁目バス停徒歩3分","","","","","","","30","","無料","","","","","2020-01-14","21:00:00","電話、FAX、窓口、ホームページ","","","","https://www.city.koto.lg.jp/kurashi/jinken/danjo/center/kouza/index.html","","","","","","","","中小企業管理職向け研修第2回"
"131083","","131083B00005","江東区","ひとりで悩まないで！ワンオペ育児からの卒業","","","","ヒトリデナヤマナイデ！ワンオペイクジカラノソツギョウ","","","","","","","","2020-01-17","2020-01-17","10:00:00","12:00:00","","","","","","幼稚園児保護者に対する男女平等教育の推進","","","0","0","江東区男女共同参画推進センター","(03)5683-0341","","江東区男女共同参画推進センター","区立幼稚園PTA連合会","","区立幼稚園在籍園児保護者","","江東区男女共同参画推進センター","","131083","","東京都江東区扇橋3-22-2","東京都","江東区","扇橋3丁目","22-2","","35.684018","139.820299","都営新宿線・東京メトロ半蔵門線住吉駅徒歩12分・都バス扇橋二丁目バス停徒歩6分・扇橋三丁目バス停徒歩3分","","","","","","","100","","無料","","","","","2019-11-29","16:00:00","各幼稚園PTA役員へ申込書提出","","","","","","","","","","","","区立幼稚園保護者対象講座のため、一般には募集しない"
"131083","","131083B00006","江東区","女性のための起業入門講座（第1回）","","","","ジョセイノタメノキギョウニュウモンコウザ","","","","","","","","2020-01-26","2020-01-26","14:00:00","16:30:00","","","","","","起業を検討している方、現在起業中の方向けの講座","","","0","0","江東区男女共同参画推進センター","(03)5683-0341","","江東区男女共同参画推進センター","","","女性（全3回参加できる方優先）","","江東区男女共同参画推進センター","","131083","","東京都江東区扇橋3-22-2","東京都","江東区","扇橋3丁目","22-2","","35.684018","139.820299","都営新宿線・東京メトロ半蔵門線住吉駅徒歩12分・都バス扇橋二丁目バス停徒歩6分・扇橋三丁目バス停徒歩3分","","","","","","","90","","無料","","","","","2019-12-20","21:00:00","電話、窓口、ホームページ","","","","https://www.city.koto.lg.jp/kurashi/jinken/danjo/center/kouza/index.html","","","","","","","",""
"131083","","131083B00007","江東区","女性のための起業入門講座（第2回）","","","","ジョセイノタメノキギョウニュウモンコウザ","","","","","","","","2020-02-02","2020-02-02","14:00:00","16:30:00","","","","","","起業を検討している方、現在起業中の方向けの講座","","","0","0","江東区男女共同参画推進センター","(03)5683-0341","","江東区男女共同参画推進センター","","","女性（全3回参加できる方優先）","","江東区男女共同参画推進センター","","131083","","東京都江東区扇橋3-22-2","東京都","江東区","扇橋3丁目","22-2","","35.684018","139.820299","都営新宿線・東京メトロ半蔵門線住吉駅徒歩12分・都バス扇橋二丁目バス停徒歩6分・扇橋三丁目バス停徒歩3分","","","","","","","90","","無料","","","","","2019-12-20","21:00:00","電話、窓口、ホームページ","","","","https://www.city.koto.lg.jp/kurashi/jinken/danjo/center/kouza/index.html","","","","","","","",""
"131083","","131083B00008","江東区","女性のための起業入門講座（第3回）","","","","ジョセイノタメノキギョウニュウモンコウザ","","","","","","","","2020-02-09","2020-02-09","14:00:00","16:30:00","","","","","","起業を検討している方、現在起業中の方向けの講座","","","0","0","江東区男女共同参画推進センター","(03)5683-0341","","江東区男女共同参画推進センター","","","女性（全3回参加できる方優先）","","江東区男女共同参画推進センター","","131083","","東京都江東区扇橋3-22-2","東京都","江東区","扇橋3丁目","22-2","","35.684018","139.820299","都営新宿線・東京メトロ半蔵門線住吉駅徒歩12分・都バス扇橋二丁目バス停徒歩6分・扇橋三丁目バス停徒歩3分","","","","","","","90","","無料","","","","","2019-12-20","21:00:00","電話、窓口、ホームページ","","","","https://www.city.koto.lg.jp/kurashi/jinken/danjo/center/kouza/index.html","","","","","","","",""
"131083","","131083B00009","江東区","男性の育児休業研修","","","","ダンセイノイクジキュウギョウケンシュウ","","","","","","","","2020-02-13","2020-02-13","14:00:00","16:00:00","","","","","","企業に対するワーク・ライフバ・ランス推進の働きかけ","","","0","0","江東区男女共同参画推進センター","(03)5683-0341","","江東区男女共同参画推進センター","","","中小企業管理職、リーダー","","江東区文化センター","","131083","","東京都江東区東陽4-11-3","東京都","江東区","東陽4丁目","11-3","","35.672730","139.818473","東京メトロ東西線東陽町駅徒歩5分","","","","","","","30","","無料","","","","","2020-02-12","21:00:00","電話、FAX、窓口、ホームページ","","","","https://www.city.koto.lg.jp/kurashi/jinken/danjo/center/kouza/index.html","","","","","","","","中小企業管理職向け研修第3回"
"131083","","131083B00010","江東区","「好い加減人生」のススメ～「切り替えスイッチ」で極上の時間を！～","","","","イイカゲンジンセイノススメ～キリカエスイッチデゴクジョウノジカンヲ～","","","","","","","","2020-02-22","2020-02-22","14:00:00","16:00:00","","","","","","家庭における男女共同参画の推進","","","0","0","江東区男女共同参画推進センター","(03)5683-0341","","江東区男女共同参画推進センター","","","男性","","江東区男女共同参画推進センター","","131083","","東京都江東区扇橋3-22-2","東京都","江東区","扇橋3丁目","22-2","","35.684018","139.820299","都営新宿線・東京メトロ半蔵門線住吉駅徒歩12分・都バス扇橋二丁目バス停徒歩6分・扇橋三丁目バス停徒歩3分","","","","","","","60","","無料","","","","","2020-02-21","21:00:00","電話、窓口、ホームページ","","","","https://www.city.koto.lg.jp/kurashi/jinken/danjo/center/kouza/index.html","","","","","","","",""
